player,min,VORP,id,opp_id,season_id,win,year,adj_VORP,avg_VORP,link
greendr01,40.28333333333333,11.7,201606020GSW-GSW,201606020GSW-CLE,GSW-2016,1,2016,471.31499999999994,80.81423076923076,greendr01-2016
curryst01,35.9,-6.4,201606020GSW-GSW,201606020GSW-CLE,GSW-2016,1,2016,-229.76,80.81423076923076,curryst01-2016
iguodan01,35.86666666666667,10.2,201606020GSW-GSW,201606020GSW-CLE,GSW-2016,1,2016,365.84,80.81423076923076,iguodan01-2016
barneha02,30.183333333333334,3.3,201606020GSW-GSW,201606020GSW-CLE,GSW-2016,1,2016,99.60499999999999,80.81423076923076,barneha02-2016
livinsh01,26.566666666666666,9.9,201606020GSW-GSW,201606020GSW-CLE,GSW-2016,1,2016,263.01,80.81423076923076,livinsh01-2016
thompkl01,24.383333333333333,-0.7,201606020GSW-GSW,201606020GSW-CLE,GSW-2016,1,2016,-17.06833333333333,80.81423076923076,thompkl01-2016
bogutan01,15.416666666666666,4,201606020GSW-GSW,201606020GSW-CLE,GSW-2016,1,2016,61.666666666666664,80.81423076923076,bogutan01-2016
barbole01,11.416666666666666,5.1,201606020GSW-GSW,201606020GSW-CLE,GSW-2016,1,2016,58.224999999999994,80.81423076923076,barbole01-2016
ezelife01,10.483333333333333,-1.3,201606020GSW-GSW,201606020GSW-CLE,GSW-2016,1,2016,-13.628333333333332,80.81423076923076,ezelife01-2016
varejan01,3.3166666666666664,-0.2,201606020GSW-GSW,201606020GSW-CLE,GSW-2016,1,2016,-0.6633333333333333,80.81423076923076,varejan01-2016
clarkia01,2.6333333333333333,-1.3,201606020GSW-GSW,201606020GSW-CLE,GSW-2016,1,2016,-3.4233333333333333,80.81423076923076,clarkia01-2016
speigma01,2.0166666666666666,-2.4,201606020GSW-GSW,201606020GSW-CLE,GSW-2016,1,2016,-4.84,80.81423076923076,speigma01-2016
rushbr01,1.5333333333333332,0.2,201606020GSW-GSW,201606020GSW-CLE,GSW-2016,1,2016,0.30666666666666664,80.81423076923076,rushbr01-2016
barneha02,34.5,-2.1,201606050GSW-GSW,201606050GSW-CLE,GSW-2016,1,2016,-72.45,82.96916666666667,barneha02-2016
greendr01,33.86666666666667,12.6,201606050GSW-GSW,201606050GSW-CLE,GSW-2016,1,2016,426.71999999999997,82.96916666666667,greendr01-2016
thompkl01,31.483333333333334,5.9,201606050GSW-GSW,201606050GSW-CLE,GSW-2016,1,2016,185.7516666666667,82.96916666666667,thompkl01-2016
iguodan01,28.366666666666667,1.6,201606050GSW-GSW,201606050GSW-CLE,GSW-2016,1,2016,45.38666666666667,82.96916666666667,iguodan01-2016
curryst01,24.716666666666665,6.6,201606050GSW-GSW,201606050GSW-CLE,GSW-2016,1,2016,163.12999999999997,82.96916666666667,curryst01-2016
