Visitor/Neutral,Visitor Points,Home/Neutral,Home Points,id,year,win,team,season_id,margin,playoff
WSB,97,PHI,104,198504170PHI,1985,1,PHI,PHI-1985,7,TRUE
CLE,123,BOS,126,198504180BOS,1985,1,BOS,BOS-1985,3,TRUE
POR,131,DAL,139,198504180DAL,1985,1,DAL,DAL-1985,8,TRUE
SAS,111,DEN,141,198504180DEN,1985,1,DEN,DEN-1985,30,TRUE
NJN,105,DET,125,198504180DET,1985,1,DET,DET-1985,20,TRUE
PHO,114,LAL,142,198504180LAL,1985,1,LAL,LAL-1985,28,TRUE
UTA,115,HOU,101,198504190HOU,1985,0,HOU,HOU-1985,-14,TRUE
CHI,100,MIL,109,198504190MIL,1985,1,MIL,MIL-1985,9,TRUE
CLE,106,BOS,108,198504200BOS,1985,1,BOS,BOS-1985,2,TRUE
POR,124,DAL,121,198504200DAL,1985,0,DAL,DAL-1985,-3,TRUE
SAS,113,DEN,111,198504200DEN,1985,0,DEN,DEN-1985,-2,TRUE
PHO,130,LAL,147,198504200LAL,1985,1,LAL,LAL-1985,17,TRUE
NJN,111,DET,121,198504210DET,1985,1,DET,DET-1985,10,TRUE
UTA,96,HOU,122,198504210HOU,1985,1,HOU,HOU-1985,26,TRUE
CHI,115,MIL,122,198504210MIL,1985,1,MIL,MIL-1985,7,TRUE
WSB,94,PHI,113,198504210PHI,1985,1,PHI,PHI-1985,19,TRUE
BOS,98,CLE,105,198504230CLE,1985,1,CLE,CLE-1985,7,TRUE
LAL,119,PHO,103,198504230PHO,1985,0,PHO,PHO-1985,-16,TRUE
DAL,109,POR,122,198504230POR,1985,1,POR,POR-1985,13,TRUE
DEN,115,SAS,112,198504230SAS,1985,0,SAS,SAS-1985,-3,TRUE
MIL,107,CHI,109,198504240CHI,1985,1,CHI,CHI-1985,2,TRUE
DET,116,NJN,115,198504240NJN,1985,0,NJN,NJN-1985,-1,TRUE
HOU,104,UTA,112,198504240UTA,1985,1,UTA,UTA-1985,8,TRUE
PHI,100,WSB,118,198504240WSB,1985,1,WSB,WSB-1985,18,TRUE
BOS,117,CLE,115,198504250CLE,1985,0,CLE,CLE-1985,-2,TRUE
DAL,113,POR,115,198504250POR,1985,1,POR,POR-1985,2,TRUE
MIL,105,CHI,97,198504260CHI,1985,0,CHI,CHI-1985,-8,TRUE
DEN,111,SAS,116,198504260SAS,1985,1,SAS,SAS-1985,5,TRUE
HOU,96,UTA,94,198504260UTA,1985,0,UTA,UTA-1985,-2,TRUE
PHI,106,WSB,98,198504260WSB,1985,0,WSB,WSB-1985,-8,TRUE
POR,101,LAL,125,198504270LAL,1985,1,LAL,LAL-1985,24,TRUE
DET,99,BOS,133,198504280BOS,1985,1,BOS,BOS-1985,34,TRUE
SAS,99,DEN,126,198504280DEN,1985,1,DEN,DEN-1985,27,TRUE
UTA,104,HOU,97,198504280HOU,1985,0,HOU,HOU-1985,-7,TRUE
PHI,127,MIL,105,198504280MIL,1985,0,MIL,MIL-1985,-22,TRUE
DET,114,BOS,121,198504300BOS,1985,1,BOS,BOS-1985,7,TRUE
UTA,113,DEN,130,198504300DEN,1985,1,DEN,DEN-1985,17,TRUE
POR,118,LAL,134,198504300LAL,1985,1,LAL,LAL-1985,16,TRUE
PHI,112,MIL,108,198504300MIL,1985,0,MIL,MIL-1985,-4,TRUE
BOS,117,DET,125,198505020DET,1985,1,DET,DET-1985,8,TRUE
UTA,123,DEN,131,198505020DEN,1985,1,DEN,DEN-1985,8,TRUE
MIL,104,PHI,109,198505030PHI,1985,1,PHI,PHI-1985,5,TRUE
LAL,130,POR,126,198505030POR,1985,0,POR,POR-1985,-4,TRUE
DEN,123,UTA,131,198505040UTA,1985,1,UTA,UTA-1985,8,TRUE
BOS,99,DET,102,198505050DET,1985,1,DET,DET-1985,3,TRUE
MIL,112,PHI,121,198505050PHI,1985,1,PHI,PHI-1985,9,TRUE
LAL,107,POR,115,198505050POR,1985,1,POR,POR-1985,8,TRUE
DEN,125,UTA,118,198505050UTA,1985,0,UTA,UTA-1985,-7,TRUE
UTA,104,DEN,116,198505070DEN,1985,1,DEN,DEN-1985,12,TRUE
POR,120,LAL,139,198505070LAL,1985,1,LAL,LAL-1985,19,TRUE
DET,123,BOS,130,198505080BOS,1985,1,BOS,BOS-1985,7,TRUE
BOS,123,DET,113,198505100DET,1985,0,DET,DET-1985,-10,TRUE
DEN,122,LAL,139,198505110LAL,1985,1,LAL,LAL-1985,17,TRUE
PHI,93,BOS,108,198505120BOS,1985,1,BOS,BOS-1985,15,TRUE
PHI,98,BOS,106,198505140BOS,1985,1,BOS,BOS-1985,8,TRUE
DEN,136,LAL,114,198505140LAL,1985,0,LAL,LAL-1985,-22,TRUE
LAL,136,DEN,118,198505170DEN,1985,0,DEN,DEN-1985,-18,TRUE
BOS,105,PHI,94,198505180PHI,1985,0,PHI,PHI-1985,-11,TRUE
LAL,120,DEN,116,198505190DEN,1985,0,DEN,DEN-1985,-4,TRUE
BOS,104,PHI,115,198505190PHI,1985,1,PHI,PHI-1985,11,TRUE
PHI,100,BOS,102,198505220BOS,1985,1,BOS,BOS-1985,2,TRUE
DEN,109,LAL,153,198505220LAL,1985,1,LAL,LAL-1985,44,TRUE
LAL,114,BOS,148,198505270BOS,1985,1,BOS,BOS-1985,34,TRUE
LAL,109,BOS,102,198505300BOS,1985,0,BOS,BOS-1985,-7,TRUE
BOS,111,LAL,136,198506020LAL,1985,1,LAL,LAL-1985,25,TRUE
BOS,107,LAL,105,198506050LAL,1985,0,LAL,LAL-1985,-2,TRUE
BOS,111,LAL,120,198506070LAL,1985,1,LAL,LAL-1985,9,TRUE
LAL,111,BOS,100,198506090BOS,1985,0,BOS,BOS-1985,-11,TRUE
ATL,87,CHH,97,199804230CHH,1998,1,CHH,CHH-1998,10,TRUE
CLE,77,IND,106,199804230IND,1998,1,IND,IND-1998,29,TRUE
SAS,102,PHO,96,199804230PHO,1998,0,PHO,PHO-1998,-6,TRUE
HOU,103,UTA,90,199804230UTA,1998,0,UTA,UTA-1998,-13,TRUE
NJN,93,CHI,96,199804240CHI,1998,1,CHI,CHI-1998,3,TRUE
POR,102,LAL,104,199804240LAL,1998,1,LAL,LAL-1998,2,TRUE
NYK,79,MIA,94,199804240MIA,1998,1,MIA,MIA-1998,15,TRUE
MIN,83,SEA,108,199804240SEA,1998,1,SEA,SEA-1998,25,TRUE
ATL,85,CHH,92,199804250CHH,1998,1,CHH,CHH-1998,7,TRUE
CLE,86,IND,92,199804250IND,1998,1,IND,IND-1998,6,TRUE
SAS,101,PHO,108,199804250PHO,1998,1,PHO,PHO-1998,7,TRUE
HOU,90,UTA,105,199804250UTA,1998,1,UTA,UTA-1998,15,TRUE
NJN,91,CHI,96,199804260CHI,1998,1,CHI,CHI-1998,5,TRUE
POR,99,LAL,108,199804260LAL,1998,1,LAL,LAL-1998,9,TRUE
NYK,96,MIA,86,199804260MIA,1998,0,MIA,MIA-1998,-10,TRUE
MIN,98,SEA,93,199804260SEA,1998,0,SEA,SEA-1998,-5,TRUE
IND,77,CLE,86,199804270CLE,1998,1,CLE,CLE-1998,9,TRUE
PHO,88,SAS,100,199804270SAS,1998,1,SAS,SAS-1998,12,TRUE
CHH,64,ATL,96,199804280ATL,1998,1,ATL,ATL-1998,32,TRUE
SEA,90,MIN,98,199804280MIN,1998,1,MIN,MIN-1998,8,TRUE
MIA,91,NYK,85,199804280NYK,1998,0,NYK,NYK-1998,-6,TRUE
LAL,94,POR,99,199804280POR,1998,1,POR,POR-1998,5,TRUE
UTA,85,HOU,89,199804290HOU,1998,1,HOU,HOU-1998,4,TRUE
CHI,116,NJN,101,199804290NJN,1998,0,NJN,NJN-1998,-15,TRUE
PHO,80,SAS,99,199804290SAS,1998,1,SAS,SAS-1998,19,TRUE
IND,80,CLE,74,199804300CLE,1998,0,CLE,CLE-1998,-6,TRUE
SEA,92,MIN,88,199804300MIN,1998,0,MIN,MIN-1998,-4,TRUE
MIA,85,NYK,90,199804300NYK,1998,1,NYK,NYK-1998,5,TRUE
LAL,110,POR,99,199804300POR,1998,0,POR,POR-1998,-11,TRUE
UTA,93,HOU,71,199805010HOU,1998,0,HOU,HOU-1998,-22,TRUE
CHH,91,ATL,82,199805010ATL,1998,0,ATL,ATL-1998,-9,TRUE
MIN,84,SEA,97,199805020SEA,1998,1,SEA,SEA-1998,13,TRUE
CHH,70,CHI,83,199805030CHI,1998,1,CHI,CHI-1998,13,TRUE
NYK,98,MIA,81,199805030MIA,1998,0,MIA,MIA-1998,-17,TRUE
HOU,70,UTA,84,199805030UTA,1998,1,UTA,UTA-1998,14,TRUE
LAL,92,SEA,106,199805040SEA,1998,1,SEA,SEA-1998,14,TRUE
NYK,83,IND,93,199805050IND,1998,1,IND,IND-1998,10,TRUE
SAS,82,UTA,83,199805050UTA,1998,1,UTA,UTA-1998,1,TRUE
LAL,92,SEA,68,199805060SEA,1998,0,SEA,SEA-1998,-24,TRUE
CHH,78,CHI,76,199805060CHI,1998,0,CHI,CHI-1998,-2,TRUE
NYK,77,IND,85,199805070IND,1998,1,IND,IND-1998,8,TRUE
SAS,106,UTA,109,199805070UTA,1998,1,UTA,UTA-1998,3,TRUE
CHI,103,CHH,89,199805080CHH,1998,0,CHH,CHH-1998,-14,TRUE
SEA,103,LAL,119,199805080LAL,1998,1,LAL,LAL-1998,16,TRUE
IND,76,NYK,83,199805090NYK,1998,1,NYK,NYK-1998,7,TRUE
UTA,64,SAS,86,199805090SAS,1998,1,SAS,SAS-1998,22,TRUE
UTA,82,SAS,73,199805100SAS,1998,0,SAS,SAS-1998,-9,TRUE
SEA,100,LAL,112,199805100LAL,1998,1,LAL,LAL-1998,12,TRUE
CHI,94,CHH,80,199805100CHH,1998,0,CHH,CHH-1998,-14,TRUE
IND,118,NYK,107,199805100NYK,1998,0,NYK,NYK-1998,-11,TRUE
LAL,110,SEA,95,199805120SEA,1998,0,SEA,SEA-1998,-15,TRUE
SAS,77,UTA,87,199805120UTA,1998,1,UTA,UTA-1998,10,TRUE
CHH,84,CHI,93,199805130CHI,1998,1,CHI,CHI-1998,9,TRUE
NYK,88,IND,99,199805130IND,1998,1,IND,IND-1998,11,TRUE
LAL,77,UTA,112,199805160UTA,1998,1,UTA,UTA-1998,35,TRUE
IND,79,CHI,85,199805170CHI,1998,1,CHI,CHI-1998,6,TRUE
LAL,95,UTA,99,199805180UTA,1998,1,UTA,UTA-1998,4,TRUE
IND,98,CHI,104,199805190CHI,1998,1,CHI,CHI-1998,6,TRUE
UTA,109,LAL,98,199805220LAL,1998,0,LAL,LAL-1998,-11,TRUE
CHI,105,IND,107,199805230IND,1998,1,IND,IND-1998,2,TRUE
UTA,96,LAL,92,199805240LAL,1998,0,LAL,LAL-1998,-4,TRUE
CHI,94,IND,96,199805250IND,1998,1,IND,IND-1998,2,TRUE
IND,87,CHI,106,199805270CHI,1998,1,CHI,CHI-1998,19,TRUE
CHI,89,IND,92,199805290IND,1998,1,IND,IND-1998,3,TRUE
IND,83,CHI,88,199805310CHI,1998,1,CHI,CHI-1998,5,TRUE
CHI,85,UTA,88,199806030UTA,1998,1,UTA,UTA-1998,3,TRUE
CHI,93,UTA,88,199806050UTA,1998,0,UTA,UTA-1998,-5,TRUE
UTA,54,CHI,96,199806070CHI,1998,1,CHI,CHI-1998,42,TRUE
UTA,82,CHI,86,199806100CHI,1998,1,CHI,CHI-1998,4,TRUE
UTA,83,CHI,81,199806120CHI,1998,0,CHI,CHI-1998,-2,TRUE
CHI,87,UTA,86,199806140UTA,1998,0,UTA,UTA-1998,-1,TRUE
CLE,93,CHI,104,198804280CHI,1988,1,CHI,CHI-1988,11,TRUE
HOU,110,DAL,120,198804280DAL,1988,1,DAL,DAL-1988,10,TRUE
WSB,87,DET,96,198804280DET,1988,1,DET,DET-1988,9,TRUE
UTA,96,POR,108,198804280POR,1988,1,POR,POR-1988,12,TRUE
MIL,107,ATL,110,198804290ATL,1988,1,ATL,ATL-1988,3,TRUE
NYK,92,BOS,112,198804290BOS,1988,1,BOS,BOS-1988,20,TRUE
SEA,123,DEN,126,198804290DEN,1988,1,DEN,DEN-1988,3,TRUE
SAS,110,LAL,122,198804290LAL,1988,1,LAL,LAL-1988,12,TRUE
HOU,119,DAL,108,198804300DAL,1988,0,DAL,DAL-1988,-11,TRUE
WSB,101,DET,102,198804300DET,1988,1,DET,DET-1988,1,TRUE
UTA,114,POR,105,198804300POR,1988,0,POR,POR-1988,-9,TRUE
NYK,102,BOS,128,198805010BOS,1988,1,BOS,BOS-1988,26,TRUE
MIL,97,ATL,104,198805010ATL,1988,1,ATL,ATL-1988,7,TRUE
SAS,112,LAL,130,198805010LAL,1988,1,LAL,LAL-1988,18,TRUE
CLE,101,CHI,106,198805010CHI,1988,1,CHI,CHI-1988,5,TRUE
SEA,111,DEN,91,198805010DEN,1988,0,DEN,DEN-1988,-20,TRUE
DET,106,WSB,114,198805020WSB,1988,1,WSB,WSB-1988,8,TRUE
CHI,102,CLE,110,198805030CLE,1988,1,CLE,CLE-1988,8,TRUE
DAL,93,HOU,92,198805030HOU,1988,0,HOU,HOU-1988,-1,TRUE
LAL,109,SAS,107,198805030SAS,1988,0,SAS,SAS-1988,-2,TRUE
DEN,125,SEA,114,198805030SEA,1988,0,SEA,SEA-1988,-11,TRUE
ATL,115,MIL,123,198805040MIL,1988,1,MIL,MIL-1988,8,TRUE
BOS,100,NYK,109,198805040NYK,1988,1,NYK,NYK-1988,9,TRUE
POR,108,UTA,113,198805040UTA,1988,1,UTA,UTA-1988,5,TRUE
DET,103,WSB,106,198805040WSB,1988,1,WSB,WSB-1988,3,TRUE
DEN,117,SEA,127,198805050SEA,1988,1,SEA,SEA-1988,10,TRUE
DAL,107,HOU,97,198805050HOU,1988,0,HOU,HOU-1988,-10,TRUE
CHI,91,CLE,97,198805050CLE,1988,1,CLE,CLE-1988,6,TRUE
ATL,99,MIL,105,198805060MIL,1988,1,MIL,MIL-1988,6,TRUE
BOS,102,NYK,94,198805060NYK,1988,0,NYK,NYK-1988,-8,TRUE
POR,96,UTA,111,198805060UTA,1988,1,UTA,UTA-1988,15,TRUE
SEA,96,DEN,115,198805070DEN,1988,1,DEN,DEN-1988,19,TRUE
MIL,111,ATL,121,198805080ATL,1988,1,ATL,ATL-1988,10,TRUE
CLE,101,CHI,107,198805080CHI,1988,1,CHI,CHI-1988,6,TRUE
WSB,78,DET,99,198805080DET,1988,1,DET,DET-1988,21,TRUE
UTA,91,LAL,110,198805080LAL,1988,1,LAL,LAL-1988,19,TRUE
DAL,115,DEN,126,198805100DEN,1988,1,DEN,DEN-1988,11,TRUE
CHI,82,DET,93,198805100DET,1988,1,DET,DET-1988,11,TRUE
UTA,101,LAL,97,198805100LAL,1988,0,LAL,LAL-1988,-4,TRUE
ATL,101,BOS,110,198805110BOS,1988,1,BOS,BOS-1988,9,TRUE
DAL,112,DEN,108,198805120DEN,1988,0,DEN,DEN-1988,-4,TRUE
CHI,105,DET,95,198805120DET,1988,0,DET,DET-1988,-10,TRUE
ATL,97,BOS,108,198805130BOS,1988,1,BOS,BOS-1988,11,TRUE
LAL,89,UTA,96,198805130UTA,1988,1,UTA,UTA-1988,7,TRUE
DET,101,CHI,79,198805140CHI,1988,0,CHI,CHI-1988,-22,TRUE
DEN,107,DAL,105,198805140DAL,1988,0,DAL,DAL-1988,-2,TRUE
BOS,92,ATL,110,198805150ATL,1988,1,ATL,ATL-1988,18,TRUE
DET,96,CHI,77,198805150CHI,1988,0,CHI,CHI-1988,-19,TRUE
DEN,103,DAL,124,198805150DAL,1988,1,DAL,DAL-1988,21,TRUE
LAL,113,UTA,100,198805150UTA,1988,0,UTA,UTA-1988,-13,TRUE
BOS,109,ATL,118,198805160ATL,1988,1,ATL,ATL-1988,9,TRUE
DAL,110,DEN,106,198805170DEN,1988,0,DEN,DEN-1988,-4,TRUE
UTA,109,LAL,111,198805170LAL,1988,1,LAL,LAL-1988,2,TRUE
ATL,112,BOS,104,198805180BOS,1988,0,BOS,BOS-1988,-8,TRUE
CHI,95,DET,102,198805180DET,1988,1,DET,DET-1988,7,TRUE
DEN,95,DAL,108,198805190DAL,1988,1,DAL,DAL-1988,13,TRUE
LAL,80,UTA,108,198805190UTA,1988,1,UTA,UTA-1988,28,TRUE
BOS,102,ATL,100,198805200ATL,1988,0,ATL,ATL-1988,-2,TRUE
UTA,98,LAL,109,198805210LAL,1988,1,LAL,LAL-1988,11,TRUE
ATL,116,BOS,118,198805220BOS,1988,1,BOS,BOS-1988,2,TRUE
DAL,98,LAL,113,198805230LAL,1988,1,LAL,LAL-1988,15,TRUE
DET,104,BOS,96,198805250BOS,1988,0,BOS,BOS-1988,-8,TRUE
DAL,101,LAL,123,198805250LAL,1988,1,LAL,LAL-1988,22,TRUE
DET,115,BOS,119,198805260BOS,1988,1,BOS,BOS-1988,4,TRUE
LAL,94,DAL,106,198805270DAL,1988,1,DAL,DAL-1988,12,TRUE
BOS,94,DET,98,198805280DET,1988,1,DET,DET-1988,4,TRUE
LAL,104,DAL,118,198805290DAL,1988,1,DAL,DAL-1988,14,TRUE
BOS,79,DET,78,198805300DET,1988,0,DET,DET-1988,-1,TRUE
DAL,102,LAL,119,198805310LAL,1988,1,LAL,LAL-1988,17,TRUE
DET,102,BOS,96,198806010BOS,1988,0,BOS,BOS-1988,-6,TRUE
LAL,103,DAL,105,198806020DAL,1988,1,DAL,DAL-1988,2,TRUE
BOS,90,DET,95,198806030DET,1988,1,DET,DET-1988,5,TRUE
DAL,102,LAL,117,198806040LAL,1988,1,LAL,LAL-1988,15,TRUE
DET,105,LAL,93,198806070LAL,1988,0,LAL,LAL-1988,-12,TRUE
DET,96,LAL,108,198806090LAL,1988,1,LAL,LAL-1988,12,TRUE
LAL,99,DET,86,198806120DET,1988,0,DET,DET-1988,-13,TRUE
LAL,86,DET,111,198806140DET,1988,1,DET,DET-1988,25,TRUE
LAL,94,DET,104,198806160DET,1988,1,DET,DET-1988,10,TRUE
DET,102,LAL,103,198806190LAL,1988,1,LAL,LAL-1988,1,TRUE
DET,105,LAL,108,198806210LAL,1988,1,LAL,LAL-1988,3,TRUE
MIL,92,ATL,100,198904270ATL,1989,1,ATL,ATL-1989,8,TRUE
POR,108,LAL,128,198904270LAL,1989,1,LAL,LAL-1989,20,TRUE
PHI,96,NYK,102,198904270NYK,1989,1,NYK,NYK-1989,6,TRUE
GSW,123,UTA,119,198904270UTA,1989,0,UTA,UTA-1989,-4,TRUE
CHI,95,CLE,88,198904280CLE,1989,0,CLE,CLE-1989,-7,TRUE
BOS,91,DET,101,198904280DET,1989,1,DET,DET-1989,10,TRUE
DEN,103,PHO,104,198904280PHO,1989,1,PHO,PHO-1989,1,TRUE
HOU,107,SEA,111,198904280SEA,1989,1,SEA,SEA-1989,4,TRUE
MIL,108,ATL,98,198904290ATL,1989,0,ATL,ATL-1989,-10,TRUE
PHI,106,NYK,107,198904290NYK,1989,1,NYK,NYK-1989,1,TRUE
GSW,99,UTA,91,198904290UTA,1989,0,UTA,UTA-1989,-8,TRUE
CHI,88,CLE,96,198904300CLE,1989,1,CLE,CLE-1989,8,TRUE
BOS,95,DET,102,198904300DET,1989,1,DET,DET-1989,7,TRUE
POR,105,LAL,113,198904300LAL,1989,1,LAL,LAL-1989,8,TRUE
DEN,114,PHO,132,198904300PHO,1989,1,PHO,PHO-1989,18,TRUE
HOU,97,SEA,109,198904300SEA,1989,1,SEA,SEA-1989,12,TRUE
PHO,130,DEN,121,198905020DEN,1989,0,DEN,DEN-1989,-9,TRUE
DET,100,BOS,85,198905020BOS,1989,0,BOS,BOS-1989,-15,TRUE
NYK,116,PHI,115,198905020PHI,1989,0,PHI,PHI-1989,-1,TRUE
UTA,106,GSW,120,198905020GSW,1989,1,GSW,GSW-1989,14,TRUE
ATL,113,MIL,117,198905020MIL,1989,1,MIL,MIL-1989,4,TRUE
CLE,94,CHI,101,198905030CHI,1989,1,CHI,CHI-1989,7,TRUE
SEA,107,HOU,126,198905030HOU,1989,1,HOU,HOU-1989,19,TRUE
LAL,116,POR,108,198905030POR,1989,0,POR,POR-1989,-8,TRUE
CLE,108,CHI,105,198905050CHI,1989,0,CHI,CHI-1989,-3,TRUE
SEA,98,HOU,96,198905050HOU,1989,0,HOU,HOU-1989,-2,TRUE
ATL,113,MIL,106,198905050MIL,1989,0,MIL,MIL-1989,-7,TRUE
GSW,103,PHO,130,198905060PHO,1989,1,PHO,PHO-1989,27,TRUE
MIL,96,ATL,92,198905070ATL,1989,0,ATL,ATL-1989,-4,TRUE
CHI,101,CLE,100,198905070CLE,1989,0,CLE,CLE-1989,-1,TRUE
SEA,102,LAL,113,198905070LAL,1989,1,LAL,LAL-1989,11,TRUE
CHI,120,NYK,109,198905090NYK,1989,0,NYK,NYK-1989,-11,TRUE
GSW,127,PHO,122,198905090PHO,1989,0,PHO,PHO-1989,-5,TRUE
MIL,80,DET,85,198905100DET,1989,1,DET,DET-1989,5,TRUE
SEA,108,LAL,130,198905100LAL,1989,1,LAL,LAL-1989,22,TRUE
CHI,97,NYK,114,198905110NYK,1989,1,NYK,NYK-1989,17,TRUE
PHO,113,GSW,104,198905110GSW,1989,0,GSW,GSW-1989,-9,TRUE
MIL,92,DET,112,198905120DET,1989,1,DET,DET-1989,20,TRUE
LAL,91,SEA,86,198905120SEA,1989,0,SEA,SEA-1989,-5,TRUE
NYK,88,CHI,111,198905130CHI,1989,1,CHI,CHI-1989,23,TRUE
PHO,135,GSW,99,198905130GSW,1989,0,GSW,GSW-1989,-36,TRUE
NYK,93,CHI,106,198905140CHI,1989,1,CHI,CHI-1989,13,TRUE
DET,110,MIL,90,198905140MIL,1989,0,MIL,MIL-1989,-20,TRUE
LAL,97,SEA,95,198905140SEA,1989,0,SEA,SEA-1989,-2,TRUE
DET,96,MIL,94,198905150MIL,1989,0,MIL,MIL-1989,-2,TRUE
GSW,104,PHO,116,198905160PHO,1989,1,PHO,PHO-1989,12,TRUE
CHI,114,NYK,121,198905160NYK,1989,1,NYK,NYK-1989,7,TRUE
NYK,111,CHI,113,198905190CHI,1989,1,CHI,CHI-1989,2,TRUE
PHO,119,LAL,127,198905200LAL,1989,1,LAL,LAL-1989,8,TRUE
CHI,94,DET,88,198905210DET,1989,0,DET,DET-1989,-6,TRUE
CHI,91,DET,100,198905230DET,1989,1,DET,DET-1989,9,TRUE
PHO,95,LAL,101,198905230LAL,1989,1,LAL,LAL-1989,6,TRUE
LAL,110,PHO,107,198905260PHO,1989,0,PHO,PHO-1989,-3,TRUE
DET,97,CHI,99,198905270CHI,1989,1,CHI,CHI-1989,2,TRUE
LAL,122,PHO,117,198905280PHO,1989,0,PHO,PHO-1989,-5,TRUE
DET,86,CHI,80,198905290CHI,1989,0,CHI,CHI-1989,-6,TRUE
CHI,85,DET,94,198905310DET,1989,1,DET,DET-1989,9,TRUE
DET,103,CHI,94,198906020CHI,1989,0,CHI,CHI-1989,-9,TRUE
LAL,97,DET,109,198906060DET,1989,1,DET,DET-1989,12,TRUE
LAL,105,DET,108,198906080DET,1989,1,DET,DET-1989,3,TRUE
DET,114,LAL,110,198906110LAL,1989,0,LAL,LAL-1989,-4,TRUE
DET,105,LAL,97,198906130LAL,1989,0,LAL,LAL-1989,-8,TRUE
NYK,105,BOS,116,199004260BOS,1990,1,BOS,BOS-1990,11,TRUE
IND,92,DET,104,199004260DET,1990,1,DET,DET-1990,12,TRUE
CLE,106,PHI,111,199004260PHI,1990,1,PHI,PHI-1990,5,TRUE
DAL,102,POR,109,199004260POR,1990,1,POR,POR-1990,7,TRUE
DEN,103,SAS,119,199004260SAS,1990,1,SAS,SAS-1990,16,TRUE
MIL,97,CHI,111,199004270CHI,1990,1,CHI,CHI-1990,14,TRUE
HOU,89,LAL,101,199004270LAL,1990,1,LAL,LAL-1990,12,TRUE
PHO,96,UTA,113,199004270UTA,1990,1,UTA,UTA-1990,17,TRUE
NYK,128,BOS,157,199004280BOS,1990,1,BOS,BOS-1990,29,TRUE
IND,87,DET,100,199004280DET,1990,1,DET,DET-1990,13,TRUE
DAL,107,POR,114,199004280POR,1990,1,POR,POR-1990,7,TRUE
DEN,120,SAS,129,199004280SAS,1990,1,SAS,SAS-1990,9,TRUE
MIL,102,CHI,109,199004290CHI,1990,1,CHI,CHI-1990,7,TRUE
HOU,100,LAL,104,199004290LAL,1990,1,LAL,LAL-1990,4,TRUE
CLE,101,PHI,107,199004290PHI,1990,1,PHI,PHI-1990,6,TRUE
PHO,105,UTA,87,199004290UTA,1990,0,UTA,UTA-1990,-18,TRUE
POR,106,DAL,92,199005010DAL,1990,0,DAL,DAL-1990,-14,TRUE
PHI,95,CLE,122,199005010CLE,1990,1,CLE,CLE-1990,27,TRUE
CHI,112,MIL,119,199005010MIL,1990,1,MIL,MIL-1990,7,TRUE
DET,108,IND,96,199005010IND,1990,0,IND,IND-1990,-12,TRUE
SAS,131,DEN,120,199005010DEN,1990,0,DEN,DEN-1990,-11,TRUE
LAL,108,HOU,114,199005010HOU,1990,1,HOU,HOU-1990,6,TRUE
BOS,99,NYK,102,199005020NYK,1990,1,NYK,NYK-1990,3,TRUE
UTA,105,PHO,120,199005020PHO,1990,1,PHO,PHO-1990,15,TRUE
PHI,96,CLE,108,199005030CLE,1990,1,CLE,CLE-1990,12,TRUE
LAL,109,HOU,88,199005030HOU,1990,0,HOU,HOU-1990,-21,TRUE
CHI,110,MIL,86,199005030MIL,1990,0,MIL,MIL-1990,-24,TRUE
BOS,108,NYK,135,199005040NYK,1990,1,NYK,NYK-1990,27,TRUE
UTA,105,PHO,94,199005040PHO,1990,0,PHO,PHO-1990,-11,TRUE
CLE,97,PHI,113,199005050PHI,1990,1,PHI,PHI-1990,16,TRUE
SAS,94,POR,107,199005050POR,1990,1,POR,POR-1990,13,TRUE
NYK,121,BOS,114,199005060BOS,1990,0,BOS,BOS-1990,-7,TRUE
PHO,104,UTA,102,199005060UTA,1990,0,UTA,UTA-1990,-2,TRUE
PHI,85,CHI,96,199005070CHI,1990,1,CHI,CHI-1990,11,TRUE
NYK,77,DET,112,199005080DET,1990,1,DET,DET-1990,35,TRUE
PHO,104,LAL,102,199005080LAL,1990,0,LAL,LAL-1990,-2,TRUE
SAS,112,POR,122,199005080POR,1990,1,POR,POR-1990,10,TRUE
PHI,96,CHI,101,199005090CHI,1990,1,CHI,CHI-1990,5,TRUE
POR,98,SAS,121,199005100SAS,1990,1,SAS,SAS-1990,23,TRUE
NYK,97,DET,104,199005100DET,1990,1,DET,DET-1990,7,TRUE
PHO,100,LAL,124,199005100LAL,1990,1,LAL,LAL-1990,24,TRUE
CHI,112,PHI,118,199005110PHI,1990,1,PHI,PHI-1990,6,TRUE
DET,103,NYK,111,199005120NYK,1990,1,NYK,NYK-1990,8,TRUE
LAL,103,PHO,117,199005120PHO,1990,1,PHO,PHO-1990,14,TRUE
POR,105,SAS,115,199005120SAS,1990,1,SAS,SAS-1990,10,TRUE
DET,102,NYK,90,199005130NYK,1990,0,NYK,NYK-1990,-12,TRUE
CHI,111,PHI,101,199005130PHI,1990,0,PHI,PHI-1990,-10,TRUE
LAL,101,PHO,114,199005130PHO,1990,1,PHO,PHO-1990,13,TRUE
NYK,84,DET,95,199005150DET,1990,1,DET,DET-1990,11,TRUE
PHO,106,LAL,103,199005150LAL,1990,0,LAL,LAL-1990,-3,TRUE
SAS,132,POR,138,199005150POR,1990,1,POR,POR-1990,6,TRUE
PHI,99,CHI,117,199005160CHI,1990,1,CHI,CHI-1990,18,TRUE
POR,97,SAS,112,199005170SAS,1990,1,SAS,SAS-1990,15,TRUE
SAS,105,POR,108,199005190POR,1990,1,POR,POR-1990,3,TRUE
CHI,77,DET,86,199005200DET,1990,1,DET,DET-1990,9,TRUE
