player,min,VORP,id,opp_id,season_id,win,year,adj_VORP,avg_VORP,link
curryst01,42.65,6.8,201506040GSW-GSW,201506040GSW-CLE,GSW-2015,1,2015,290.02,98.6875,curryst01-2015
barneha02,39.25,3.8,201506040GSW-GSW,201506040GSW-CLE,GSW-2015,1,2015,149.15,98.6875,barneha02-2015
greendr01,38.916666666666664,-0.7,201506040GSW-GSW,201506040GSW-CLE,GSW-2015,1,2015,-27.241666666666664,98.6875,greendr01-2015
thompkl01,38.766666666666666,6.8,201506040GSW-GSW,201506040GSW-CLE,GSW-2015,1,2015,263.61333333333334,98.6875,thompkl01-2015
iguodan01,31.65,7.1,201506040GSW-GSW,201506040GSW-CLE,GSW-2015,1,2015,224.71499999999997,98.6875,iguodan01-2015
bogutan01,28.466666666666665,2.8,201506040GSW-GSW,201506040GSW-CLE,GSW-2015,1,2015,79.70666666666666,98.6875,bogutan01-2015
livinsh01,15.55,0.6,201506040GSW-GSW,201506040GSW-CLE,GSW-2015,1,2015,9.33,98.6875,livinsh01-2015
ezelife01,12.183333333333334,2.1,201506040GSW-GSW,201506040GSW-CLE,GSW-2015,1,2015,25.585,98.6875,ezelife01-2015
barbole01,9.033333333333333,-3.1,201506040GSW-GSW,201506040GSW-CLE,GSW-2015,1,2015,-28.003333333333334,98.6875,barbole01-2015
speigma01,8.533333333333333,0,201506040GSW-GSW,201506040GSW-CLE,GSW-2015,1,2015,0,98.6875,speigma01-2015
thompkl01,45.85,13.3,201506070GSW-GSW,201506070GSW-CLE,GSW-2015,0,2015,609.8050000000001,79.89716666666668,thompkl01-2015
greendr01,43.4,7.2,201506070GSW-GSW,201506070GSW-CLE,GSW-2015,0,2015,312.48,79.89716666666668,greendr01-2015
curryst01,42.266666666666666,-6.1,201506070GSW-GSW,201506070GSW-CLE,GSW-2015,0,2015,-257.82666666666665,79.89716666666668,curryst01-2015
barneha02,41.21666666666667,1.8,201506070GSW-GSW,201506070GSW-CLE,GSW-2015,0,2015,74.19000000000001,79.89716666666668,barneha02-2015
iguodan01,36.43333333333333,1.7,201506070GSW-GSW,201506070GSW-CLE,GSW-2015,0,2015,61.93666666666666,79.89716666666668,iguodan01-2015
bogutan01,25.2,-0.3,201506070GSW-GSW,201506070GSW-CLE,GSW-2015,0,2015,-7.56,79.89716666666668,bogutan01-2015
livinsh01,13.583333333333334,0,201506070GSW-GSW,201506070GSW-CLE,GSW-2015,0,2015,0,79.89716666666668,livinsh01-2015
ezelife01,6,-1,201506070GSW-GSW,201506070GSW-CLE,GSW-2015,0,2015,-6,79.89716666666668,ezelife01-2015
barbole01,5.866666666666667,3.1,201506070GSW-GSW,201506070GSW-CLE,GSW-2015,0,2015,18.186666666666667,79.89716666666668,barbole01-2015
speigma01,5.2,-1.2,201506070GSW-GSW,201506070GSW-CLE,GSW-2015,0,2015,-6.24,79.89716666666668,speigma01-2015
jamesle01,46,15,201506090CLE-CLE,201506090CLE-GSW,CLE-2015,1,2015,690,110.25229166666666,jamesle01-2015
thomptr01,44.2,2.2,201506090CLE-CLE,201506090CLE-GSW,CLE-2015,1,2015,97.24000000000001,110.25229166666666,thomptr01-2015
dellama01,38.516666666666666,0.5,201506090CLE-CLE,201506090CLE-GSW,CLE-2015,1,2015,19.258333333333333,110.25229166666666,dellama01-2015
mozgoti01,32.016666666666666,-1.2,201506090CLE-CLE,201506090CLE-GSW,CLE-2015,1,2015,-38.419999999999995,110.25229166666666,mozgoti01-2015
shumpim01,31.983333333333334,-0.6,201506090CLE-CLE,201506090CLE-GSW,CLE-2015,1,2015,-19.19,110.25229166666666,shumpim01-2015
smithjr01,31.783333333333335,3.2,201506090CLE-CLE,201506090CLE-GSW,CLE-2015,1,2015,101.70666666666668,110.25229166666666,smithjr01-2015
jonesja02,10.266666666666667,2.5,201506090CLE-CLE,201506090CLE-GSW,CLE-2015,1,2015,25.666666666666668,110.25229166666666,jonesja02-2015
millemi01,5.233333333333333,1.1,201506090CLE-CLE,201506090CLE-GSW,CLE-2015,1,2015,5.756666666666667,110.25229166666666,millemi01-2015
jamesle01,40.916666666666664,4.4,201506110CLE-CLE,201506110CLE-GSW,CLE-2015,0,2015,180.03333333333333,33.048833333333334,jamesle01-2015
shumpim01,39.06666666666667,-1.7,201506110CLE-CLE,201506110CLE-GSW,CLE-2015,0,2015,-66.41333333333334,33.048833333333334,shumpim01-2015
thomptr01,38.416666666666664,4.6,201506110CLE-CLE,201506110CLE-GSW,CLE-2015,0,2015,176.71666666666664,33.048833333333334,thomptr01-2015
mozgoti01,33.483333333333334,10.3,201506110CLE-CLE,201506110CLE-GSW,CLE-2015,0,2015,344.8783333333334,33.048833333333334,mozgoti01-2015
dellama01,33.4,-2.1,201506110CLE-CLE,201506110CLE-GSW,CLE-2015,0,2015,-70.14,33.048833333333334,dellama01-2015
smithjr01,27.566666666666666,-6.1,201506110CLE-CLE,201506110CLE-GSW,CLE-2015,0,2015,-168.15666666666667,33.048833333333334,smithjr01-2015
jonesja02,17.85,-3.6,201506110CLE-CLE,201506110CLE-GSW,CLE-2015,0,2015,-64.26,33.048833333333334,jonesja02-2015
harrijo01,3.1,0.1,201506110CLE-CLE,201506110CLE-GSW,CLE-2015,0,2015,0.31000000000000005,33.048833333333334,harrijo01-2015
millemi01,3.1,-0.3,201506110CLE-CLE,201506110CLE-GSW,CLE-2015,0,2015,-0.9299999999999999,33.048833333333334,millemi01-2015
perkike01,3.1,-0.5,201506110CLE-CLE,201506110CLE-GSW,CLE-2015,0,2015,-1.55,33.048833333333334,perkike01-2015
iguodan01,42.46666666666667,8.4,201506140GSW-GSW,201506140GSW-CLE,GSW-2015,1,2015,356.72,127.85166666666666,iguodan01-2015
curryst01,42.11666666666667,16.2,201506140GSW-GSW,201506140GSW-CLE,GSW-2015,1,2015,682.29,127.85166666666666,curryst01-2015
thompkl01,40.083333333333336,-4.5,201506140GSW-GSW,201506140GSW-CLE,GSW-2015,1,2015,-180.375,127.85166666666666,thompkl01-2015
greendr01,35.516666666666666,4.8,201506140GSW-GSW,201506140GSW-CLE,GSW-2015,1,2015,170.48,127.85166666666666,greendr01-2015
barneha02,29.266666666666666,4.9,201506140GSW-GSW,201506140GSW-CLE,GSW-2015,1,2015,143.40666666666667,127.85166666666666,barneha02-2015
livinsh01,21.283333333333335,-2.4,201506140GSW-GSW,201506140GSW-CLE,GSW-2015,1,2015,-51.080000000000005,127.85166666666666,livinsh01-2015
barbole01,17.033333333333335,2.8,201506140GSW-GSW,201506140GSW-CLE,GSW-2015,1,2015,47.693333333333335,127.85166666666666,barbole01-2015
leeda02,9.016666666666667,-1.8,201506140GSW-GSW,201506140GSW-CLE,GSW-2015,1,2015,-16.23,127.85166666666666,leeda02-2015
ezelife01,3.2,-0.7,201506140GSW-GSW,201506140GSW-CLE,GSW-2015,1,2015,-2.2399999999999998,127.85166666666666,ezelife01-2015
jamesle01,46.7,8.3,201506160CLE-CLE,201506160CLE-GSW,CLE-2015,0,2015,387.61000000000007,73.93185185185186,jamesle01-2015
thomptr01,37.45,4.2,201506160CLE-CLE,201506160CLE-GSW,CLE-2015,0,2015,157.29000000000002,73.93185185185186,thomptr01-2015
shumpim01,35.96666666666667,-3.5,201506160CLE-CLE,201506160CLE-GSW,CLE-2015,0,2015,-125.88333333333334,73.93185185185186,shumpim01-2015
smithjr01,34.266666666666666,5.5,201506160CLE-CLE,201506160CLE-GSW,CLE-2015,0,2015,188.46666666666667,73.93185185185186,smithjr01-2015
mozgoti01,32.516666666666666,8.6,201506160CLE-CLE,201506160CLE-GSW,CLE-2015,0,2015,279.6433333333333,73.93185185185186,mozgoti01-2015
jonesja02,27.4,-3.1,201506160CLE-CLE,201506160CLE-GSW,CLE-2015,0,2015,-84.94,73.93185185185186,jonesja02-2015
dellama01,25.333333333333332,-5.4,201506160CLE-CLE,201506160CLE-GSW,CLE-2015,0,2015,-136.8,73.93185185185186,dellama01-2015
harrijo01,0.18333333333333332,0,201506160CLE-CLE,201506160CLE-GSW,CLE-2015,0,2015,0,73.93185185185186,harrijo01-2015
millemi01,0.18333333333333332,0,201506160CLE-CLE,201506160CLE-GSW,CLE-2015,0,2015,0,73.93185185185186,millemi01-2015
thomptr01,47.15,-3.1,201506040GSW-CLE,201506040GSW-GSW,CLE-2015,0,2015,-146.165,93.22583333333334,thomptr01-2015
jamesle01,45.766666666666666,8.3,201506040GSW-CLE,201506040GSW-GSW,CLE-2015,0,2015,379.86333333333334,93.22583333333334,jamesle01-2015
irvinky01,43.61666666666667,11.3,201506040GSW-CLE,201506040GSW-GSW,CLE-2015,0,2015,492.8683333333334,93.22583333333334,irvinky01-2015
shumpim01,34.45,2.3,201506040GSW-CLE,201506040GSW-GSW,CLE-2015,0,2015,79.235,93.22583333333334,shumpim01-2015
smithjr01,34.35,-4.3,201506040GSW-CLE,201506040GSW-GSW,CLE-2015,0,2015,-147.705,93.22583333333334,smithjr01-2015
mozgoti01,33.2,3.8,201506040GSW-CLE,201506040GSW-GSW,CLE-2015,0,2015,126.16000000000001,93.22583333333334,mozgoti01-2015
jonesja02,17.083333333333332,-2.8,201506040GSW-CLE,201506040GSW-GSW,CLE-2015,0,2015,-47.83333333333333,93.22583333333334,jonesja02-2015
dellama01,9.383333333333333,1,201506040GSW-CLE,201506040GSW-GSW,CLE-2015,0,2015,9.383333333333333,93.22583333333334,dellama01-2015
jamesle01,50.333333333333336,17.5,201506070GSW-CLE,201506070GSW-GSW,CLE-2015,1,2015,880.8333333333334,115.23104166666667,jamesle01-2015
dellama01,42.45,-3,201506070GSW-CLE,201506070GSW-GSW,CLE-2015,1,2015,-127.35000000000001,115.23104166666667,dellama01-2015
thomptr01,39.483333333333334,-2,201506070GSW-CLE,201506070GSW-GSW,CLE-2015,1,2015,-78.96666666666667,115.23104166666667,thomptr01-2015
smithjr01,38.2,-1.5,201506070GSW-CLE,201506070GSW-GSW,CLE-2015,1,2015,-57.300000000000004,115.23104166666667,smithjr01-2015
shumpim01,36.43333333333333,2.6,201506070GSW-CLE,201506070GSW-GSW,CLE-2015,1,2015,94.72666666666666,115.23104166666667,shumpim01-2015
mozgoti01,29.333333333333332,4.4,201506070GSW-CLE,201506070GSW-GSW,CLE-2015,1,2015,129.06666666666666,115.23104166666667,mozgoti01-2015
jonesja02,22.5,3.9,201506070GSW-CLE,201506070GSW-GSW,CLE-2015,1,2015,87.75,115.23104166666667,jonesja02-2015
millemi01,6.283333333333333,-1.1,201506070GSW-CLE,201506070GSW-GSW,CLE-2015,1,2015,-6.911666666666667,115.23104166666667,millemi01-2015
curryst01,43.766666666666666,13.3,201506090CLE-GSW,201506090CLE-CLE,GSW-2015,0,2015,582.0966666666667,68.946,curryst01-2015
thompkl01,38.81666666666667,-1.4,201506090CLE-GSW,201506090CLE-CLE,GSW-2015,0,2015,-54.343333333333334,68.946,thompkl01-2015
iguodan01,36.3,7.7,201506090CLE-GSW,201506090CLE-CLE,GSW-2015,0,2015,279.51,68.946,iguodan01-2015
greendr01,30.05,-1,201506090CLE-GSW,201506090CLE-CLE,GSW-2015,0,2015,-30.05,68.946,greendr01-2015
barneha02,19.316666666666666,-10.6,201506090CLE-GSW,201506090CLE-CLE,GSW-2015,0,2015,-204.75666666666666,68.946,barneha02-2015
ezelife01,17.55,-0.4,201506090CLE-GSW,201506090CLE-CLE,GSW-2015,0,2015,-7.0200000000000005,68.946,ezelife01-2015
bogutan01,17.116666666666667,2.2,201506090CLE-GSW,201506090CLE-CLE,GSW-2015,0,2015,37.65666666666667,68.946,bogutan01-2015
leeda02,13.283333333333333,6.8,201506090CLE-GSW,201506090CLE-CLE,GSW-2015,0,2015,90.32666666666667,68.946,leeda02-2015
livinsh01,13.2,-0.3,201506090CLE-GSW,201506090CLE-CLE,GSW-2015,0,2015,-3.9599999999999995,68.946,livinsh01-2015
barbole01,10.6,0,201506090CLE-GSW,201506090CLE-CLE,GSW-2015,0,2015,0,68.946,barbole01-2015
