player,min,VORP,id,opp_id,season_id,win,year,adj_VORP,avg_VORP,link
cheekma01,43,6.2,198504170PHI-PHI,198504170PHI-WSB,PHI-1985,1,1985,266.6,128.7625,cheekma01-1985
malonmo01,41,16.9,198504170PHI-PHI,198504170PHI-WSB,PHI-1985,1,1985,692.9,128.7625,malonmo01-1985
ervinju01,38,8.5,198504170PHI-PHI,198504170PHI-WSB,PHI-1985,1,1985,323,128.7625,ervinju01-1985
toneyan01,35,-6.7,198504170PHI-PHI,198504170PHI-WSB,PHI-1985,1,1985,-234.5,128.7625,toneyan01-1985
barklch01,31,2.1,198504170PHI-PHI,198504170PHI-WSB,PHI-1985,1,1985,65.10000000000001,128.7625,barklch01-1985
jonesbo01,27,-1.7,198504170PHI-PHI,198504170PHI-WSB,PHI-1985,1,1985,-45.9,128.7625,jonesbo01-1985
richacl01,18,-0.7,198504170PHI-PHI,198504170PHI-WSB,PHI-1985,1,1985,-12.6,128.7625,richacl01-1985
johnscl01,7,-3.5,198504170PHI-PHI,198504170PHI-WSB,PHI-1985,1,1985,-24.5,128.7625,johnscl01-1985
birdla01,43,9.8,198504180BOS-BOS,198504180BOS-CLE,BOS-1985,1,1985,421.40000000000003,58.660000000000004,birdla01-1985
johnsde01,41,-2.2,198504180BOS-BOS,198504180BOS-CLE,BOS-1985,1,1985,-90.2,58.660000000000004,johnsde01-1985
mchalke01,40,5.8,198504180BOS-BOS,198504180BOS-CLE,BOS-1985,1,1985,232,58.660000000000004,mchalke01-1985
parisro01,33,-3.1,198504180BOS-BOS,198504180BOS-CLE,BOS-1985,1,1985,-102.3,58.660000000000004,parisro01-1985
aingeda01,27,1.4,198504180BOS-BOS,198504180BOS-CLE,BOS-1985,1,1985,37.8,58.660000000000004,aingeda01-1985
willira01,21,4.4,198504180BOS-BOS,198504180BOS-CLE,BOS-1985,1,1985,92.4,58.660000000000004,willira01-1985
wedmasc01,16,0.2,198504180BOS-BOS,198504180BOS-CLE,BOS-1985,1,1985,3.2,58.660000000000004,wedmasc01-1985
bucknqu01,7,0.3,198504180BOS-BOS,198504180BOS-CLE,BOS-1985,1,1985,2.1,58.660000000000004,bucknqu01-1985
maxwece01,7,-1.4,198504180BOS-BOS,198504180BOS-CLE,BOS-1985,1,1985,-9.799999999999999,58.660000000000004,maxwece01-1985
kitegr01,5,0,198504180BOS-BOS,198504180BOS-CLE,BOS-1985,1,1985,0,58.660000000000004,kitegr01-1985
perkisa01,53,5.4,198504180DAL-DAL,198504180DAL-POR,DAL-1985,1,1985,286.20000000000005,96.6888888888889,perkisa01-1985
aguirma01,51,-0.9,198504180DAL-DAL,198504180DAL-POR,DAL-1985,1,1985,-45.9,96.6888888888889,aguirma01-1985
blackro01,51,10.1,198504180DAL-DAL,198504180DAL-POR,DAL-1985,1,1985,515.1,96.6888888888889,blackro01-1985
harpede01,46,-0.2,198504180DAL-DAL,198504180DAL-POR,DAL-1985,1,1985,-9.200000000000001,96.6888888888889,harpede01-1985
vinceja01,41,2.4,198504180DAL-DAL,198504180DAL-POR,DAL-1985,1,1985,98.39999999999999,96.6888888888889,vinceja01-1985
davisbr01,19,1.2,198504180DAL-DAL,198504180DAL-POR,DAL-1985,1,1985,22.8,96.6888888888889,davisbr01-1985
