"","player","year","RVORP","PVORP","win","DVORP"
"1","wadedw01",2010,8.4025974025974,13.58,FALSE,5.1774025974026
"2","beaslmi01",2010,0.728205128205128,-1.18,FALSE,-1.90820512820513
"3","chalmma01",2010,0.354794520547945,0.16,FALSE,-0.194794520547945
"4","hasleud01",2010,0.179487179487179,-2.2,FALSE,-2.37948717948718
"5","onealje01",2010,1.13142857142857,-2.62,FALSE,-3.75142857142857
"6","anthojo01",2010,0.11,1.38,FALSE,1.27
"7","arroyca01",2010,0.229166666666667,-0.24,FALSE,-0.469166666666667
"8","richaqu01",2010,1.82763157894737,2.4,FALSE,0.57236842105263
"9","jonesja02",2010,0.241666666666667,-2,FALSE,-2.24166666666667
"10","wrighdo01",2010,1.65416666666667,0.14,FALSE,-1.51416666666667
"11","magloja01",2010,-0.702777777777778,-3.3,FALSE,-2.59722222222222
"12","wadedw01",2011,6.61578947368421,8.45714285714286,FALSE,1.84135338345865
"13","chalmma01",2011,0.555714285714286,1.6952380952381,FALSE,1.13952380952381
"14","hasleud01",2011,-0.130769230769231,-0.966666666666667,FALSE,-0.835897435897436
"15","anthojo01",2011,0.176,0.747619047619048,FALSE,0.571619047619048
"16","jonesja02",2011,1.2,1.65,FALSE,0.45
"17","magloja01",2011,0.25,0.133333333333333,FALSE,-0.116666666666667
"18","jamesle01",2011,8.08354430379747,8.24761904761905,FALSE,0.16407474382158
"19","boshch01",2011,2.48441558441558,2.4952380952381,FALSE,0.0108225108225199
"20","houseed01",2011,0.635714285714286,-1,FALSE,-1.63571428571429
"21","ilgauzy01",2011,-0.223611111111111,-0.844444444444445,FALSE,-0.620833333333334
"22","howarju01",2011,-0.33859649122807,-0.163636363636364,FALSE,0.174960127591706
"23","millemi01",2011,0.280487804878049,0.305555555555556,FALSE,0.0250677506775071
"24","bibbymi01",2011,0.281818181818182,-1.075,FALSE,-1.35681818181818
"25","wadedw01",2012,6.73265306122449,5.91304347826087,TRUE,-0.81960958296362
"26","chalmma01",2012,1.390625,2.43913043478261,TRUE,1.04850543478261
"27","hasleud01",2012,-0.1921875,0.1,TRUE,0.2921875
"28","anthojo01",2012,0.65625,0.994117647058824,TRUE,0.337867647058824
"29","jonesja02",2012,0.543137254901961,0.345,TRUE,-0.198137254901961
"30","jamesle01",2012,10.0274193548387,11.1173913043478,TRUE,1.0899719495091
"31","boshch01",2012,1.97543859649123,2.93571428571429,TRUE,0.96027568922306
"32","howarju01",2012,-0.967857142857143,-0.244444444444444,TRUE,0.723412698412699
"33","millemi01",2012,0.871794871794872,1.16521739130435,TRUE,0.293422519509478
"34","coleno01",2012,-1.71538461538462,-0.442105263157895,TRUE,1.27327935222672
"35","battish01",2012,1.40307692307692,2.0695652173913,TRUE,0.66648829431438
"36","harrite01",2012,-0.945454545454546,0.225,TRUE,1.17045454545455
"37","pittmde01",2012,-0.72,-0.233333333333333,TRUE,0.486666666666667
"38","turiaro01",2012,0.530769230769231,-0.166666666666667,TRUE,-0.697435897435898
"39","wadedw01",2013,4.57101449275362,3.75,TRUE,-0.82101449275362
"40","chalmma01",2013,1.38701298701299,0.204347826086957,TRUE,-1.18266516092603
"41","hasleud01",2013,-0.470666666666667,0.572727272727273,TRUE,1.04339393939394
"42","anthojo01",2013,0.133870967741935,-0.385714285714286,TRUE,-0.519585253456221
"43","jonesja02",2013,-0.118421052631579,-0.0111111111111111,TRUE,0.107309941520468
"44","jamesle01",2013,10.6631578947368,10.6391304347826,TRUE,-0.0240274599541994
"45","boshch01",2013,2.28108108108108,2.61739130434783,TRUE,0.33631022326675
"46","millemi01",2013,1.11186440677966,1.33529411764706,TRUE,0.2234297108674
"47","coleno01",2013,-1.19875,1.21904761904762,TRUE,2.41779761904762
"48","battish01",2013,1.58055555555556,-0.0181818181818182,TRUE,-1.59873737373738
"49","allenra02",2013,1.20506329113924,1.44782608695652,TRUE,0.24276279581728
"50","lewisra02",2013,-0.125454545454545,-0.472727272727273,TRUE,-0.347272727272728
"51","anderch01",2013,0.552380952380952,2.325,TRUE,1.77261904761905
"52","wadedw01",2014,3.3537037037037,2.085,FALSE,-1.2687037037037
"53","beaslmi01",2014,0.0363636363636363,-2.77555756156289e-17,FALSE,-0.0363636363636363
"54","chalmma01",2014,1.37397260273973,0.12,FALSE,-1.25397260273973
"55","hasleud01",2014,-0.582608695652174,-0.3875,FALSE,0.195108695652174
"56","jonesja02",2014,1.275,1.02,FALSE,-0.255
"57","jamesle01",2014,8.3974025974026,9.75,FALSE,1.3525974025974
"58","boshch01",2014,1.87594936708861,2.925,FALSE,1.04905063291139
"59","coleno01",2014,-0.580487804878049,-0.515,FALSE,0.0654878048780489
"60","battish01",2014,0.827397260273973,0.00625000000000002,FALSE,-0.821147260273973
"61","allenra02",2014,0.908219178082192,1.215,FALSE,0.306780821917808
"62","lewisra02",2014,0.576666666666667,0.438888888888889,FALSE,-0.137777777777778
"63","anderch01",2014,1.3,1.15,FALSE,-0.15
"64","odengr01",2014,-0.530434782608696,0.533333333333333,FALSE,1.06376811594203
"65","douglto01",2014,0.196296296296296,0.29,FALSE,0.093703703703704
"66","wadedw01",2016,2.46351351351351,4.75,FALSE,2.28648648648649
"67","hasleud01",2016,-0.105405405405405,0.0333333333333334,FALSE,0.138738738738738
"68","dragigo01",2016,1.08888888888889,0.835714285714286,FALSE,-0.253174603174604
"69","denglu01",2016,1.88513513513514,3.69285714285714,FALSE,1.807722007722
"70","greenge01",2016,-0.485507246376812,-0.641666666666667,FALSE,-0.156159420289855
