"","x"
"1",-6.935124508519
"2",-1.62009803921569
"3",3.75150421179302
"4",3.88208020050125
"5",4.70805031446541
"6",6.83862559241706
"7",-3.45695284159613
"8",5.35357590966123
"9",0.319880952380952
"10",8.064875491481
"11",4.77990196078431
"12",3.45150421179302
"13",6.78208020050125
"14",6.50805031446541
"15",10.6386255924171
"16",10.8430471584039
"17",3.15357590966123
"18",-5.28011904761905
"19",1.064875491481
"20",4.27990196078431
"21",5.25150421179302
"22",-0.817919799498747
"23",2.80805031446541
"24",3.93862559241706
"25",2.84304715840387
"26",1.55357590966123
"27",14.319880952381
"28",6.964875491481
"29",3.37990196078431
"30",1.55150421179302
"31",5.08208020050125
"32",10.0080503144654
"33",8.93862559241706
"34",7.64304715840387
"35",6.45357590966123
"36",-1.08011904761905
"37",9.764875491481
"38",14.7799019607843
"39",5.55150421179302
"40",9.08208020050125
"41",7.50805031446541
"42",17.1386255924171
"43",15.2430471584039
"44",-1.74642409033877
"45",-0.880119047619048
"46",1.764875491481
"47",-2.42009803921569
"48",12.451504211793
"49",4.78208020050125
"50",4.00805031446541
"51",3.43862559241706
"52",2.34304715840387
"53",1.05357590966123
"54",0.719880952380952
"55",2.464875491481
"56",1.37990196078431
"57",11.551504211793
"58",8.68208020050125
"59",14.5080503144654
"60",10.2386255924171
"61",7.44304715840387
"62",6.95357590966123
"63",5.91988095238095
"64",2.664875491481
"65",10.4799019607843
"66",-2.54849578820698
"67",7.68208020050125
"68",9.60805031446541
"69",4.43862559241706
"70",6.64304715840387
"71",4.75357590966123
"72",3.61988095238095
"73",12.264875491481
"74",10.4799019607843
"75",5.75150421179302
"76",3.08208020050125
"77",6.50805031446541
"78",6.23862559241706
"79",9.54304715840387
"80",12.8535759096612
"81",4.91988095238095
"82",-0.635124508519004
"83",0.879901960784313
"84",3.95150421179302
"85",6.78208020050125
"86",-2.69194968553459
"87",-0.961374407582938
"88",11.8430471584039
"89",-2.94642409033877
"90",0.319880952380952
"91",-2.735124508519
"92",9.47990196078431
"93",-2.64849578820698
"94",8.68208020050125
"95",13.9080503144654
"96",7.13862559241706
"97",2.44304715840387
"98",2.65357590966123
"99",2.11988095238095
"100",0.964875491480996
"101",14.4799019607843
"102",12.151504211793
"103",9.28208020050125
"104",9.60805031446541
"105",11.3386255924171
"106",2.34304715840387
"107",2.85357590966123
"108",10.119880952381
"109",11.564875491481
"110",4.27990196078431
"111",9.75150421179302
"112",-2.01791979949875
"113",5.60805031446541
"114",10.7386255924171
"115",18.0430471584039
"116",15.6535759096612
"117",10.419880952381
"118",4.964875491481
"119",6.07990196078431
"120",9.75150421179302
"121",7.28208020050125
"122",13.7080503144654
"123",6.73862559241706
"124",15.8430471584039
"125",-4.84642409033877
"126",6.61988095238095
"127",1.564875491481
"128",10.5799019607843
"129",5.95150421179302
"130",4.98208020050125
"131",10.2080503144654
"132",10.6386255924171
"133",2.74304715840387
"134",7.15357590966123
"135",3.41988095238095
"136",4.464875491481
"137",6.97990196078431
"138",-2.24849578820698
"139",-1.41791979949875
"140",-0.591949685534591
"141",6.63862559241706
"142",-2.35695284159613
"143",-1.04642409033877
"144",3.01988095238095
"145",0.664875491480996
"146",2.37990196078431
"147",0.15150421179302
"148",10.9820802005013
"149",8.10805031446541
"150",3.43862559241706
"151",2.74304715840387
"152",5.55357590966123
"153",13.119880952381
"154",2.164875491481
"155",3.57990196078431
"156",0.651504211793021
"157",2.58208020050125
"158",16.1080503144654
"159",18.0386255924171
"160",15.5430471584039
"161",5.55357590966123
"162",3.61988095238095
"163",-2.335124508519
"164",0.979901960784314
"165",0.95150421179302
"166",0.982080200501253
"167",-3.49194968553459
"168",-0.661374407582938
"169",0.34304715840387
"170",13.7535759096612
"171",4.91988095238095
"172",2.764875491481
"173",1.27990196078431
"174",5.65150421179302
"175",7.78208020050125
"176",1.90805031446541
"177",-1.36137440758294
"178",13.1430471584039
"179",8.45357590966123
"180",0.519880952380952
"181",1.664875491481
"182",-1.52009803921569
"183",4.65150421179302
"184",4.78208020050125
"185",4.70805031446541
"186",2.03862559241706
"187",1.44304715840387
"188",4.35357590966123
"189",-5.08011904761905
"190",0.464875491480996
"191",3.47990196078431
"192",16.651504211793
"193",3.48208020050125
"194",4.30805031446541
"195",2.33862559241706
"196",5.14304715840387
"197",1.05357590966123
"198",4.81988095238095
"199",1.564875491481
"200",4.47990196078431
"201",7.45150421179302
"202",-1.01791979949875
"203",-0.891949685534591
"204",2.13862559241706
"205",7.84304715840387
"206",-4.44642409033877
"207",4.51988095238095
"208",-5.135124508519
"209",3.27990196078431
"210",8.45150421179302
"211",8.88208020050125
"212",10.1080503144654
"213",15.5386255924171
"214",7.74304715840387
"215",14.3535759096612
"216",1.31988095238095
"217",4.064875491481
"218",6.47990196078431
"219",5.65150421179302
"220",0.982080200501253
"221",3.70805031446541
"222",8.63862559241706
"223",-1.15695284159613
"224",11.2535759096612
"225",-0.0801190476190476
"226",4.664875491481
"227",21.0799019607843
"228",6.15150421179302
"229",-2.01791979949875
"230",8.50805031446541
"231",4.53862559241706
"232",-0.75695284159613
"233",-2.24642409033877
"234",12.119880952381
"235",4.864875491481
"236",9.47990196078431
"237",-0.14849578820698
"238",7.48208020050125
"239",17.8080503144654
"240",14.6386255924171
"241",9.64304715840387
"242",15.8535759096612
"243",7.61988095238095
"244",5.164875491481
"245",6.97990196078431
"246",5.15150421179302
"247",15.2820802005013
"248",15.4080503144654
"249",12.3386255924171
"250",-3.55695284159613
"251",7.55357590966123
"252",3.11988095238095
"253",4.364875491481
"254",9.37990196078431
"255",10.151504211793
"256",2.48208020050125
"257",8.70805031446541
"258",-3.46137440758294
"259",-1.55695284159613
"260",6.85357590966123
"261",1.31988095238095
"262",4.764875491481
"263",17.6799019607843
"264",3.45150421179302
"265",-3.51791979949875
"266",4.50805031446541
"267",-1.96137440758294
"268",1.04304715840387
"269",10.6535759096612
"270",0.519880952380952
"271",-0.235124508519004
"272",6.87990196078431
"273",4.75150421179302
"274",-0.117919799498747
"275",10.2080503144654
"276",14.9386255924171
"277",0.0430471584038694
"278",4.85357590966123
"279",6.01988095238095
"280",-3.235124508519
"281",3.47990196078431
