"","VORP","time"
"1",14.1695945945946,"post"
"2",11.4695945945946,"post"
"3",8.26959459459459,"post"
"4",-1.53040540540541,"post"
"5",9.86959459459459,"post"
"6",10.5695945945946,"post"
"7",2.56959459459459,"post"
"8",5.8695945945946,"post"
"9",4.8695945945946,"post"
"10",5.66959459459459,"post"
"11",-0.230405405405405,"post"
"12",6.26959459459459,"post"
"13",0.969594594594595,"post"
"14",3.96959459459459,"post"
"15",-8.43040540540541,"post"
"16",14.1695945945946,"post"
"17",11.4695945945946,"post"
"18",8.26959459459459,"post"
"19",-1.53040540540541,"post"
"20",9.86959459459459,"post"
"21",10.5695945945946,"post"
"22",2.56959459459459,"post"
"23",6.30060975609756,"post"
"24",2.10060975609756,"post"
"25",9.90060975609756,"post"
"26",3.80060975609756,"post"
"27",10.6006097560976,"post"
"28",12.6006097560976,"post"
"29",4.00060975609756,"post"
"30",-1.79939024390244,"post"
"31",1.00060975609756,"post"
"32",7.10060975609756,"post"
"33",4.00060975609756,"post"
"34",4.30060975609756,"post"
"35",1.20060975609756,"post"
"36",8.10060975609756,"post"
"37",4.90060975609756,"post"
"38",5.00060975609756,"post"
"39",7.30060975609756,"post"
"40",6.30060975609756,"post"
"41",2.10060975609756,"post"
"42",9.90060975609756,"post"
"43",3.80060975609756,"post"
"44",10.6006097560976,"post"
"45",7.33301886792453,"post"
"46",13.5330188679245,"post"
"47",11.8330188679245,"post"
"48",-7.16698113207547,"post"
"49",2.53301886792453,"post"
"50",7.93301886792453,"post"
"51",14.5330188679245,"post"
"52",0.133018867924528,"post"
"53",0.833018867924529,"post"
"54",13.2330188679245,"post"
"55",-2.96698113207547,"post"
"56",4.43301886792453,"post"
"57",3.13301886792453,"post"
"58",7.63301886792453,"post"
"59",-1.26698113207547,"post"
"60",11.2330188679245,"post"
"61",6.03301886792453,"post"
"62",-0.0669811320754716,"post"
"63",12.8330188679245,"post"
"64",2.63301886792453,"post"
"65",6.13301886792453,"post"
"66",8.13301886792453,"post"
"67",-5.98011049723757,"post"
"68",-2.28011049723757,"post"
"69",-3.08011049723757,"post"
"70",6.71988950276243,"post"
"71",9.71988950276243,"post"
"72",-7.98011049723757,"post"
"73",4.21988950276243,"post"
"74",1.51988950276243,"post"
"75",-2.58011049723757,"post"
"76",-1.48011049723757,"post"
"77",0.0198895027624308,"post"
"78",7.31988950276243,"post"
"79",1.51988950276243,"post"
"80",0.719889502762431,"post"
"81",4.01988950276243,"post"
"82",5.21988950276243,"post"
"83",2.91988950276243,"post"
"84",2.51988950276243,"post"
"85",3.41988950276243,"post"
"86",-5.98011049723757,"post"
"87",-2.28011049723757,"post"
"88",-3.08011049723757,"post"
"89",8.34901960784314,"post"
"90",3.84901960784314,"post"
"91",6.84901960784314,"post"
"92",10.1490196078431,"post"
"93",5.14901960784314,"post"
"94",0.549019607843137,"post"
"95",3.94901960784314,"post"
"96",3.44901960784314,"post"
"97",2.44901960784314,"post"
"98",4.14901960784314,"post"
"99",8.34901960784314,"post"
"100",3.84901960784314,"post"
"101",6.84901960784314,"post"
"102",10.1490196078431,"post"
"103",5.14901960784314,"post"
"104",0.549019607843137,"post"
"105",3.94901960784314,"post"
"106",3.44901960784314,"post"
"107",2.44901960784314,"post"
"108",4.14901960784314,"post"
"109",8.34901960784314,"post"
"110",3.84901960784314,"post"
"111",9.09320388349515,"post"
"112",12.6932038834951,"post"
"113",5.39320388349515,"post"
"114",12.1932038834951,"post"
"115",5.89320388349515,"post"
"116",-0.106796116504854,"post"
"117",4.79320388349515,"post"
"118",-0.606796116504854,"post"
"119",3.99320388349515,"post"
"120",-1.00679611650485,"post"
"121",9.09320388349515,"post"
"122",12.6932038834951,"post"
"123",5.39320388349515,"post"
"124",12.1932038834951,"post"
"125",5.89320388349515,"post"
"126",-0.106796116504854,"post"
"127",4.79320388349515,"post"
"128",-0.606796116504854,"post"
"129",3.99320388349515,"post"
"130",-1.00679611650485,"post"
"131",9.09320388349515,"post"
"132",12.6932038834951,"post"
"133",5.84775280898876,"post"
"134",17.4477528089888,"post"
"135",4.14775280898876,"post"
"136",8.34775280898876,"post"
"137",7.44775280898876,"post"
"138",-1.95224719101124,"post"
"139",4.54775280898876,"post"
"140",12.2477528089888,"post"
"141",5.74775280898876,"post"
"142",6.54775280898876,"post"
"143",13.7477528089888,"post"
"144",2.44775280898876,"post"
"145",-1.75224719101124,"post"
"146",20.3477528089888,"post"
"147",0.347752808988764,"post"
"148",6.14775280898876,"post"
"149",-1.65224719101124,"post"
"150",1.64775280898876,"post"
"151",5.84775280898876,"post"
"152",17.4477528089888,"post"
"153",4.14775280898876,"post"
"154",8.34775280898876,"post"
"155",1.47540106951872,"post"
"156",-2.12459893048128,"post"
"157",9.27540106951872,"post"
"158",8.47540106951872,"post"
"159",-3.52459893048128,"post"
"160",12.1754010695187,"post"
"161",2.97540106951872,"post"
"162",-0.424598930481283,"post"
"163",11.4754010695187,"post"
"164",-2.52459893048128,"post"
"165",5.77540106951872,"post"
"166",3.77540106951872,"post"
"167",-2.42459893048128,"post"
"168",13.5754010695187,"post"
"169",3.27540106951872,"post"
"170",-1.22459893048128,"post"
"171",10.7754010695187,"post"
"172",6.17540106951872,"post"
"173",-4.12459893048128,"post"
"174",1.47540106951872,"post"
"175",-2.12459893048128,"post"
"176",9.27540106951872,"post"
"177",8.81822660098522,"post"
"178",1.31822660098522,"post"
"179",13.1182266009852,"post"
"180",5.31822660098522,"post"
"181",7.11822660098522,"post"
"182",-0.0817733990147782,"post"
"183",7.01822660098522,"post"
"184",5.71822660098522,"post"
"185",1.71822660098522,"post"
"186",2.31822660098522,"post"
"187",16.8182266009852,"post"
"188",-0.681773399014778,"post"
"189",-1.48177339901478,"post"
"190",5.11822660098522,"post"
"191",6.61822660098522,"post"
"192",0.718226600985222,"post"
"193",1.51822660098522,"post"
"194",2.21822660098522,"post"
"195",-0.281773399014778,"post"
"196",6.71822660098522,"post"
"197",2.41822660098522,"post"
"198",8.81822660098522,"post"
"199",-6.935124508519,"reg"
"200",8.064875491481,"reg"
"201",1.064875491481,"reg"
"202",6.964875491481,"reg"
"203",9.764875491481,"reg"
"204",1.764875491481,"reg"
"205",2.464875491481,"reg"
"206",2.664875491481,"reg"
"207",12.264875491481,"reg"
"208",-0.635124508519004,"reg"
"209",-2.735124508519,"reg"
"210",0.964875491480996,"reg"
"211",11.564875491481,"reg"
"212",4.964875491481,"reg"
"213",1.564875491481,"reg"
"214",4.464875491481,"reg"
"215",0.664875491480996,"reg"
"216",2.164875491481,"reg"
"217",-2.335124508519,"reg"
"218",2.764875491481,"reg"
"219",1.664875491481,"reg"
"220",0.464875491480996,"reg"
"221",1.564875491481,"reg"
"222",-5.135124508519,"reg"
"223",4.064875491481,"reg"
"224",4.664875491481,"reg"
"225",4.864875491481,"reg"
"226",5.164875491481,"reg"
"227",4.364875491481,"reg"
"228",4.764875491481,"reg"
"229",-0.235124508519004,"reg"
"230",-3.235124508519,"reg"
"231",15.164875491481,"reg"
"232",-3.035124508519,"reg"
"233",12.564875491481,"reg"
"234",6.564875491481,"reg"
"235",-7.035124508519,"reg"
"236",3.864875491481,"reg"
"237",0.264875491480996,"reg"
"238",0.964875491480996,"reg"
"239",1.564875491481,"reg"
"240",-3.735124508519,"reg"
"241",-4.635124508519,"reg"
"242",-1.735124508519,"reg"
"243",8.564875491481,"reg"
"244",-2.335124508519,"reg"
"245",2.764875491481,"reg"
"246",2.064875491481,"reg"
"247",-1.435124508519,"reg"
"248",2.064875491481,"reg"
"249",10.364875491481,"reg"
"250",1.764875491481,"reg"
"251",-7.135124508519,"reg"
"252",2.064875491481,"reg"
"253",0.964875491480996,"reg"
"254",11.964875491481,"reg"
"255",0.464875491480996,"reg"
"256",1.864875491481,"reg"
"257",6.164875491481,"reg"
"258",3.764875491481,"reg"
"259",8.564875491481,"reg"
"260",4.264875491481,"reg"
"261",0.164875491480996,"reg"
"262",3.264875491481,"reg"
"263",-5.935124508519,"reg"
"264",0.264875491480996,"reg"
"265",0.964875491480996,"reg"
"266",-6.935124508519,"reg"
"267",1.464875491481,"reg"
"268",-6.635124508519,"reg"
"269",4.164875491481,"reg"
"270",-8.335124508519,"reg"
"271",4.964875491481,"reg"
"272",0.364875491480996,"reg"
"273",6.064875491481,"reg"
"274",-6.835124508519,"reg"
"275",-3.435124508519,"reg"
"276",2.064875491481,"reg"
"277",-0.535124508519004,"reg"
"278",-4.435124508519,"reg"
"279",1.464875491481,"reg"
"280",11.064875491481,"reg"
"281",-1.62009803921569,"reg"
"282",4.77990196078431,"reg"
"283",4.27990196078431,"reg"
"284",3.37990196078431,"reg"
"285",14.7799019607843,"reg"
"286",-2.42009803921569,"reg"
"287",1.37990196078431,"reg"
"288",10.4799019607843,"reg"
"289",10.4799019607843,"reg"
"290",0.879901960784313,"reg"
"291",9.47990196078431,"reg"
"292",14.4799019607843,"reg"
"293",4.27990196078431,"reg"
"294",6.07990196078431,"reg"
"295",10.5799019607843,"reg"
"296",6.97990196078431,"reg"
"297",2.37990196078431,"reg"
"298",3.57990196078431,"reg"
"299",0.979901960784314,"reg"
"300",1.27990196078431,"reg"
"301",-1.52009803921569,"reg"
"302",3.47990196078431,"reg"
"303",4.47990196078431,"reg"
"304",3.27990196078431,"reg"
"305",6.47990196078431,"reg"
"306",21.0799019607843,"reg"
"307",9.47990196078431,"reg"
"308",6.97990196078431,"reg"
"309",9.37990196078431,"reg"
"310",17.6799019607843,"reg"
"311",6.87990196078431,"reg"
"312",3.47990196078431,"reg"
"313",7.37990196078431,"reg"
"314",-3.02009803921569,"reg"
"315",-1.72009803921569,"reg"
"316",4.57990196078431,"reg"
"317",3.17990196078431,"reg"
"318",13.5799019607843,"reg"
"319",9.77990196078431,"reg"
"320",-4.82009803921569,"reg"
"321",10.5799019607843,"reg"
"322",-3.62009803921569,"reg"
"323",1.07990196078431,"reg"
"324",9.57990196078431,"reg"
"325",-2.82009803921569,"reg"
"326",3.17990196078431,"reg"
"327",6.97990196078431,"reg"
"328",1.57990196078431,"reg"
"329",6.27990196078431,"reg"
"330",7.27990196078431,"reg"
"331",-1.32009803921569,"reg"
"332",6.97990196078431,"reg"
"333",-0.720098039215686,"reg"
"334",-6.92009803921569,"reg"
"335",-3.32009803921569,"reg"
"336",1.27990196078431,"reg"
"337",9.27990196078431,"reg"
"338",4.87990196078431,"reg"
"339",0.279901960784314,"reg"
"340",-1.02009803921569,"reg"
"341",6.47990196078431,"reg"
"342",-1.22009803921569,"reg"
"343",4.17990196078431,"reg"
"344",5.67990196078431,"reg"
"345",4.97990196078431,"reg"
"346",0.979901960784314,"reg"
"347",-1.12009803921569,"reg"
"348",5.87990196078431,"reg"
"349",1.97990196078431,"reg"
"350",0.0799019607843137,"reg"
"351",-1.92009803921569,"reg"
"352",-5.02009803921569,"reg"
"353",6.27990196078431,"reg"
"354",1.17990196078431,"reg"
"355",1.77990196078431,"reg"
"356",7.77990196078431,"reg"
"357",10.2799019607843,"reg"
"358",11.3799019607843,"reg"
"359",7.67990196078431,"reg"
"360",-1.02009803921569,"reg"
"361",13.0799019607843,"reg"
"362",11.1799019607843,"reg"
"363",3.75150421179302,"reg"
"364",3.45150421179302,"reg"
"365",5.25150421179302,"reg"
"366",1.55150421179302,"reg"
"367",5.55150421179302,"reg"
"368",12.451504211793,"reg"
"369",11.551504211793,"reg"
"370",-2.54849578820698,"reg"
"371",5.75150421179302,"reg"
"372",3.95150421179302,"reg"
"373",-2.64849578820698,"reg"
"374",12.151504211793,"reg"
"375",9.75150421179302,"reg"
"376",9.75150421179302,"reg"
"377",5.95150421179302,"reg"
"378",-2.24849578820698,"reg"
"379",0.15150421179302,"reg"
"380",0.651504211793021,"reg"
"381",0.95150421179302,"reg"
"382",5.65150421179302,"reg"
"383",4.65150421179302,"reg"
"384",16.651504211793,"reg"
"385",7.45150421179302,"reg"
"386",8.45150421179302,"reg"
"387",5.65150421179302,"reg"
"388",6.15150421179302,"reg"
"389",-0.14849578820698,"reg"
"390",5.15150421179302,"reg"
"391",10.151504211793,"reg"
"392",3.45150421179302,"reg"
"393",4.75150421179302,"reg"
"394",15.251504211793,"reg"
"395",8.75150421179302,"reg"
"396",5.55150421179302,"reg"
"397",3.75150421179302,"reg"
"398",6.25150421179302,"reg"
"399",3.75150421179302,"reg"
"400",2.45150421179302,"reg"
"401",-3.04849578820698,"reg"
"402",13.251504211793,"reg"
"403",3.65150421179302,"reg"
"404",0.55150421179302,"reg"
"405",0.35150421179302,"reg"
"406",-0.84849578820698,"reg"
"407",-0.24849578820698,"reg"
"408",1.25150421179302,"reg"
"409",2.55150421179302,"reg"
"410",13.251504211793,"reg"
"411",6.35150421179302,"reg"
"412",8.35150421179302,"reg"
"413",2.25150421179302,"reg"
"414",1.15150421179302,"reg"
"415",4.15150421179302,"reg"
"416",8.95150421179302,"reg"
"417",6.35150421179302,"reg"
"418",5.15150421179302,"reg"
"419",10.851504211793,"reg"
"420",5.35150421179302,"reg"
"421",5.45150421179302,"reg"
"422",-0.94849578820698,"reg"
"423",4.75150421179302,"reg"
"424",-2.74849578820698,"reg"
"425",6.45150421179302,"reg"
"426",7.55150421179302,"reg"
"427",3.65150421179302,"reg"
"428",9.95150421179302,"reg"
"429",7.15150421179302,"reg"
"430",10.951504211793,"reg"
"431",1.65150421179302,"reg"
"432",7.55150421179302,"reg"
"433",7.95150421179302,"reg"
"434",3.85150421179302,"reg"
"435",-1.64849578820698,"reg"
"436",-2.54849578820698,"reg"
"437",2.15150421179302,"reg"
"438",0.0515042117930204,"reg"
"439",3.05150421179302,"reg"
"440",12.751504211793,"reg"
"441",5.55150421179302,"reg"
"442",3.25150421179302,"reg"
"443",3.35150421179302,"reg"
"444",3.15150421179302,"reg"
"445",3.88208020050125,"reg"
"446",6.78208020050125,"reg"
"447",-0.817919799498747,"reg"
"448",5.08208020050125,"reg"
"449",9.08208020050125,"reg"
"450",4.78208020050125,"reg"
"451",8.68208020050125,"reg"
"452",7.68208020050125,"reg"
"453",3.08208020050125,"reg"
"454",6.78208020050125,"reg"
"455",8.68208020050125,"reg"
"456",9.28208020050125,"reg"
"457",-2.01791979949875,"reg"
"458",7.28208020050125,"reg"
"459",4.98208020050125,"reg"
"460",-1.41791979949875,"reg"
"461",10.9820802005013,"reg"
"462",2.58208020050125,"reg"
"463",0.982080200501253,"reg"
"464",7.78208020050125,"reg"
"465",4.78208020050125,"reg"
"466",3.48208020050125,"reg"
"467",-1.01791979949875,"reg"
"468",8.88208020050125,"reg"
"469",0.982080200501253,"reg"
"470",-2.01791979949875,"reg"
"471",7.48208020050125,"reg"
"472",15.2820802005013,"reg"
"473",2.48208020050125,"reg"
"474",-3.51791979949875,"reg"
"475",-0.117919799498747,"reg"
"476",1.18208020050125,"reg"
"477",-1.61791979949875,"reg"
"478",11.5820802005013,"reg"
"479",1.18208020050125,"reg"
"480",-1.31791979949875,"reg"
"481",-4.21791979949875,"reg"
"482",6.28208020050125,"reg"
"483",7.58208020050125,"reg"
"484",8.28208020050125,"reg"
"485",5.28208020050125,"reg"
"486",3.58208020050125,"reg"
"487",4.88208020050125,"reg"
"488",8.18208020050125,"reg"
"489",-4.41791979949875,"reg"
"490",1.88208020050125,"reg"
"491",2.88208020050125,"reg"
"492",0.182080200501253,"reg"
"493",5.28208020050125,"reg"
"494",0.0820802005012531,"reg"
"495",7.38208020050125,"reg"
"496",0.482080200501253,"reg"
"497",-5.81791979949875,"reg"
"498",5.58208020050125,"reg"
"499",5.78208020050125,"reg"
"500",6.68208020050125,"reg"
"501",5.88208020050125,"reg"
"502",5.38208020050125,"reg"
"503",-0.517919799498747,"reg"
"504",5.78208020050125,"reg"
"505",2.18208020050125,"reg"
"506",0.582080200501253,"reg"
"507",-3.41791979949875,"reg"
"508",7.58208020050125,"reg"
"509",3.18208020050125,"reg"
"510",4.68208020050125,"reg"
"511",8.28208020050125,"reg"
"512",4.88208020050125,"reg"
"513",-3.41791979949875,"reg"
"514",0.582080200501253,"reg"
"515",0.182080200501253,"reg"
"516",3.08208020050125,"reg"
"517",4.48208020050125,"reg"
"518",7.58208020050125,"reg"
"519",7.88208020050125,"reg"
"520",4.38208020050125,"reg"
"521",-3.01791979949875,"reg"
"522",-3.41791979949875,"reg"
"523",4.38208020050125,"reg"
"524",4.08208020050125,"reg"
"525",-8.61791979949875,"reg"
"526",3.88208020050125,"reg"
"527",4.70805031446541,"reg"
"528",6.50805031446541,"reg"
"529",2.80805031446541,"reg"
"530",10.0080503144654,"reg"
"531",7.50805031446541,"reg"
"532",4.00805031446541,"reg"
"533",14.5080503144654,"reg"
"534",9.60805031446541,"reg"
"535",6.50805031446541,"reg"
"536",-2.69194968553459,"reg"
"537",13.9080503144654,"reg"
"538",9.60805031446541,"reg"
"539",5.60805031446541,"reg"
"540",13.7080503144654,"reg"
"541",10.2080503144654,"reg"
"542",-0.591949685534591,"reg"
"543",8.10805031446541,"reg"
"544",16.1080503144654,"reg"
"545",-3.49194968553459,"reg"
"546",1.90805031446541,"reg"
"547",4.70805031446541,"reg"
"548",4.30805031446541,"reg"
"549",-0.891949685534591,"reg"
"550",10.1080503144654,"reg"
"551",3.70805031446541,"reg"
"552",8.50805031446541,"reg"
"553",17.8080503144654,"reg"
"554",15.4080503144654,"reg"
"555",8.70805031446541,"reg"
"556",4.50805031446541,"reg"
"557",10.2080503144654,"reg"
"558",12.4080503144654,"reg"
"559",2.00805031446541,"reg"
"560",16.9080503144654,"reg"
"561",4.00805031446541,"reg"
"562",17.2080503144654,"reg"
"563",3.10805031446541,"reg"
"564",9.80805031446541,"reg"
"565",10.8080503144654,"reg"
"566",2.90805031446541,"reg"
"567",-3.69194968553459,"reg"
"568",-1.19194968553459,"reg"
"569",7.60805031446541,"reg"
"570",7.30805031446541,"reg"
"571",9.30805031446541,"reg"
"572",3.70805031446541,"reg"
"573",3.70805031446541,"reg"
"574",3.90805031446541,"reg"
"575",0.808050314465409,"reg"
"576",3.50805031446541,"reg"
"577",10.9080503144654,"reg"
"578",9.40805031446541,"reg"
"579",8.70805031446541,"reg"
"580",10.0080503144654,"reg"
"581",15.5080503144654,"reg"
"582",8.40805031446541,"reg"
"583",11.4080503144654,"reg"
"584",4.90805031446541,"reg"
"585",8.30805031446541,"reg"
"586",0.308050314465409,"reg"
"587",-0.791949685534591,"reg"
"588",-1.89194968553459,"reg"
"589",-0.791949685534591,"reg"
"590",4.80805031446541,"reg"
"591",11.3080503144654,"reg"
"592",11.6080503144654,"reg"
"593",3.50805031446541,"reg"
"594",9.00805031446541,"reg"
"595",13.1080503144654,"reg"
"596",8.40805031446541,"reg"
"597",12.0080503144654,"reg"
"598",8.90805031446541,"reg"
"599",4.70805031446541,"reg"
"600",6.50805031446541,"reg"
"601",2.80805031446541,"reg"
"602",10.0080503144654,"reg"
"603",7.50805031446541,"reg"
"604",4.00805031446541,"reg"
"605",14.5080503144654,"reg"
"606",9.60805031446541,"reg"
"607",6.50805031446541,"reg"
"608",-2.69194968553459,"reg"
"609",6.83862559241706,"reg"
"610",10.6386255924171,"reg"
"611",3.93862559241706,"reg"
"612",8.93862559241706,"reg"
"613",17.1386255924171,"reg"
"614",3.43862559241706,"reg"
"615",10.2386255924171,"reg"
"616",4.43862559241706,"reg"
"617",6.23862559241706,"reg"
"618",-0.961374407582938,"reg"
"619",7.13862559241706,"reg"
"620",11.3386255924171,"reg"
"621",10.7386255924171,"reg"
"622",6.73862559241706,"reg"
"623",10.6386255924171,"reg"
"624",6.63862559241706,"reg"
"625",3.43862559241706,"reg"
"626",18.0386255924171,"reg"
"627",-0.661374407582938,"reg"
"628",-1.36137440758294,"reg"
"629",2.03862559241706,"reg"
"630",2.33862559241706,"reg"
"631",2.13862559241706,"reg"
"632",15.5386255924171,"reg"
"633",8.63862559241706,"reg"
"634",4.53862559241706,"reg"
"635",14.6386255924171,"reg"
"636",12.3386255924171,"reg"
"637",-3.46137440758294,"reg"
"638",-1.96137440758294,"reg"
"639",14.9386255924171,"reg"
"640",3.13862559241706,"reg"
"641",14.0386255924171,"reg"
"642",8.93862559241706,"reg"
"643",5.23862559241706,"reg"
"644",4.53862559241706,"reg"
"645",12.1386255924171,"reg"
"646",1.63862559241706,"reg"
"647",14.2386255924171,"reg"
"648",6.63862559241706,"reg"
"649",4.03862559241706,"reg"
"650",8.53862559241706,"reg"
"651",10.8386255924171,"reg"
"652",2.83862559241706,"reg"
"653",7.83862559241706,"reg"
"654",10.5386255924171,"reg"
"655",0.238625592417062,"reg"
"656",7.23862559241706,"reg"
"657",3.03862559241706,"reg"
"658",5.13862559241706,"reg"
"659",4.43862559241706,"reg"
"660",8.33862559241706,"reg"
"661",-5.06137440758294,"reg"
"662",2.93862559241706,"reg"
"663",4.33862559241706,"reg"
"664",9.03862559241706,"reg"
"665",0.738625592417062,"reg"
"666",10.7386255924171,"reg"
"667",12.0386255924171,"reg"
"668",12.9386255924171,"reg"
"669",13.0386255924171,"reg"
"670",10.0386255924171,"reg"
"671",5.33862559241706,"reg"
"672",1.33862559241706,"reg"
"673",12.0386255924171,"reg"
"674",1.73862559241706,"reg"
"675",5.03862559241706,"reg"
"676",4.43862559241706,"reg"
