"","player","VORP","time","year"
"484","jordami01",9.2,"reg",1997
"485","jordami01",5.9,"reg",1997
"486","jordami01",22.2,"reg",1997
"487","jordami01",14.7,"reg",1997
"488","jordami01",4.9,"reg",1997
"489","jordami01",9.3,"reg",1997
"490","jordami01",4.2,"reg",1997
"491","jordami01",5.9,"reg",1997
"492","jordami01",11.7,"reg",1997
"493","jordami01",11.3,"reg",1997
"494","jordami01",-3,"reg",1997
"495","jordami01",11.5,"reg",1997
"496","jordami01",10.5,"reg",1997
"497","jordami01",-6.4,"reg",1997
"498","jordami01",7,"reg",1997
"499","jordami01",14,"reg",1997
"500","jordami01",4.6,"reg",1997
"501","jordami01",8.3,"reg",1997
"502","jordami01",1.2,"reg",1997
"503","jordami01",0.7,"reg",1997
"504","jordami01",2.5,"reg",1998
"505","jordami01",13.3,"reg",1998
"506","jordami01",10.1,"reg",1998
"507","jordami01",-1.1,"reg",1998
"508","jordami01",8.2,"reg",1998
"509","jordami01",10.2,"reg",1998
"510","jordami01",5.3,"reg",1998
"511","jordami01",-0.3,"reg",1998
"512","jordami01",3.8,"reg",1998
"513","jordami01",0.2,"reg",1998
"514","jordami01",9,"reg",1998
"515","jordami01",10,"reg",1998
"516","jordami01",9.6,"reg",1998
"517","jordami01",6.9,"reg",1998
"518","jordami01",23.4,"reg",1998
"519","jordami01",8.2,"reg",1998
"520","jordami01",15.3,"reg",1998
"521","jordami01",6.2,"reg",1998
"522","jordami01",6.4,"reg",1998
"523","jordami01",9.6,"reg",1998
"524","jordami01",7.7,"reg",1998
"525","jordami01",17.6,"reg",1998
"526","jordami01",10.4,"reg",1998
"527","jordami01",-0.3,"reg",1998
"528","jordami01",9.1,"reg",1998
"529","jordami01",4.8,"reg",1998
"530","jordami01",5.5,"reg",1998
"531","jordami01",5.3,"reg",1998
"532","jordami01",5.3,"reg",1998
"533","jordami01",2.6,"reg",1998
"534","jordami01",6.5,"reg",1998
"535","jordami01",9.8,"reg",1998
"536","jordami01",-0.5,"reg",1998
"537","jordami01",3.3,"reg",1998
"538","jordami01",3.3,"reg",1998
"539","jordami01",3.8,"reg",1998
"540","jordami01",21.5,"reg",1998
"541","jordami01",8.2,"reg",1998
"542","jordami01",19,"reg",1998
"543","jordami01",2.2,"reg",1998
"544","jordami01",11.1,"reg",1998
"545","jordami01",7.3,"reg",1998
"546","jordami01",11.1,"reg",1998
"547","jordami01",1.5,"reg",1998
"548","jordami01",6.6,"reg",1998
"549","jordami01",10.3,"reg",1998
