"","x"
"1",14.1695945945946
"2",6.30060975609756
"3",7.33301886792453
"4",-5.98011049723757
"5",8.34901960784314
"6",9.09320388349515
"7",5.84775280898876
"8",1.47540106951872
"9",8.81822660098522
"10",11.4695945945946
"11",2.10060975609756
"12",13.5330188679245
"13",-2.28011049723757
"14",3.84901960784314
"15",12.6932038834951
"16",17.4477528089888
"17",-2.12459893048128
"18",1.31822660098522
"19",8.26959459459459
"20",9.90060975609756
"21",11.8330188679245
"22",-3.08011049723757
"23",6.84901960784314
"24",5.39320388349515
"25",4.14775280898876
"26",9.27540106951872
"27",13.1182266009852
"28",-1.53040540540541
"29",3.80060975609756
"30",-7.16698113207547
"31",6.71988950276243
"32",10.1490196078431
"33",12.1932038834951
"34",8.34775280898876
"35",8.47540106951872
"36",5.31822660098522
"37",9.86959459459459
"38",10.6006097560976
"39",2.53301886792453
"40",9.71988950276243
"41",5.14901960784314
"42",5.89320388349515
"43",7.44775280898876
"44",-3.52459893048128
"45",7.11822660098522
"46",10.5695945945946
"47",12.6006097560976
"48",7.93301886792453
"49",-7.98011049723757
"50",0.549019607843137
"51",-0.106796116504854
"52",-1.95224719101124
"53",12.1754010695187
"54",-0.0817733990147782
"55",2.56959459459459
"56",4.00060975609756
"57",14.5330188679245
"58",4.21988950276243
"59",3.94901960784314
"60",4.79320388349515
"61",4.54775280898876
"62",2.97540106951872
"63",7.01822660098522
"64",5.8695945945946
"65",-1.79939024390244
"66",0.133018867924528
"67",1.51988950276243
"68",3.44901960784314
"69",-0.606796116504854
"70",12.2477528089888
"71",-0.424598930481283
"72",5.71822660098522
"73",4.8695945945946
"74",1.00060975609756
"75",0.833018867924529
"76",-2.58011049723757
"77",2.44901960784314
"78",3.99320388349515
"79",5.74775280898876
"80",11.4754010695187
"81",1.71822660098522
"82",5.66959459459459
"83",7.10060975609756
"84",13.2330188679245
"85",-1.48011049723757
"86",4.14901960784314
"87",-1.00679611650485
"88",6.54775280898876
"89",-2.52459893048128
"90",2.31822660098522
"91",-0.230405405405405
"92",4.00060975609756
"93",-2.96698113207547
"94",0.0198895027624308
"95",8.34901960784314
"96",9.09320388349515
"97",13.7477528089888
"98",5.77540106951872
"99",16.8182266009852
"100",6.26959459459459
"101",4.30060975609756
"102",4.43301886792453
"103",7.31988950276243
"104",3.84901960784314
"105",12.6932038834951
"106",2.44775280898876
"107",3.77540106951872
"108",-0.681773399014778
"109",0.969594594594595
"110",1.20060975609756
"111",3.13301886792453
"112",1.51988950276243
"113",6.84901960784314
"114",5.39320388349515
"115",-1.75224719101124
"116",-2.42459893048128
"117",-1.48177339901478
"118",3.96959459459459
"119",8.10060975609756
"120",7.63301886792453
"121",0.719889502762431
"122",10.1490196078431
"123",12.1932038834951
"124",20.3477528089888
"125",13.5754010695187
"126",5.11822660098522
"127",-8.43040540540541
"128",4.90060975609756
"129",-1.26698113207547
"130",4.01988950276243
"131",5.14901960784314
"132",5.89320388349515
"133",0.347752808988764
"134",3.27540106951872
"135",6.61822660098522
"136",14.1695945945946
"137",5.00060975609756
"138",11.2330188679245
"139",5.21988950276243
"140",0.549019607843137
"141",-0.106796116504854
"142",6.14775280898876
"143",-1.22459893048128
"144",0.718226600985222
"145",11.4695945945946
"146",7.30060975609756
"147",6.03301886792453
"148",2.91988950276243
"149",3.94901960784314
"150",4.79320388349515
"151",-1.65224719101124
"152",10.7754010695187
"153",1.51822660098522
"154",8.26959459459459
"155",6.30060975609756
"156",-0.0669811320754716
"157",2.51988950276243
"158",3.44901960784314
"159",-0.606796116504854
"160",1.64775280898876
"161",6.17540106951872
"162",2.21822660098522
"163",-1.53040540540541
"164",2.10060975609756
"165",12.8330188679245
"166",3.41988950276243
"167",2.44901960784314
"168",3.99320388349515
"169",5.84775280898876
"170",-4.12459893048128
"171",-0.281773399014778
"172",9.86959459459459
"173",9.90060975609756
"174",2.63301886792453
"175",-5.98011049723757
"176",4.14901960784314
"177",-1.00679611650485
"178",17.4477528089888
"179",1.47540106951872
"180",6.71822660098522
"181",10.5695945945946
"182",3.80060975609756
"183",6.13301886792453
"184",-2.28011049723757
"185",8.34901960784314
"186",9.09320388349515
"187",4.14775280898876
"188",-2.12459893048128
"189",2.41822660098522
"190",2.56959459459459
"191",10.6006097560976
"192",8.13301886792453
"193",-3.08011049723757
"194",3.84901960784314
"195",12.6932038834951
"196",8.34775280898876
"197",9.27540106951872
"198",8.81822660098522
