player,reg,post
johnsmi01,0.47333333333333333,-0.8
bratzmi01,-0.38,-1.1
wilsoot01,0.3426470588235294,NA
burttst01,-0.4231884057971015,-1.4249999999999998
aleksch01,-0.9105263157894736,NA
thibepe01,-0.47916666666666663,NA
plummga01,-1.1510869565217392,NA
connele01,1.3069069069069068,2.8000000000000003
wilkido01,4.18500823723229,5.3130434782608695
johnsed02,0.10119047619047622,0.9428571428571428
riverdo01,2.5943327239488116,3.764102564102564
willisl01,0.5100000000000001,NA
rollitr01,0.36540284360189573,0.7405405405405405
carran01,0.4083946980854197,0.1842105263157895
levincl01,0.6485645933014355,-0.095
brownri01,-0.6545454545454545,NA
glennmi01,0.7019607843137255,-0.42
eavesje01,-1.9666666666666668,NA
willike02,0.05239234449760767,0.24583333333333332
rautile01,0.55,NA
davisjo01,1.0626666666666666,0.10000000000000002
cookje01,-0.3074626865671642,-0.625
freewo01,1.7416666666666667,4.2
turpime01,0.3916201117318436,0.15000000000000002
hubbaph01,0.08214285714285713,1.5250000000000001
anderro01,0.20902612826603326,-0.30769230769230765
poquebe01,0.2906542056074766,-1.6500000000000001
baglejo01,0.5826229508196722,-0.06000000000000012
russeca02,-3.2,NA
smithro01,-0.45,NA
blackro01,1.618683651804671,1.6666666666666667
vinceja01,-0.25901639344262295,-0.4533333333333334
aguirma01,1.6821029082774048,2.825531914893617
perkisa01,1.9019836639439907,2.9034482758620688
harpede01,2.2543905635648755,3.8476190476190477
davisbr01,0.5287066246056782,0.6588235294117647
nimphku01,-0.07528735632183908,-0.85
ellisda01,1.5979591836734695,0.540625
carteho01,-1.8,NA
nattca01,2.08,2.646153846153846
englial01,2.515916955017301,4.05
leverfa01,3.5407407407407407,4.268421052631579
dunntr01,0.698237885462555,0.5692307692307692
coopewa01,0.15174825174825177,0.26774193548387093
isselda01,1.0256410256410258,0.25
hanzlbi01,0.30228310502283107,-0.26190476190476186
turneel01,0.11474358974358974,1.5
evansmi01,0.29602649006622517,0.5950000000000001
thomaji01,0.4355555555555556,NA
brownto01,-0.30394088669950736,-0.6375
willihe01,0.39563758389261744,0.45806451612903226
stipast01,2.080864197530864,1.5500000000000003
sichtje01,0.1757396449704142,-0.028000000000000018
flemive01,1.2982428115015974,1.2
waitegr01,-0.5133333333333333,-0.12857142857142856
durrade01,-0.1310344827586207,NA
garnebi02,-0.007142857142857141,NA
grayst01,-0.3528497409326425,-1.55
johnsed03,0.6238689547581904,0.6697674418604651
theusre01,1.3609929078014185,-2.5999999999999996
thompla01,0.08779174147217235,0.38000000000000006
drewla01,0.06635514018691589,0.44285714285714284
thorpot01,1.3374262101534828,2.110526315789474
olberma01,0.704201680672269,-4.3
busedo01,0.528125,NA
meriwjo01,-0.028205128205128206,NA
knighbi01,-0.31875000000000003,-1.75
woodsmi01,0.6814655172413793,0.8999999999999999
suttlda01,-1.9,NA
moncrsi01,3.0901554404145077,3.1625
cummite01,1.1484304932735425,1.6660714285714284
listeal01,0.25357142857142856,0.7259259259259259
breuera01,0.36021798365122615,0.7391304347826088
dunlemi01,1.0538461538461539,NA
presspa01,2.720679012345679,3.2800000000000002
hodgecr01,0.6809836065573771,0.8423076923076923
mokespa01,-0.4635,0.05600000000000003
fieldke01,-0.16774193548387098,0.4166666666666667
greveke01,0.007500000000000003,0.95
romarlo01,-1.78,NA
michela01,0.6620689655172414,-1.0333333333333334
kingbe01,2.171698113207547,-0.10000000000000002
sparrro01,-0.11132075471698112,-1.475
orrlo01,0.33174603174603173,NA
cartebu01,0.4594594594594595,NA
wilkied01,-1.0550561797752809,0.07142857142857141
tucketr01,0.9128851540616246,1.0695652173913044
bannike01,-1.10390625,NA
walkeda01,1.598936170212766,0.04615384615384612
baileja01,-0.9575221238938053,NA
grunfer01,0.6662162162162162,NA
cummipa01,-0.36933333333333335,0
mitchmi01,-0.2897058823529412,0.6428571428571428
gervige01,0.5947368421052631,-0.6999999999999997
gilmoar01,1.2219354838709677,0.42
moorejo01,1.815,1.7714285714285716
banksge01,1.4081081081081082,-2.55
paxsojo01,0.2265033407572383,0.7622950819672131
jonesoz01,0.39487179487179486,-0.9999999999999999
jonesed01,0.432,1.1500000000000001
roberfr01,0.23780991735537188,-0.16666666666666669
roberal01,2.884344422700587,5.3
drewjo01,0.63,NA
griffda01,0.8013452914798206,3.408333333333333
greenri01,0.9156462585034014,1.1736842105263157
wilkije01,-0.5594936708860759,0.6199999999999999
paultbi01,-0.6129032258064516,NA
eatonma01,1.1842592592592593,2.0875
kelleri01,-0.06333333333333334,-0.725
stockjo01,6.417711771177117,6.468085106382978
anderjj01,-0.2409090909090909,NA
hansebo01,-0.14192439862542955,1.14
nattke01,-0.22500000000000003,NA
bryanwa01,0.4205128205128206,-0.8
thirdda01,-0.9428571428571428,-0.31
mccraro01,1.78472553699284,3.092
lloydle01,1.4666666666666668,2.6538461538461537
lucasjo01,2.1338983050847458,1.7538461538461538
sampsra01,0.9368715083798883,3.689473684210526
peterji01,-0.27735849056603773,-0.18260869565217394
olajuha01,5.438985148514852,7.763013698630137
reidro01,-0.40341880341880343,-0.22727272727272732
fordph01,0.38461538461538464,NA
wiggimi01,-0.03999999999999999,-0.11999999999999995
mcdowha01,0.00857142857142856,-0.48571428571428577
ehlocr01,1.3725396825396825,2.176923076923077
hollili01,0.71,-2.466666666666667
scottby01,1.6858356940509915,1.9
johnsma02,7.385197368421053,8.675
abdulka01,2.85,2.347058823529412
mcgeemi01,0.7530386740331492,-0.18695652173913044
worthja01,2.403658536585366,4.577941176470588
wilkeja01,-1.2517241379310344,NA
rambiku01,0.7361751152073732,0.8387755102040816
mcadobo01,0.29333333333333333,0.5428571428571429
kupchmi01,-0.4152542372881356,-0.13076923076923078
coopemi01,1.7251063829787234,2.675
sprigla01,-0.05762711864406779,-0.1
nevitch01,-0.3666666666666667,-0.15
nancela01,4.377598152424942,4.866666666666666
edwarja01,-0.3775055679287305,0.6177777777777778
holtomi01,-0.2304878048780488,-1.25
scottal01,0.21538461538461537,-2.7
humphja01,1.117533718689788,2.2888888888888888
adamsal01,1.5519736842105263,3.4
pittmch01,-0.34328358208955223,-3.9
fostero01,-0.8625,2
robeyri01,-1.48,NA
sandemi01,0.003636363636363636,0.6818181818181819
thompmy01,0.2180505415162455,0.22127659574468084
paxsoji02,0.5830845771144278,0.3631578947368421
vandeki01,1.0978260869565217,1.3333333333333333
drexlcl01,5.716180758017493,8.035211267605634
valenda01,0.825462962962963,1.3714285714285714
bowiesa01,1.0438642297650131,-0.2076923076923077
coltest01,0.716376306620209,0.92
kerseje01,1.4461240310077519,3.016923076923077
thompbe01,0.05700000000000001,NA
carrke01,-0.18732394366197183,0.2666666666666668
norriau01,-0.26153846153846155,-0.049999999999999996
schefto01,-0.4105263157894737,-1.4
brewero01,-0.23939393939393938,-3.6
willigu01,2.3692307692307693,3.8249999999999997
rulanje01,1.7491525423728813,4.233333333333333
mahorri01,0.031261770244821095,-0.3521739130434783
ballagr01,0.5737704918032787,1.7999999999999998
johnsfr01,0.05546874999999999,-0.27826086956521745
bradldu01,1.1128205128205129,0.57
robincl01,0.7226027397260274,1.0125
dayeda01,0.8674603174603175,-0.19999999999999996
mcmilto01,-0.8112903225806452,-1.3
sewelto01,-0.8,NA
davisch02,-0.43103448275862066,-1.018181818181818
willigu02,-0.24615384615384617,NA
mchalke01,2.916195372750643,4.879661016949153
birdla01,7.755636363636364,8.19433962264151
parisro01,1.4803724928366762,2.9285714285714284
johnsde01,1.1842794759825328,2.5872340425531917
bucknqu01,-0.024528301886792444,-0.2222222222222222
carliri01,-0.49302325581395345,0.2111111111111111
wedmasc01,0.5756410256410257,1.3105263157894738
carrml01,0.42105263157894735,-0.9666666666666667
maxwece01,0.5592857142857143,1.2705882352941176
stanste01,-0.4705263157894737,NA
russewa01,-0.056756756756756725,-0.32
kopicjo01,0.0956521739130435,0.25
schayda01,0.07294520547945206,1.4148148148148147
whitewi01,-0.3289473684210526,0.2
nixonno01,1.175,NA
smithde02,0.6506493506493507,0.14285714285714285
waltobi01,2.3337662337662337,1.1166666666666667
johnsma01,1.0530120481927712,NA
whitero01,-0.7929203539823009,NA
donalja01,0.8779792746113989,2.005
bridgju01,0.16818181818181818,NA
gordola01,-0.9223300970873787,NA
cagemi01,0.98225,0.2074074074074074
macyky01,0.6054054054054054,-1.975
jonesch02,0.696,-0.1
aingeda01,2.1104631217838765,1.6752941176470588
clarkca01,0.08181818181818183,1.9
kitegr01,-0.7507246376811594,0.1307692307692308
hinsoro01,0.8108490566037736,2.225
baileth01,0.5211786372007366,0.8241379310344827
slubyto01,0.03076923076923073,NA
sittoch01,-0.33157894736842103,NA
verhope01,-0.7186440677966102,NA
warribr01,-0.3673469387755102,NA
murphja01,-0.6799999999999999,NA
thomppa01,0.31315789473684214,0
catchha01,-0.171875,NA
jonesea01,-0.7777777777777778,NA
kingal01,-0.6473684210526316,3.8000000000000003
richacl01,0.06386554621848738,0.47500000000000003
willisa02,-0.6115384615384615,-3.1
lucasma01,0.1795774647887324,0.4055555555555555
malonje01,0.3644760213143872,1.9181818181818182
westma01,0.14087193460490463,0.4617021276595744
dantlad01,2.699056603773585,3.612
teaglte01,-0.028253968253968257,-0.2652173913043478
kellocl01,2.9333333333333336,NA
cavenro01,-0.846875,NA
mcnamma01,-0.5258064516129032,-0.8666666666666666
hastisc01,-0.22466666666666668,0.03999999999999999
kingre01,-0.5035714285714286,NA
jonesma01,-0.164,NA
greenda01,-0.12903225806451615,0.1333333333333334
schwejo01,-0.8461538461538461,NA
hustoge01,0.2450980392156863,NA
steppbr01,0.4844827586206897,-3.6
longjo01,0.2675,0.2333333333333333
lestero01,-0.53,-0.5
sheltlo01,-0.7851063829787234,2.15
mckenke01,0.6351351351351351,NA
leaveal01,0.8496815286624204,1.331578947368421
popeda01,-0.865,NA
wittmra01,0.25789473684210523,1.8647058823529412
johnsge03,-0.7357142857142858,-0.15000000000000002
mannipa01,-0.0225,-0.5750000000000001
englech01,-0.6325581395348837,0.1
willike01,-0.17627118644067796,1.48
piercri01,1.693760539629005,1.9122448979591837
grangst01,-1.5833333333333333,NA
gravebu01,0.5,NA
daviswa03,1.5258865248226952,-1.2777777777777777
crissch01,2.1,NA
willira01,-0.049999999999999996,0.4900000000000001
jonesch01,0.38597938144329896,-0.43157894736842106
nealyed01,0.12540983606557377,-0.6266666666666666
collido02,7.92396902062263e-17,NA
edwarfr01,-0.503448275862069,NA
wilkida01,-0.9,NA
hayesst01,-0.6051282051282051,1
kelsegr01,-1.55,NA
edelike01,-0.75,NA
coopejo01,-1,NA
towneli01,-4.6,NA
walkean02,2.3106976744186047,2.2878787878787876
knightr01,-0.18546511627906975,-0.625
barroda01,2.0603503184713374,1.3846153846153846
mercero01,-0.5143939393939394,0.33999999999999997
bowenbr01,-0.10526315789473685,1.3338028169014085
mccarwa01,-0.3979020979020979,0.9458333333333333
brownde01,1.9490445859872612,2.9066666666666663
billuch01,0.4731707317073171,4.876
declean01,-0.5267857142857143,-1.8666666666666667
thomajo02,-0.33333333333333337,-1.15
ellispe01,0.9303341902313624,0.5499999999999999
wesleda01,1.5780246913580247,1.272
ricegl01,2.4206744868035193,2.242857142857143
masonan01,2.1691525423728812,1.40625
curryde01,1.5788828337874659,1.2
geigema01,0.22340425531914893,0.4800000000000001
divacvl01,2.6520061728395063,3.4
delkto01,0.5135294117647059,1.3615384615384616
reidjr01,-0.3504835589941973,-0.3521739130434783
farmeto01,0.6625,NA
stithbr01,0.6635294117647059,4.866666666666667
jacksbo01,0.9817567567567568,2.6517241379310343
willier01,-0.46844444444444444,0.43076923076923085
garrede01,0.464,0.9833333333333334
battito01,-0.20152671755725193,-0.09642857142857145
newmajo01,0.1968586387434555,1.8666666666666667
fortsda01,-0.18761061946902655,-1.1666666666666667
goldwan01,-0.3360294117647059,NA
wolfjo01,-0.8129186602870814,-1.0142857142857142
laudepr01,-1.3,-0.55
hunteli01,0.9883777239709443,0.21842105263157896
hillgr01,5.710591900311527,3.56875
longgr01,1.3333333333333333,-0.1894736842105263
sealyma01,0.17733333333333334,-1.35
delebi01,0.6428985507246376,-0.2789473684210526
ratlith01,1.4372,0.7913043478260869
mckieaa01,1.1605263157894736,1.7361111111111112
dumarjo01,2.0895627644569816,2.8142857142857145
willije01,1.1066666666666667,1.4363636363636363
reiddo01,0.09295154185022025,-0.1571428571428571
pollasc01,0.3035398230088496,0.025925925925925936
eliema01,1.3939929328621907,1.039655172413793
malonma01,0.4535483870967742,-1.7545454545454546
pricebr01,0.5040880503144655,-0.15000000000000013
rhodero01,-2.476470588235294,2.1
bullama01,0.46268980477223426,1.3266666666666667
horryro01,2.0493697478991595,3.1
jonesed02,3.995223880597015,4.3475
bryanko01,3.134920634920635,6.43125
rooksse01,-0.2956521739130435,-0.7833333333333334
vanexni01,1.6847575057736721,1.7153846153846155
foxri01,1.188695652173913,0.7982456140350876
blounco01,-0.11148459383753502,0.2058823529411765
fishede01,0.30282485875706217,1.1225563909774436
barryjo01,0.8024875621890547,1.1741935483870967
hardati01,4.215087719298245,3.11
mashbja01,1.0472891566265061,2.325925925925926
lenarvo01,1.400502512562814,3.525
brownpj01,1.2002217294900221,1.669090909090909
millste01,0.739572192513369,0.3571428571428572
austiis01,-0.23925925925925925,0.92
stricma01,0.224,0.9857142857142857
majerda01,2.930734632683658,2.8720588235294118
murdoer01,2.1300225733634313,1.525
askinke01,0.34502487562189055,0.5538461538461539
parksch02,-0.3356,-0.9750000000000001
garneke01,4.4852233676975946,6.588571428571429
marbust01,2.417616580310881,-0.43749999999999994
guglito01,2.098949579831933,0.76
carrch01,-0.3806282722513089,2.6999999999999997
portete01,2.7750617283950616,4.0875
mitchsa01,-0.25557163531114324,-1.123076923076923
roberst01,-0.4492063492063492,-2.2333333333333334
jordare01,0.478688524590164,1.25
wheatde01,-0.09249999999999999,NA
willija01,-0.41878172588832485,1.3
cassesa01,1.896103896103896,1.38955223880597
gillke01,1.8192307692307692,0.8307692307692309
edwarke01,0.5644495412844036,0.5333333333333333
gatlich01,0.4874517374517375,-0.48
douglsh01,1.0336823734729494,-0.5625
harrilu01,0.5047979797979798,1.5444444444444445
benoida01,0.0186046511627907,0.6133333333333334
dareyi01,-1.3766666666666667,NA
hardaan01,4.772598870056497,7.690909090909091
seikaro01,0.2878095238095238,0.9400000000000001
grantho01,2.8010840108401083,3.9022988505747125
outlabo01,1.8909975669099757,0.7
armstda01,2.4454545454545453,2.3260869565217392
anderni01,2.7724957555178267,4.0200000000000005
wilkige01,0.5817275747508306,1.2961538461538462
pricema01,4.015414258188825,3.7695652173913046
evansbr01,0.33877551020408164,0
jacksji01,0.8192660550458716,2.008695652173913
colemde01,2.924435318275154,6.0588235294117645
weathcl01,1.0651515151515152,-0.9
overtdo01,-0.45663716814159294,NA
stackje01,1.659363957597173,0.745945945945946
davisma02,-0.2967741935483871,NA
waltere01,0.12355212355212356,0.8500000000000001
willisc01,-0.10884955752212389,0.35306122448979593
thomati01,0.7232258064516129,2.9814814814814814
kiddja01,3.3727793696275072,6.279220779220779
johnske02,4.29078947368421,4.918867924528302
chapmre01,0.643157894736842,-0.3999999999999999
robincl02,2.270721357850071,0.5902777777777778
mcdyean01,1.0185185185185186,1.919607843137255
mannida01,2.055,2.5300000000000002
nashst01,1.1358381502890174,4.448333333333333
williho01,2.0424960505529226,1.8821428571428571
grantbr01,0.8174193548387096,0.20322580645161292
augmost01,1.233922261484099,0.37027027027027026
wallara01,2.1894736842105265,3.328888888888889
crottjo01,0.27207207207207207,0.6421052631578947
sabonar01,3.4766129032258064,4.4125000000000005
anderke01,2.624236641221374,0.8111111111111111
catoke01,0.7741379310344828,1.490909090909091
higgise01,-0.9005025125628141,-1.4
askewvi01,0.8527522935779817,-0.09090909090909086
onealje01,0.5801242236024845,1.2285714285714286
abdursh01,1.9968036529680366,-3
reevebr01,-1.0804878048780489,NA
maybele01,-0.3076923076923077,NA
peelean01,0.5016203703703703,1.8269230769230769
daniean01,0.6993006993006993,2.395
lynchge01,0.8077127659574468,1.659375
edwarbl01,0.4142857142857143,1.2
chilcpe01,-0.029087048832271766,-0.5625
newbiiv01,-0.5894736842105263,0
blaylmo01,3.912288786482335,4.934615384615385
smithst01,2.4998130841121493,3.5871794871794873
mutomdi01,2.9471074380165287,4.308163265306122
corbity01,0.9144,1.802439024390244
laettch01,1.9195959595959595,1.7666666666666666
hendeal01,-0.22610619469026547,0.07058823529411762
grayed01,-0.8285714285714285,1.45
brownch01,-0.12368972746331236,0.05789473684210528
whitedo01,-0.28965517241379307,NA
harpero01,2.342698191933241,3.57
caffeja01,-0.7189300411522633,-0.37894736842105264
longllu01,-0.2374439461883408,0.35434782608695653
brownra02,0.05346938775510203,0.06296296296296297
rodmade01,2.0701726844583987,0.6228260869565218
kukocto01,3.19119804400978,2.8333333333333335
burresc01,1.0389705882352942,0.2416666666666666
kerrst01,1.304753820033956,0.9515625
wennibi01,-0.3231237322515213,-0.4
buechju01,0.48148893360160966,0.5945945945945946
kleinjo01,-0.5929098966026588,0.13333333333333333
millere01,4.274454428754814,5.988405797101449
davisda01,1.5324607329842932,1.0529411764705883
smitsri01,1.0011290322580646,2.0098039215686274
mullich01,3.6080669710806696,1.3499999999999999
jacksma01,2.7718709677419353,3.269230769230769
besttr01,0.8560606060606061,0.7393939393939394
davisan01,0.5641148325358851,1.425
hoibefr01,0.8704697986577181,2.0785714285714287
roseja01,1.1227777777777779,2.5064516129032257
barrybr01,1.9044,1.4790697674418605
vaughlo01,0.3855098389982111,0.9166666666666666
rogerro01,0.9768707482993197,1.1894736842105262
martida01,-0.21541353383458647,-0.5583333333333333
vrankst01,-0.21339285714285713,1.7
wrighlo02,-0.5678756476683938,1.6428571428571428
robinja02,-0.02196721311475409,2.433333333333333
murrala01,0.2243169398907104,-0.6833333333333333
tayloma01,-1.1424,-0.8
richapo01,1.4968379446640316,0.5333333333333333
closske01,0.2698412698412698,NA
johnser02,0.40614250614250613,1.2210526315789474
brandte01,3.1429078014184397,3.375
robingl01,1.6538461538461537,2.17
allenra02,3.3467889908256883,3.1224719101123597
hillty01,0.24169741697416974,-0.8315789473684211
currymi01,-0.404089219330855,0.48333333333333334
gilliar01,1.026193921852388,-0.06249999999999997
perryel01,0.6320293398533008,0.325
breauti01,-0.768,NA
westdo01,-0.5562383612662942,3.3
delnevi01,0.9507299270072993,1.1884615384615385
elliose01,1.7109375,1.9069767441860466
johnsav01,1.2248511904761905,2.6177777777777775
robinda01,7.825625,6.308064516129032
duncati01,5.9436708860759495,6.765625
perduwi01,-0.10581196581196581,0.09473684210526316
herreca01,-0.5329145728643216,-0.6761904761904762
jacksja01,0.2653136531365314,-0.03750000000000003
alexaco01,0.11957671957671959,-0.125
willimo01,-0.10576131687242799,-0.9
rosema01,-6.097560975609719e-4,0.39
paytoga01,4.195380029806259,3.330379746835443
hawkihe01,2.807670850767085,5.534285714285715
bakervi01,1.0581291759465479,2.025
schrede01,2.7570332480818416,1.5178571428571428
anthogr01,1.6370503597122303,0.8547169811320755
mcilvji01,0.07894736842105264,0.3142857142857142
ostergr01,0.5015325670498084,1.2043478260869565
eisleho01,-0.13466257668711656,0.8391304347826087
malonka01,6.089155251141553,5.3821782178217825
hornaje01,3.4365562913907284,4.124657534246575
andersh01,0.5024154589371981,0.6527777777777778
keefead01,0.19472573839662446,0.48823529411764705
russebr01,1.2394014962593516,3.639622641509434
vaughja01,-0.47878787878787876,-0.5526315789473684
fostegr01,-0.7971175166297118,-0.2972972972972973
hudsotr01,-0.3254716981132076,0.17142857142857165
morrich01,1.7139575971731449,2.3114285714285714
masseto01,-1.0095092024539878,-0.6888888888888889
webbech01,4.730699088145896,4.33421052631579
howarju01,0.43524355300859596,0.14347826086956522
stricro02,3.3797235023041474,3.4521739130434783
cheanca01,-0.140053050397878,-0.03333333333333336
murratr01,0.7471783295711061,1.766666666666667
willilo01,-0.14912280701754388,NA
hamda01,-0.2545454545454545,-0.23703703703703705
grantha01,0.7927487352445194,0.18750000000000006
whitnch01,0.41506849315068495,-0.4499999999999999
jonesdo01,-0.7,NA
ewingpa01,3.788466413181242,4.36969696969697
johnsla02,2.618458781362007,2.5242424242424244
houstal01,1.1683516483516483,2.82
oaklech01,1.2326169405815424,2.7529411764705882
childch01,0.739375,1.461764705882353
starkjo01,2.1130645161290325,3.8208333333333333
wardch01,1.6443223443223443,2.835294117647059
millsch01,1.0069053708439897,2.8000000000000003
dudlech02,-0.3060200668896321,-0.057142857142857106
richmmi01,2.8333830104321907,3.1
smithmi02,0.8558730158730159,0.8999999999999999
owensbi01,1.1977225672877847,0.7799999999999999
polynol01,-0.007869742198100414,0.07222222222222223
fundela01,0.48,0.05
willico02,-0.24015444015444018,0.1382352941176471
hurlebo01,-1.1199095022624435,-0.2
johnsan02,-0.23577235772357724,1.064
stewami01,-0.4666666666666667,-0.9
abdulma02,0.7484848484848484,-2.4833333333333334
deherte01,-0.10240240240240239,-0.2
grimmde01,-0.42500000000000004,NA
dayto01,0.5363414634146342,0.42500000000000004
anderde01,2.3781954887218046,0.5700000000000001
persowe01,1.2609065155807366,2.4
kempsh01,2.1340298507462685,3.83953488372093
ilgauzy01,0.9129032258064517,1.18
surabo01,0.681203007518797,-0.48571428571428577
knighbr01,1.896268656716418,-0.36666666666666675
potapvi01,-1.042325581395349,-0.8428571428571427
ferryda01,0.5368760064412238,0.2363636363636364
hendece02,0.005970149253731332,0.19999999999999973
butlemi02,-0.3608058608058608,NA
finlemi01,2.0936241610738255,2.056923076923077
greenac01,1.1040697674418605,1.0447058823529412
bradlsh01,0.6262376237623762,-0.25999999999999995
scottde01,1.5844863731656185,0.5125
reevekh01,0.34514563106796114,NA
davishu01,0.6640271493212669,-0.24347826086956523
ollieke01,-0.2702127659574468,0.7391304347826086
thomaku01,0.16650943396226417,0.718
walkesa01,-0.3187919463087248,0.2653846153846154
washier01,-0.7288461538461538,NA
feickja01,-0.4729166666666667,NA
nordgje01,-0.54,NA
honeyje01,-0.49230769230769234,-0.6
myerspe01,-0.14814814814814814,1.0833333333333333
cebalce01,1.5428270042194092,1.9166666666666667
bryanma01,-0.352622061482821,-0.9083333333333333
mccloge01,0.7875,1.7399999999999998
llamaho01,0.14545454545454545,NA
rideris01,0.45644768856447687,2.4454545454545453
willial02,0.52,-0.7625
williaa01,0.016580310880829025,0.7275862068965517
snower01,0.6413953488372093,1.3764705882352941
wingada01,-0.08805147058823529,1.1099999999999999
chrisdo01,1.4734417344173443,1.9066666666666667
stoudda01,2.095,3.0478260869565217
jonespo01,-0.394054054054054,NA
tabakza01,-0.8032967032967033,-0.3375
wallajo01,-0.2069364161849711,-0.95
slatere01,-0.7546762589928058,-1.95
rogerca01,0.20287081339712917,NA
cambyma01,1.9385093167701863,3.066666666666667
mcgratr01,3.7857142857142856,7.128
respesh01,-0.09826086956521739,NA
garnech01,-1.5272727272727273,NA
beckco01,-0.29250000000000004,1.3
boguemu01,1.8506472491909385,-0.5625
piatker01,0.6033536585365854,-0.13
iversal01,4.128350515463918,7.683333333333334
montrer01,-0.9585858585858585,-0.9714285714285714
williwa02,1.36137339055794,0.7647058823529411
andergr01,-0.395010395010395,-1.2125
onealsh01,5.99769392033543,6.813157894736842
campbel01,0.7968602825745683,0.7666666666666667
kittlke01,2.373913043478261,3.9518518518518517
macksa01,0.32994011976047904,-1.7999999999999998
daviste01,-0.820775623268698,NA
shammgo01,-0.85,NA
boothke01,-1.6416666666666666,NA
jameshe01,-0.6686274509803921,-1.3125
stricer01,0.4309859154929577,0.5249999999999999
anstech01,-0.48874999999999996,NA
sprewla01,2.25615866388309,3.31875
marshdo01,1.0416927899686521,0.7749999999999999
smithjo02,0.2726950354609929,0.4214285714285714
dampier01,-0.953416149068323,0.8321428571428572
colesbi01,0.5156565656565657,1.9833333333333332
foylead01,-0.36615384615384616,-0.6333333333333333
spencfe01,-0.8944558521560575,-0.7333333333333334
ferredu01,0.11548117154811714,0.56875
stronde01,-0.12294617563739378,-0.56
gearyre01,0.10655737704918031,-0.5666666666666667
bennema01,0.24545454545454545,0.5333333333333333
scottsh01,0.05192307692307692,-0.9750000000000001
wellsbu01,0.15555555555555564,NA
causwdu01,-0.018409090909090906,-0.62
smithch04,-0.12777777777777777,2.5
roziecl01,-0.5953333333333334,NA
edneyty01,0.21250000000000002,2.7333333333333334
minorgr01,0.2662037037037037,-0.6000000000000001
shawbr01,0.4240983606557377,1.333846153846154
fulleto02,-0.61875,-0.6666666666666666
davisem01,0.014423076923076943,NA
popema01,-0.7067796610169492,1.55
stokeed01,-0.2666666666666667,NA
persoch01,0.790461997019374,2.8260869565217392
livinra01,-0.7380434782608696,-0.3428571428571428
crawfch01,-0.16938775510204082,1.3599999999999999
millean01,-0.21984126984126984,-0.15000000000000002
kemptti01,-0.5554878048780488,-0.19999999999999996
phillbo01,1.2479166666666666,-0.2416666666666666
armstbj01,1.0966722129783695,1.4166666666666667
willitr01,-0.3727272727272727,0.5
obannch01,0.42962962962962964,0.8
wallabe01,1.7338983050847459,4.6191176470588236
trentga01,0.3038461538461538,-1
ellisla01,0.8313829787234043,1.5857142857142854
harriot01,-0.7064516129032258,-0.18333333333333332
langan01,0.00429553264604811,0.605
