Visitor/Neutral,Visitor Points,Home/Neutral,Home Points,id,year,win,team,season_id,margin,playoff,correct,cteams
SAS,78,HOU,108,199712090HOU,1998,1,HOU,HOU-1998,30,FALSE,TRUE,TRUE
UTA,101,SAC,113,199712090SAC,1998,1,SAC,SAC-1998,12,FALSE,TRUE,TRUE
CHI,98,ORL,106,199712100ORL,1998,1,ORL,ORL-1998,8,FALSE,TRUE,TRUE
CHI,77,CHH,79,199712120CHH,1998,1,CHH,CHH-1998,2,FALSE,TRUE,TRUE
HOU,102,LAL,119,199712120LAL,1998,1,LAL,LAL-1998,17,FALSE,TRUE,TRUE
DAL,66,UTA,68,199712120UTA,1998,1,UTA,UTA-1998,2,FALSE,TRUE,TRUE
TOR,70,CHI,97,199712130CHI,1998,1,CHI,CHI-1998,27,FALSE,TRUE,TRUE
HOU,105,VAN,110,199712140VAN,1998,1,VAN,VAN-1998,5,FALSE,TRUE,TRUE
PHO,104,CHI,111,199712150CHI,1998,1,CHI,CHI-1998,7,FALSE,TRUE,TRUE
UTA,86,WAS,88,199712150WAS,1998,1,WAS,WAS-1998,2,FALSE,TRUE,TRUE
VAN,91,HOU,118,199712160HOU,1998,1,HOU,HOU-1998,27,FALSE,TRUE,TRUE
UTA,103,MIA,95,199712160MIA,1998,0,MIA,MIA-1998,-8,FALSE,TRUE,TRUE
LAL,83,CHI,104,199712170CHI,1998,1,CHI,CHI-1998,21,FALSE,TRUE,TRUE
UTA,85,ORL,73,199712180ORL,1998,0,ORL,ORL-1998,-12,FALSE,TRUE,TRUE
SAC,98,HOU,116,199712190HOU,1998,1,HOU,HOU-1998,18,FALSE,TRUE,TRUE
CHI,100,NJN,92,199712200NJN,1998,0,NJN,NJN-1998,-8,FALSE,TRUE,TRUE
HOU,87,SAS,100,199712200SAS,1998,1,SAS,SAS-1998,13,FALSE,TRUE,TRUE
UTA,101,CLE,106,199712210CLE,1998,1,CLE,CLE-1998,5,FALSE,TRUE,TRUE
UTA,101,ATL,99,199712220ATL,1998,0,ATL,ATL-1998,-2,FALSE,TRUE,TRUE
LAL,94,HOU,83,199712220HOU,1998,0,HOU,HOU-1998,-11,FALSE,TRUE,TRUE
LAC,89,CHI,94,199712230CHI,1998,1,CHI,CHI-1998,5,FALSE,TRUE,TRUE
MIA,80,CHI,90,199712250CHI,1998,1,CHI,CHI-1998,10,FALSE,TRUE,TRUE
HOU,103,UTA,107,199712250UTA,1998,1,UTA,UTA-1998,4,FALSE,TRUE,TRUE
ATL,90,CHI,97,199712270CHI,1998,1,CHI,CHI-1998,7,FALSE,TRUE,TRUE
WAS,101,HOU,111,199712270HOU,1998,1,HOU,HOU-1998,10,FALSE,TRUE,TRUE
POR,102,UTA,91,199712270UTA,1998,0,UTA,UTA-1998,-11,FALSE,TRUE,TRUE
UTA,89,VAN,88,199712280VAN,1998,0,VAN,VAN-1998,-1,FALSE,TRUE,TRUE
DAL,105,CHI,111,199712290CHI,1998,1,CHI,CHI-1998,6,FALSE,TRUE,TRUE
CHH,120,HOU,101,199712290HOU,1998,0,HOU,HOU-1998,-19,FALSE,TRUE,TRUE
UTA,132,DEN,99,199712300DEN,1998,0,DEN,DEN-1998,-33,FALSE,TRUE,TRUE
CHI,95,MIN,99,199712300MIN,1998,1,MIN,MIN-1998,4,FALSE,TRUE,TRUE
MIL,100,CHI,114,199801020CHI,1998,1,CHI,CHI-1998,14,FALSE,TRUE,TRUE
HOU,116,DEN,115,199801020DEN,1998,0,DEN,DEN-1998,-1,FALSE,TRUE,TRUE
CHI,105,DET,96,199801030DET,1998,0,DET,DET-1998,-9,FALSE,TRUE,TRUE
POR,97,HOU,95,199801030HOU,1998,0,HOU,HOU-1998,-2,FALSE,TRUE,TRUE
ATL,82,UTA,97,199801030UTA,1998,1,UTA,UTA-1998,15,FALSE,TRUE,TRUE
HOU,120,TOR,96,199801050TOR,1998,0,TOR,TOR-1998,-24,FALSE,TRUE,TRUE
BOS,79,CHI,90,199801060CHI,1998,1,CHI,CHI-1998,11,FALSE,TRUE,TRUE
HOU,70,CLE,100,199801060CLE,1998,1,CLE,CLE-1998,30,FALSE,TRUE,TRUE
PHI,95,UTA,98,199801060UTA,1998,1,UTA,UTA-1998,3,FALSE,TRUE,TRUE
CHI,72,MIA,99,199801070MIA,1998,1,MIA,MIA-1998,27,FALSE,TRUE,TRUE
IND,87,HOU,80,199801080HOU,1998,0,HOU,HOU-1998,-7,FALSE,TRUE,TRUE
MIL,109,UTA,116,199801080UTA,1998,1,UTA,UTA-1998,7,FALSE,TRUE,TRUE
CHI,90,NYK,89,199801090NYK,1998,0,NYK,NYK-1998,-1,FALSE,TRUE,TRUE
GSW,82,CHI,87,199801100CHI,1998,1,CHI,CHI-1998,5,FALSE,TRUE,TRUE
UTA,111,HOU,84,199801100HOU,1998,0,HOU,HOU-1998,-27,FALSE,TRUE,TRUE
CLE,99,UTA,106,199801120UTA,1998,1,UTA,UTA-1998,7,FALSE,TRUE,TRUE
SEA,91,CHI,101,199801130CHI,1998,1,CHI,CHI-1998,10,FALSE,TRUE,TRUE
DAL,87,HOU,100,199801130HOU,1998,1,HOU,HOU-1998,13,FALSE,TRUE,TRUE
CHI,96,PHI,106,199801150PHI,1998,1,PHI,PHI-1998,10,FALSE,TRUE,TRUE
MIN,116,HOU,115,199801160HOU,1998,0,HOU,HOU-1998,-1,FALSE,TRUE,TRUE
CHI,96,MIL,86,199801160MIL,1998,0,MIL,MIL-1998,-10,FALSE,TRUE,TRUE
UTA,86,POR,96,199801160POR,1998,1,POR,POR-1998,10,FALSE,TRUE,TRUE
ORL,93,UTA,107,199801170UTA,1998,1,UTA,UTA-1998,14,FALSE,TRUE,TRUE
HOU,100,CHI,106,199801180CHI,1998,1,CHI,CHI-1998,6,FALSE,TRUE,TRUE
SEA,114,HOU,80,199801190HOU,1998,0,HOU,HOU-1998,-34,FALSE,TRUE,TRUE
DET,89,UTA,98,199801190UTA,1998,1,UTA,UTA-1998,9,FALSE,TRUE,TRUE
CHH,79,CHI,110,199801210CHI,1998,1,CHI,CHI-1998,31,FALSE,TRUE,TRUE
HOU,112,NJN,117,199801210NJN,1998,1,NJN,NJN-1998,5,FALSE,TRUE,TRUE
GSW,85,UTA,98,199801210UTA,1998,1,UTA,UTA-1998,13,FALSE,TRUE,TRUE
HOU,86,CHH,93,199801220CHH,1998,1,CHH,CHH-1998,7,FALSE,TRUE,TRUE
UTA,102,IND,106,199801230IND,1998,1,IND,IND-1998,4,FALSE,TRUE,TRUE
CHI,100,NJN,98,199801230NJN,1998,0,NJN,NJN-1998,-2,FALSE,TRUE,TRUE
SAS,87,HOU,112,199801240HOU,1998,1,HOU,HOU-1998,25,FALSE,TRUE,TRUE
UTA,101,CHI,94,199801250CHI,1998,0,CHI,CHI-1998,-7,FALSE,TRUE,TRUE
HOU,90,SAS,115,199801260SAS,1998,1,SAS,SAS-1998,25,FALSE,TRUE,TRUE
LAC,109,HOU,115,199801270HOU,1998,1,HOU,HOU-1998,6,FALSE,TRUE,TRUE
CHI,103,VAN,85,199801270VAN,1998,0,VAN,VAN-1998,-18,FALSE,TRUE,TRUE
SEA,101,UTA,93,199801280UTA,1998,0,UTA,UTA-1998,-8,FALSE,TRUE,TRUE
ORL,95,HOU,88,199801290HOU,1998,0,HOU,HOU-1998,-7,FALSE,TRUE,TRUE
CHI,100,POR,87,199801290POR,1998,0,POR,POR-1998,-13,FALSE,TRUE,TRUE
CHI,87,GSW,80,199801300GSW,1998,0,GSW,GSW-1998,-7,FALSE,TRUE,TRUE
DAL,94,UTA,104,199801300UTA,1998,1,UTA,UTA-1998,10,FALSE,TRUE,TRUE
HOU,102,PHI,86,199801310PHI,1998,0,PHI,PHI-1998,-16,FALSE,TRUE,TRUE
HOU,96,BOS,107,199802010BOS,1998,1,BOS,BOS-1998,11,FALSE,TRUE,TRUE
UTA,115,GSW,88,199802010GSW,1998,0,GSW,GSW-1998,-27,FALSE,TRUE,TRUE
CHI,87,LAL,112,199802010LAL,1998,1,LAL,LAL-1998,25,FALSE,TRUE,TRUE
CHI,111,DEN,72,199802020DEN,1998,0,DEN,DEN-1998,-39,FALSE,TRUE,TRUE
VAN,97,HOU,110,199802030HOU,1998,1,HOU,HOU-1998,13,FALSE,TRUE,TRUE
UTA,102,LAC,111,199802030LAC,1998,1,LAC,LAC-1998,9,FALSE,TRUE,TRUE
CHI,93,UTA,101,199802040UTA,1998,1,UTA,UTA-1998,8,FALSE,TRUE,TRUE
HOU,92,DET,104,199802050DET,1998,1,DET,DET-1998,12,FALSE,TRUE,TRUE
TOR,86,CHI,93,199802100CHI,1998,1,CHI,CHI-1998,7,FALSE,TRUE,TRUE
SEA,83,HOU,97,199802100HOU,1998,1,HOU,HOU-1998,14,FALSE,TRUE,TRUE
LAC,98,UTA,106,199802100UTA,1998,1,UTA,UTA-1998,8,FALSE,TRUE,TRUE
CHI,92,CHH,90,199802110CHH,1998,0,CHH,CHH-1998,-2,FALSE,TRUE,TRUE
BOS,100,UTA,118,199802120UTA,1998,1,UTA,UTA-1998,18,FALSE,TRUE,TRUE
HOU,112,VAN,103,199802120VAN,1998,0,VAN,VAN-1998,-9,FALSE,TRUE,TRUE
ATL,110,CHI,112,199802130CHI,1998,1,CHI,CHI-1998,2,FALSE,TRUE,TRUE
HOU,81,POR,105,199802130POR,1998,1,POR,POR-1998,24,FALSE,TRUE,TRUE
UTA,111,SEA,91,199802140SEA,1998,0,SEA,SEA-1998,-20,FALSE,TRUE,TRUE
DET,90,CHI,99,199802150CHI,1998,1,CHI,CHI-1998,9,FALSE,TRUE,TRUE
HOU,90,LAL,88,199802150LAL,1998,0,LAL,LAL-1998,-2,FALSE,TRUE,TRUE
HOU,121,LAC,99,199802160LAC,1998,0,LAC,LAC-1998,-22,FALSE,TRUE,TRUE
CHH,90,UTA,96,199802160UTA,1998,1,UTA,UTA-1998,6,FALSE,TRUE,TRUE
IND,97,CHI,105,199802170CHI,1998,1,CHI,CHI-1998,8,FALSE,TRUE,TRUE
NYK,78,UTA,94,199802180UTA,1998,1,UTA,UTA-1998,16,FALSE,TRUE,TRUE
DET,90,HOU,100,199802190HOU,1998,1,HOU,HOU-1998,10,FALSE,TRUE,TRUE
CHI,123,TOR,86,199802190TOR,1998,0,TOR,TOR-1998,-37,FALSE,TRUE,TRUE
HOU,95,MIN,100,199802200MIN,1998,1,MIN,MIN-1998,5,FALSE,TRUE,TRUE
UTA,79,SAS,77,199802210SAS,1998,0,SAS,SAS-1998,-2,FALSE,TRUE,TRUE
CHI,94,WAS,88,199802210WAS,1998,0,WAS,WAS-1998,-6,FALSE,TRUE,TRUE
HOU,74,NYK,92,199802220NYK,1998,1,NYK,NYK-1998,18,FALSE,TRUE,TRUE
CLE,75,CHI,97,199802230CHI,1998,1,CHI,CHI-1998,22,FALSE,TRUE,TRUE
MIA,104,UTA,102,199802240UTA,1998,0,UTA,UTA-1998,-2,FALSE,TRUE,TRUE
HOU,112,WAS,124,199802240WAS,1998,1,WAS,WAS-1998,12,FALSE,TRUE,TRUE
POR,106,CHI,101,199802250CHI,1998,0,CHI,CHI-1998,-5,FALSE,TRUE,TRUE
MIN,98,HOU,118,199802260HOU,1998,1,HOU,HOU-1998,20,FALSE,TRUE,TRUE
PHO,97,UTA,108,199802260UTA,1998,1,UTA,UTA-1998,11,FALSE,TRUE,TRUE
SAC,94,CHI,109,199802280CHI,1998,1,CHI,CHI-1998,15,FALSE,TRUE,TRUE
UTA,106,HOU,100,199803010HOU,1998,0,HOU,HOU-1998,-6,FALSE,TRUE,TRUE
DEN,90,CHI,118,199803030CHI,1998,1,CHI,CHI-1998,28,FALSE,TRUE,TRUE
LAC,97,HOU,107,199803030HOU,1998,1,HOU,HOU-1998,10,FALSE,TRUE,TRUE
UTA,108,TOR,93,199803030TOR,1998,0,TOR,TOR-1998,-15,FALSE,TRUE,TRUE
UTA,110,BOS,94,199803040BOS,1998,0,BOS,BOS-1998,-16,FALSE,TRUE,TRUE
MIA,117,HOU,93,199803050HOU,1998,0,HOU,HOU-1998,-24,FALSE,TRUE,TRUE
UTA,122,NJN,115,199803060NJN,1998,0,NJN,NJN-1998,-7,FALSE,TRUE,TRUE
UTA,110,MIL,92,199803070MIL,1998,0,MIL,MIL-1998,-18,FALSE,TRUE,TRUE
HOU,108,PHO,89,199803070PHO,1998,0,PHO,PHO-1998,-19,FALSE,TRUE,TRUE
CHI,102,NYK,89,199803080NYK,1998,0,NYK,NYK-1998,-13,FALSE,TRUE,TRUE
HOU,93,UTA,100,199803090UTA,1998,1,UTA,UTA-1998,7,FALSE,TRUE,TRUE
MIA,91,CHI,106,199803100CHI,1998,1,CHI,CHI-1998,15,FALSE,TRUE,TRUE
DAL,91,HOU,97,199803100HOU,1998,1,HOU,HOU-1998,6,FALSE,TRUE,TRUE
SAC,95,UTA,110,199803110UTA,1998,1,UTA,UTA-1998,15,FALSE,TRUE,TRUE
CHI,97,DAL,104,199803120DAL,1998,1,DAL,DAL-1998,7,FALSE,TRUE,TRUE
NJN,104,HOU,115,199803120HOU,1998,1,HOU,HOU-1998,11,FALSE,TRUE,TRUE
VAN,101,UTA,110,199803130UTA,1998,1,UTA,UTA-1998,9,FALSE,TRUE,TRUE
SAC,86,HOU,89,199803140HOU,1998,1,HOU,HOU-1998,3,FALSE,TRUE,TRUE
CHI,96,SAS,86,199803140SAS,1998,0,SAS,SAS-1998,-10,FALSE,TRUE,TRUE
UTA,109,DET,98,199803150DET,1998,0,DET,DET-1998,-11,FALSE,TRUE,TRUE
NJN,72,CHI,88,199803160CHI,1998,1,CHI,CHI-1998,16,FALSE,TRUE,TRUE
UTA,102,MIN,96,199803160MIN,1998,0,MIN,MIN-1998,-6,FALSE,TRUE,TRUE
MIL,91,HOU,96,199803170HOU,1998,1,HOU,HOU-1998,5,FALSE,TRUE,TRUE
CHI,90,IND,84,199803170IND,1998,0,IND,IND-1998,-6,FALSE,TRUE,TRUE
UTA,85,CHH,111,199803180CHH,1998,1,CHH,CHH-1998,26,FALSE,TRUE,TRUE
BOS,96,HOU,105,199803190HOU,1998,1,HOU,HOU-1998,9,FALSE,TRUE,TRUE
VAN,92,CHI,98,199803200CHI,1998,1,CHI,CHI-1998,6,FALSE,TRUE,TRUE
UTA,91,PHI,79,199803200PHI,1998,0,PHI,PHI-1998,-12,FALSE,TRUE,TRUE
HOU,103,DAL,95,199803210DAL,1998,0,DAL,DAL-1998,-8,FALSE,TRUE,TRUE
UTA,124,NYK,119,199803220NYK,1998,0,NYK,NYK-1998,-5,FALSE,TRUE,TRUE
CHI,102,TOR,100,199803220TOR,1998,0,TOR,TOR-1998,-2,FALSE,TRUE,TRUE
BOS,88,CHI,111,199803230CHI,1998,1,CHI,CHI-1998,23,FALSE,TRUE,TRUE
HOU,108,MIL,118,199803240MIL,1998,1,MIL,MIL-1998,10,FALSE,TRUE,TRUE
PHO,73,UTA,92,199803240UTA,1998,1,UTA,UTA-1998,19,FALSE,TRUE,TRUE
HOU,86,IND,81,199803250IND,1998,0,IND,IND-1998,-5,FALSE,TRUE,TRUE
CHI,85,ORL,70,199803250ORL,1998,0,ORL,ORL-1998,-15,FALSE,TRUE,TRUE
CHI,89,ATL,74,199803270ATL,1998,0,ATL,ATL-1998,-15,FALSE,TRUE,TRUE
UTA,99,DAL,90,199803270DAL,1998,0,DAL,DAL-1998,-9,FALSE,TRUE,TRUE
HOU,75,ORL,100,199803270ORL,1998,1,ORL,ORL-1998,25,FALSE,TRUE,TRUE
LAL,91,UTA,106,199803280UTA,1998,1,UTA,UTA-1998,15,FALSE,TRUE,TRUE
HOU,77,MIA,109,199803290MIA,1998,1,MIA,MIA-1998,32,FALSE,TRUE,TRUE
CHI,104,MIL,87,199803290MIL,1998,0,MIL,MIL-1998,-17,FALSE,TRUE,TRUE
DET,101,CHI,106,199803310CHI,1998,1,CHI,CHI-1998,5,FALSE,TRUE,TRUE
PHO,97,HOU,86,199803310HOU,1998,0,HOU,HOU-1998,-11,FALSE,TRUE,TRUE
UTA,86,SEA,88,199803310SEA,1998,1,SEA,SEA-1998,2,FALSE,TRUE,TRUE
POR,89,UTA,98,199804010UTA,1998,1,UTA,UTA-1998,9,FALSE,TRUE,TRUE
GSW,104,HOU,94,199804020HOU,1998,0,HOU,HOU-1998,-10,FALSE,TRUE,TRUE
HOU,87,ATL,107,199804030ATL,1998,1,ATL,ATL-1998,20,FALSE,TRUE,TRUE
MIN,93,CHI,107,199804030CHI,1998,1,CHI,CHI-1998,14,FALSE,TRUE,TRUE
DEN,75,UTA,97,199804030UTA,1998,1,UTA,UTA-1998,22,FALSE,TRUE,TRUE
CHI,109,HOU,94,199804050HOU,1998,0,HOU,HOU-1998,-15,FALSE,TRUE,TRUE
UTA,99,VAN,93,199804050VAN,1998,0,VAN,VAN-1998,-6,FALSE,TRUE,TRUE
WAS,85,CHI,103,199804070CHI,1998,1,CHI,CHI-1998,18,FALSE,TRUE,TRUE
HOU,104,DEN,87,199804070DEN,1998,0,DEN,DEN-1998,-17,FALSE,TRUE,TRUE
UTA,101,GSW,99,199804070GSW,1998,0,GSW,GSW-1998,-2,FALSE,TRUE,TRUE
SAS,88,UTA,98,199804080UTA,1998,1,UTA,UTA-1998,10,FALSE,TRUE,TRUE
CHI,85,CLE,91,199804090CLE,1998,1,CLE,CLE-1998,6,FALSE,TRUE,TRUE
HOU,93,GSW,89,199804090GSW,1998,0,GSW,GSW-1998,-4,FALSE,TRUE,TRUE
HOU,97,SAC,85,199804100SAC,1998,0,SAC,SAC-1998,-12,FALSE,TRUE,TRUE
LAC,109,UTA,126,199804100UTA,1998,1,UTA,UTA-1998,17,FALSE,TRUE,TRUE
ORL,78,CHI,87,199804110CHI,1998,1,CHI,CHI-1998,9,FALSE,TRUE,TRUE
UTA,103,MIN,110,199804110MIN,1998,1,MIN,MIN-1998,7,FALSE,TRUE,TRUE
HOU,95,SEA,103,199804120SEA,1998,1,SEA,SEA-1998,8,FALSE,TRUE,TRUE
IND,114,CHI,105,199804130CHI,1998,0,CHI,CHI-1998,-9,FALSE,TRUE,TRUE
DEN,88,HOU,94,199804140HOU,1998,1,HOU,HOU-1998,6,FALSE,TRUE,TRUE
MIN,109,UTA,126,199804140UTA,1998,1,UTA,UTA-1998,17,FALSE,TRUE,TRUE
CHI,79,DET,87,199804150DET,1998,1,DET,DET-1998,8,FALSE,TRUE,TRUE
SAC,86,UTA,99,199804160UTA,1998,1,UTA,UTA-1998,13,FALSE,TRUE,TRUE
HOU,95,MIN,102,199804170MIN,1998,1,MIN,MIN-1998,7,FALSE,TRUE,TRUE
CHI,87,PHI,80,199804170PHI,1998,0,PHI,PHI-1998,-7,FALSE,TRUE,TRUE
UTA,102,PHO,99,199804170PHO,1998,0,PHO,PHO-1998,-3,FALSE,TRUE,TRUE
NYK,109,CHI,111,199804180CHI,1998,1,CHI,CHI-1998,2,FALSE,TRUE,TRUE
PHO,123,HOU,93,199804190HOU,1998,0,HOU,HOU-1998,-30,FALSE,TRUE,TRUE
UTA,98,LAL,102,199804190LAL,1998,1,LAL,LAL-1998,4,FALSE,TRUE,TRUE
CLE,119,CHI,124,198911030CHI,1990,1,CHI,CHI-1990,5,FALSE,TRUE,TRUE
HOU,88,LAC,102,198911030LAC,1990,1,LAC,LAC-1990,14,FALSE,TRUE,TRUE
DEN,113,UTA,122,198911030UTA,1990,1,UTA,UTA-1990,9,FALSE,TRUE,TRUE
BOS,102,CHI,100,198911040CHI,1990,0,CHI,CHI-1990,-2,FALSE,TRUE,TRUE
HOU,132,GSW,105,198911040GSW,1990,0,GSW,GSW-1990,-27,FALSE,TRUE,TRUE
DET,114,CHI,117,198911070CHI,1990,1,CHI,CHI-1990,3,FALSE,TRUE,TRUE
POR,86,HOU,109,198911070HOU,1990,1,HOU,HOU-1990,23,FALSE,TRUE,TRUE
CHI,96,MIN,84,198911080MIN,1990,0,MIN,MIN-1990,-12,FALSE,TRUE,TRUE
CHH,86,UTA,102,198911080UTA,1990,1,UTA,UTA-1990,16,FALSE,TRUE,TRUE
DEN,128,HOU,127,198911090HOU,1990,0,HOU,HOU-1990,-1,FALSE,TRUE,TRUE
CHI,107,NJN,117,198911100NJN,1990,1,NJN,NJN-1990,10,FALSE,TRUE,TRUE
SAS,92,UTA,106,198911100UTA,1990,1,UTA,UTA-1990,14,FALSE,TRUE,TRUE
SEA,102,CHI,109,198911110CHI,1990,1,CHI,CHI-1990,7,FALSE,TRUE,TRUE
UTA,92,HOU,100,198911110HOU,1990,1,HOU,HOU-1990,8,FALSE,TRUE,TRUE
WSB,93,UTA,106,198911130UTA,1990,1,UTA,UTA-1990,13,FALSE,TRUE,TRUE
HOU,99,MIA,101,198911140MIA,1990,1,MIA,MIA-1990,2,FALSE,TRUE,TRUE
CHI,96,SAC,94,198911140SAC,1990,0,SAC,SAC-1990,-2,FALSE,TRUE,TRUE
CHI,107,UTA,108,198911150UTA,1990,1,UTA,UTA-1990,1,FALSE,TRUE,TRUE
LAC,82,HOU,94,198911160HOU,1990,1,HOU,HOU-1990,12,FALSE,TRUE,TRUE
IND,100,UTA,114,198911170UTA,1990,1,UTA,UTA-1990,14,FALSE,TRUE,TRUE
HOU,111,DEN,141,198911180DEN,1990,1,DEN,DEN-1990,30,FALSE,TRUE,TRUE
CHI,110,SEA,119,198911180SEA,1990,1,SEA,SEA-1990,9,FALSE,TRUE,TRUE
MIA,94,HOU,132,198911190HOU,1990,1,HOU,HOU-1990,38,FALSE,TRUE,TRUE
UTA,103,MIN,101,198911210MIN,1990,0,MIN,MIN-1990,-2,FALSE,TRUE,TRUE
HOU,106,NYK,114,198911210NYK,1990,1,NYK,NYK-1990,8,FALSE,TRUE,TRUE
CHI,110,POR,121,198911210POR,1990,1,POR,POR-1990,11,FALSE,TRUE,TRUE
HOU,97,BOS,109,198911220BOS,1990,1,BOS,BOS-1990,12,FALSE,TRUE,TRUE
CHI,95,PHO,90,198911220PHO,1990,0,PHO,PHO-1990,-5,FALSE,TRUE,TRUE
