Visitor/Neutral,Visitor Points,Home/Neutral,Home Points,id,year,win,team,season_id,margin,playoff,correct,cteams
DET,103,ORL,88,200305020ORL,2003,0,ORL,ORL-2003,-15,TRUE,TRUE,TRUE
ORL,93,DET,108,200305040DET,2003,1,DET,DET-2003,15,TRUE,TRUE,TRUE
BOS,93,NJN,97,200305050NJN,2003,1,NJN,NJN-2003,4,TRUE,TRUE,TRUE
LAL,82,SAS,87,200305050SAS,2003,1,SAS,SAS-2003,5,TRUE,TRUE,TRUE
PHI,87,DET,98,200305060DET,2003,1,DET,DET-2003,11,TRUE,TRUE,TRUE
BOS,95,NJN,104,200305070NJN,2003,1,NJN,NJN-2003,9,TRUE,TRUE,TRUE
LAL,95,SAS,114,200305070SAS,2003,1,SAS,SAS-2003,19,TRUE,TRUE,TRUE
PHI,97,DET,104,200305080DET,2003,1,DET,DET-2003,7,TRUE,TRUE,TRUE
NJN,94,BOS,76,200305090BOS,2003,0,BOS,BOS-2003,-18,TRUE,TRUE,TRUE
SAS,95,LAL,110,200305090LAL,2003,1,LAL,LAL-2003,15,TRUE,TRUE,TRUE
DET,83,PHI,93,200305100PHI,2003,1,PHI,PHI-2003,10,TRUE,TRUE,TRUE
SAS,95,LAL,99,200305110LAL,2003,1,LAL,LAL-2003,4,TRUE,TRUE,TRUE
DET,82,PHI,95,200305110PHI,2003,1,PHI,PHI-2003,13,TRUE,TRUE,TRUE
NJN,110,BOS,101,200305120BOS,2003,0,BOS,BOS-2003,-9,TRUE,TRUE,TRUE
LAL,94,SAS,96,200305130SAS,2003,1,SAS,SAS-2003,2,TRUE,TRUE,TRUE
PHI,77,DET,78,200305140DET,2003,1,DET,DET-2003,1,TRUE,TRUE,TRUE
SAS,110,LAL,82,200305150LAL,2003,0,LAL,LAL-2003,-28,TRUE,TRUE,TRUE
DET,93,PHI,89,200305160PHI,2003,0,PHI,PHI-2003,-4,TRUE,TRUE,TRUE
NJN,76,DET,74,200305180DET,2003,0,DET,DET-2003,-2,TRUE,TRUE,TRUE
DAL,113,SAS,110,200305190SAS,2003,0,SAS,SAS-2003,-3,TRUE,TRUE,TRUE
NJN,88,DET,86,200305200DET,2003,0,DET,DET-2003,-2,TRUE,TRUE,TRUE
DAL,106,SAS,119,200305210SAS,2003,1,SAS,SAS-2003,13,TRUE,TRUE,TRUE
DET,85,NJN,97,200305220NJN,2003,1,NJN,NJN-2003,12,TRUE,TRUE,TRUE
SAS,96,DAL,83,200305230DAL,2003,0,DAL,DAL-2003,-13,TRUE,TRUE,TRUE
DET,82,NJN,102,200305240NJN,2003,1,NJN,NJN-2003,20,TRUE,TRUE,TRUE
SAS,102,DAL,95,200305250DAL,2003,0,DAL,DAL-2003,-7,TRUE,TRUE,TRUE
DAL,103,SAS,91,200305270SAS,2003,0,SAS,SAS-2003,-12,TRUE,TRUE,TRUE
SAS,90,DAL,78,200305290DAL,2003,0,DAL,DAL-2003,-12,TRUE,TRUE,TRUE
NJN,89,SAS,101,200306040SAS,2003,1,SAS,SAS-2003,12,TRUE,TRUE,TRUE
NJN,87,SAS,85,200306060SAS,2003,0,SAS,SAS-2003,-2,TRUE,TRUE,TRUE
SAS,84,NJN,79,200306080NJN,2003,0,NJN,NJN-2003,-5,TRUE,TRUE,TRUE
SAS,76,NJN,77,200306110NJN,2003,1,NJN,NJN-2003,1,TRUE,TRUE,TRUE
SAS,93,NJN,83,200306130NJN,2003,0,NJN,NJN-2003,-10,TRUE,TRUE,TRUE
NJN,77,SAS,88,200306150SAS,2003,1,SAS,SAS-2003,11,TRUE,TRUE,TRUE
BOS,88,IND,104,200404170IND,2004,1,IND,IND-2004,16,TRUE,TRUE,TRUE
MEM,74,SAS,98,200404170SAS,2004,1,SAS,SAS-2004,24,TRUE,TRUE,TRUE
HOU,71,LAL,72,200404170LAL,2004,1,LAL,LAL-2004,1,TRUE,TRUE,TRUE
MIL,82,DET,108,200404180DET,2004,1,DET,DET-2004,26,TRUE,TRUE,TRUE
MEM,70,SAS,87,200404190SAS,2004,1,SAS,SAS-2004,17,TRUE,TRUE,TRUE
HOU,84,LAL,98,200404190LAL,2004,1,LAL,LAL-2004,14,TRUE,TRUE,TRUE
BOS,90,IND,103,200404200IND,2004,1,IND,IND-2004,13,TRUE,TRUE,TRUE
MIL,92,DET,88,200404210DET,2004,0,DET,DET-2004,-4,TRUE,TRUE,TRUE
SAS,95,MEM,93,200404220MEM,2004,0,MEM,MEM-2004,-2,TRUE,TRUE,TRUE
IND,108,BOS,85,200404230BOS,2004,0,BOS,BOS-2004,-23,TRUE,TRUE,TRUE
LAL,91,HOU,102,200404230HOU,2004,1,HOU,HOU-2004,11,TRUE,TRUE,TRUE
DET,95,MIL,85,200404240MIL,2004,0,MIL,MIL-2004,-10,TRUE,TRUE,TRUE
IND,90,BOS,75,200404250BOS,2004,0,BOS,BOS-2004,-15,TRUE,TRUE,TRUE
LAL,92,HOU,88,200404250HOU,2004,0,HOU,HOU-2004,-4,TRUE,TRUE,TRUE
SAS,110,MEM,97,200404250MEM,2004,0,MEM,MEM-2004,-13,TRUE,TRUE,TRUE
DET,109,MIL,92,200404260MIL,2004,0,MIL,MIL-2004,-17,TRUE,TRUE,TRUE
HOU,78,LAL,97,200404280LAL,2004,1,LAL,LAL-2004,19,TRUE,TRUE,TRUE
MIL,77,DET,91,200404290DET,2004,1,DET,DET-2004,14,TRUE,TRUE,TRUE
LAL,78,SAS,88,200405020SAS,2004,1,SAS,SAS-2004,10,TRUE,TRUE,TRUE
NJN,56,DET,78,200405030DET,2004,1,DET,DET-2004,22,TRUE,TRUE,TRUE
LAL,85,SAS,95,200405050SAS,2004,1,SAS,SAS-2004,10,TRUE,TRUE,TRUE
NJN,80,DET,95,200405070DET,2004,1,DET,DET-2004,15,TRUE,TRUE,TRUE
SAS,81,LAL,105,200405090LAL,2004,1,LAL,LAL-2004,24,TRUE,TRUE,TRUE
DET,64,NJN,82,200405090NJN,2004,1,NJN,NJN-2004,18,TRUE,TRUE,TRUE
DET,79,NJN,94,200405110NJN,2004,1,NJN,NJN-2004,15,TRUE,TRUE,TRUE
SAS,90,LAL,98,200405110LAL,2004,1,LAL,LAL-2004,8,TRUE,TRUE,TRUE
LAL,74,SAS,73,200405130SAS,2004,0,SAS,SAS-2004,-1,TRUE,TRUE,TRUE
NJN,127,DET,120,200405140DET,2004,0,DET,DET-2004,-7,TRUE,TRUE,TRUE
SAS,76,LAL,88,200405150LAL,2004,1,LAL,LAL-2004,12,TRUE,TRUE,TRUE
DET,81,NJN,75,200405160NJN,2004,0,NJN,NJN-2004,-6,TRUE,TRUE,TRUE
NJN,69,DET,90,200405200DET,2004,1,DET,DET-2004,21,TRUE,TRUE,TRUE
LAL,97,MIN,88,200405210MIN,2004,0,MIN,MIN-2004,-9,TRUE,TRUE,TRUE
DET,74,IND,78,200405220IND,2004,1,IND,IND-2004,4,TRUE,TRUE,TRUE
LAL,71,MIN,89,200405230MIN,2004,1,MIN,MIN-2004,18,TRUE,TRUE,TRUE
DET,72,IND,67,200405240IND,2004,0,IND,IND-2004,-5,TRUE,TRUE,TRUE
MIN,89,LAL,100,200405250LAL,2004,1,LAL,LAL-2004,11,TRUE,TRUE,TRUE
IND,78,DET,85,200405260DET,2004,1,DET,DET-2004,7,TRUE,TRUE,TRUE
MIN,85,LAL,92,200405270LAL,2004,1,LAL,LAL-2004,7,TRUE,TRUE,TRUE
IND,83,DET,68,200405280DET,2004,0,DET,DET-2004,-15,TRUE,TRUE,TRUE
LAL,96,MIN,98,200405290MIN,2004,1,MIN,MIN-2004,2,TRUE,TRUE,TRUE
DET,83,IND,65,200405300IND,2004,0,IND,IND-2004,-18,TRUE,TRUE,TRUE
MIN,90,LAL,96,200405310LAL,2004,1,LAL,LAL-2004,6,TRUE,TRUE,TRUE
IND,65,DET,69,200406010DET,2004,1,DET,DET-2004,4,TRUE,TRUE,TRUE
DET,87,LAL,75,200406060LAL,2004,0,LAL,LAL-2004,-12,TRUE,TRUE,TRUE
DET,91,LAL,99,200406080LAL,2004,1,LAL,LAL-2004,8,TRUE,TRUE,TRUE
LAL,68,DET,88,200406100DET,2004,1,DET,DET-2004,20,TRUE,TRUE,TRUE
LAL,80,DET,88,200406130DET,2004,1,DET,DET-2004,8,TRUE,TRUE,TRUE
LAL,87,DET,100,200406150DET,2004,1,DET,DET-2004,13,TRUE,TRUE,TRUE
ORL,92,DET,100,200704210DET,2007,1,DET,DET-2007,8,TRUE,TRUE,TRUE
LAL,87,PHO,95,200704220PHO,2007,1,PHO,PHO-2007,8,TRUE,TRUE,TRUE
DEN,95,SAS,89,200704220SAS,2007,0,SAS,SAS-2007,-6,TRUE,TRUE,TRUE
ORL,90,DET,98,200704230DET,2007,1,DET,DET-2007,8,TRUE,TRUE,TRUE
LAL,98,PHO,126,200704240PHO,2007,1,PHO,PHO-2007,28,TRUE,TRUE,TRUE
DEN,88,SAS,97,200704250SAS,2007,1,SAS,SAS-2007,9,TRUE,TRUE,TRUE
DET,93,ORL,77,200704260ORL,2007,0,ORL,ORL-2007,-16,TRUE,TRUE,TRUE
PHO,89,LAL,95,200704260LAL,2007,1,LAL,LAL-2007,6,TRUE,TRUE,TRUE
DET,97,ORL,93,200704280ORL,2007,0,ORL,ORL-2007,-4,TRUE,TRUE,TRUE
SAS,96,DEN,91,200704280DEN,2007,0,DEN,DEN-2007,-5,TRUE,TRUE,TRUE
PHO,113,LAL,100,200704290LAL,2007,0,LAL,LAL-2007,-13,TRUE,TRUE,TRUE
SAS,96,DEN,89,200704300DEN,2007,0,DEN,DEN-2007,-7,TRUE,TRUE,TRUE
DEN,78,SAS,93,200705020SAS,2007,1,SAS,SAS-2007,15,TRUE,TRUE,TRUE
LAL,110,PHO,119,200705020PHO,2007,1,PHO,PHO-2007,9,TRUE,TRUE,TRUE
CHI,69,DET,95,200705050DET,2007,1,DET,DET-2007,26,TRUE,TRUE,TRUE
SAS,111,PHO,106,200705060PHO,2007,0,PHO,PHO-2007,-5,TRUE,TRUE,TRUE
CHI,87,DET,108,200705070DET,2007,1,DET,DET-2007,21,TRUE,TRUE,TRUE
SAS,81,PHO,101,200705080PHO,2007,1,PHO,PHO-2007,20,TRUE,TRUE,TRUE
DET,81,CHI,74,200705100CHI,2007,0,CHI,CHI-2007,-7,TRUE,TRUE,TRUE
PHO,101,SAS,108,200705120SAS,2007,1,SAS,SAS-2007,7,TRUE,TRUE,TRUE
DET,87,CHI,102,200705130CHI,2007,1,CHI,CHI-2007,15,TRUE,TRUE,TRUE
PHO,104,SAS,98,200705140SAS,2007,0,SAS,SAS-2007,-6,TRUE,TRUE,TRUE
CHI,108,DET,92,200705150DET,2007,0,DET,DET-2007,-16,TRUE,TRUE,TRUE
SAS,88,PHO,85,200705160PHO,2007,0,PHO,PHO-2007,-3,TRUE,TRUE,TRUE
DET,95,CHI,85,200705170CHI,2007,0,CHI,CHI-2007,-10,TRUE,TRUE,TRUE
PHO,106,SAS,114,200705180SAS,2007,1,SAS,SAS-2007,8,TRUE,TRUE,TRUE
UTA,100,SAS,108,200705200SAS,2007,1,SAS,SAS-2007,8,TRUE,TRUE,TRUE
CLE,76,DET,79,200705210DET,2007,1,DET,DET-2007,3,TRUE,TRUE,TRUE
UTA,96,SAS,105,200705220SAS,2007,1,SAS,SAS-2007,9,TRUE,TRUE,TRUE
CLE,76,DET,79,200705240DET,2007,1,DET,DET-2007,3,TRUE,TRUE,TRUE
SAS,83,UTA,109,200705260UTA,2007,1,UTA,UTA-2007,26,TRUE,TRUE,TRUE
DET,82,CLE,88,200705270CLE,2007,1,CLE,CLE-2007,6,TRUE,TRUE,TRUE
SAS,91,UTA,79,200705280UTA,2007,0,UTA,UTA-2007,-12,TRUE,TRUE,TRUE
DET,87,CLE,91,200705290CLE,2007,1,CLE,CLE-2007,4,TRUE,TRUE,TRUE
UTA,84,SAS,109,200705300SAS,2007,1,SAS,SAS-2007,25,TRUE,TRUE,TRUE
CLE,109,DET,107,200705310DET,2007,0,DET,DET-2007,-2,TRUE,TRUE,TRUE
DET,82,CLE,98,200706020CLE,2007,1,CLE,CLE-2007,16,TRUE,TRUE,TRUE
CLE,76,SAS,85,200706070SAS,2007,1,SAS,SAS-2007,9,TRUE,TRUE,TRUE
CLE,92,SAS,103,200706100SAS,2007,1,SAS,SAS-2007,11,TRUE,TRUE,TRUE
SAS,75,CLE,72,200706120CLE,2007,0,CLE,CLE-2007,-3,TRUE,TRUE,TRUE
SAS,83,CLE,82,200706140CLE,2007,0,CLE,CLE-2007,-1,TRUE,TRUE,TRUE
PHO,115,SAS,117,200804190SAS,2008,1,SAS,SAS-2008,2,TRUE,TRUE,TRUE
DEN,114,LAL,128,200804200LAL,2008,1,LAL,LAL-2008,14,TRUE,TRUE,TRUE
PHI,90,DET,86,200804200DET,2008,0,DET,DET-2008,-4,TRUE,TRUE,TRUE
ATL,81,BOS,104,200804200BOS,2008,1,BOS,BOS-2008,23,TRUE,TRUE,TRUE
PHO,96,SAS,102,200804220SAS,2008,1,SAS,SAS-2008,6,TRUE,TRUE,TRUE
PHI,88,DET,105,200804230DET,2008,1,DET,DET-2008,17,TRUE,TRUE,TRUE
ATL,77,BOS,96,200804230BOS,2008,1,BOS,BOS-2008,19,TRUE,TRUE,TRUE
DEN,107,LAL,122,200804230LAL,2008,1,LAL,LAL-2008,15,TRUE,TRUE,TRUE
DET,75,PHI,95,200804250PHI,2008,1,PHI,PHI-2008,20,TRUE,TRUE,TRUE
SAS,115,PHO,99,200804250PHO,2008,0,PHO,PHO-2008,-16,TRUE,TRUE,TRUE
LAL,102,DEN,84,200804260DEN,2008,0,DEN,DEN-2008,-18,TRUE,TRUE,TRUE
BOS,93,ATL,102,200804260ATL,2008,1,ATL,ATL-2008,9,TRUE,TRUE,TRUE
SAS,86,PHO,105,200804270PHO,2008,1,PHO,PHO-2008,19,TRUE,TRUE,TRUE
DET,93,PHI,84,200804270PHI,2008,0,PHI,PHI-2008,-9,TRUE,TRUE,TRUE
BOS,92,ATL,97,200804280ATL,2008,1,ATL,ATL-2008,5,TRUE,TRUE,TRUE
LAL,107,DEN,101,200804280DEN,2008,0,DEN,DEN-2008,-6,TRUE,TRUE,TRUE
PHI,81,DET,98,200804290DET,2008,1,DET,DET-2008,17,TRUE,TRUE,TRUE
PHO,87,SAS,92,200804290SAS,2008,1,SAS,SAS-2008,5,TRUE,TRUE,TRUE
ATL,85,BOS,110,200804300BOS,2008,1,BOS,BOS-2008,25,TRUE,TRUE,TRUE
DET,100,PHI,77,200805010PHI,2008,0,PHI,PHI-2008,-23,TRUE,TRUE,TRUE
BOS,100,ATL,103,200805020ATL,2008,1,ATL,ATL-2008,3,TRUE,TRUE,TRUE
ORL,72,DET,91,200805030DET,2008,1,DET,DET-2008,19,TRUE,TRUE,TRUE
SAS,82,NOH,101,200805030NOH,2008,1,NOH,NOH-2008,19,TRUE,TRUE,TRUE
ATL,65,BOS,99,200805040BOS,2008,1,BOS,BOS-2008,34,TRUE,TRUE,TRUE
