"","...1","Visitor/Neutral","Visitor Points","Home/Neutral","Home Points","id","year","win","team","season_id","margin","playoff"
"1",1,"NOP",122,"TOR",130,"201910220TOR",2020,1,"TOR","TOR-2020",8,FALSE
"2",2,"LAL",102,"LAC",112,"201910220LAC",2020,1,"LAC","LAC-2020",10,FALSE
"3",3,"CHI",125,"CHO",126,"201910230CHO",2020,0,"CHI","CHI-2020",-1,FALSE
"4",4,"DET",119,"IND",110,"201910230IND",2020,0,"IND","IND-2020",-9,FALSE
"5",5,"CLE",85,"ORL",94,"201910230ORL",2020,1,"ORL","ORL-2020",9,FALSE
"6",6,"MIN",127,"BRK",126,"201910230BRK",2020,0,"BRK","BRK-2020",-1,FALSE
"7",7,"MEM",101,"MIA",120,"201910230MIA",2020,1,"MIA","MIA-2020",19,FALSE
"8",8,"BOS",93,"PHI",107,"201910230PHI",2020,1,"PHI","PHI-2020",14,FALSE
"9",9,"WAS",100,"DAL",108,"201910230DAL",2020,1,"DAL","DAL-2020",8,FALSE
"10",10,"NYK",111,"SAS",120,"201910230SAS",2020,1,"SAS","SAS-2020",9,FALSE
"11",11,"OKC",95,"UTA",100,"201910230UTA",2020,1,"UTA","UTA-2020",5,FALSE
"12",12,"SAC",95,"PHO",124,"201910230PHO",2020,1,"PHO","PHO-2020",29,FALSE
"13",13,"DEN",108,"POR",100,"201910230POR",2020,0,"POR","POR-2020",-8,FALSE
"14",14,"ATL",117,"DET",100,"201910240DET",2020,0,"DET","DET-2020",-17,FALSE
"15",15,"MIL",117,"HOU",111,"201910240HOU",2020,0,"HOU","HOU-2020",-6,FALSE
"16",16,"LAC",141,"GSW",122,"201910240GSW",2020,0,"GSW","GSW-2020",-19,FALSE
"17",17,"TOR",106,"BOS",112,"201910250BOS",2020,1,"BOS","BOS-2020",6,FALSE
"18",18,"MIN",121,"CHO",99,"201910250CHO",2020,1,"MIN","MIN-2020",22,FALSE
"19",19,"NYK",109,"BRK",113,"201910250BRK",2020,1,"BRK","BRK-2020",4,FALSE
"20",20,"CHI",110,"MEM",102,"201910250MEM",2020,0,"MEM","MEM-2020",-8,FALSE
"21",21,"DAL",123,"NOP",116,"201910250NOP",2020,0,"NOP","NOP-2020",-7,FALSE
"22",22,"WAS",97,"OKC",85,"201910250OKC",2020,0,"OKC","OKC-2020",-12,FALSE
"23",23,"PHO",107,"DEN",108,"201910250DEN",2020,1,"DEN","DEN-2020",1,FALSE
"24",24,"POR",122,"SAC",112,"201910250SAC",2020,0,"SAC","SAC-2020",-10,FALSE
"25",25,"UTA",86,"LAL",95,"201910250LAL",2020,1,"LAL","LAL-2020",9,FALSE
"26",26,"MIA",131,"MIL",126,"201910260MIL",2020,0,"MIL","MIL-2020",-5,FALSE
"27",27,"PHI",117,"DET",111,"201910260DET",2020,0,"DET","DET-2020",-6,FALSE
"28",28,"ORL",99,"ATL",103,"201910260ATL",2020,1,"ATL","ATL-2020",4,FALSE
"29",29,"BOS",118,"NYK",95,"201910260NYK",2020,0,"NYK","NYK-2020",-23,FALSE
"30",30,"TOR",108,"CHI",84,"201910260CHI",2020,0,"CHI","CHI-2020",-24,FALSE
"31",31,"IND",99,"CLE",110,"201910260CLE",2020,1,"CLE","CLE-2020",11,FALSE
"32",32,"NOP",123,"HOU",126,"201910260HOU",2020,1,"HOU","HOU-2020",3,FALSE
"33",33,"WAS",122,"SAS",124,"201910260SAS",2020,1,"SAS","SAS-2020",2,FALSE
"34",34,"SAC",81,"UTA",113,"201910260UTA",2020,1,"UTA","UTA-2020",32,FALSE
"35",35,"LAC",122,"PHO",130,"201910260PHO",2020,1,"PHO","PHO-2020",8,FALSE
"36",36,"GSW",92,"OKC",120,"201910270OKC",2020,1,"OKC","OKC-2020",28,FALSE
"37",37,"BRK",133,"MEM",134,"201910270MEM",2020,1,"MEM","MEM-2020",1,FALSE
"38",38,"POR",121,"DAL",119,"201910270DAL",2020,0,"DAL","DAL-2020",-2,FALSE
"39",39,"MIA",109,"MIN",116,"201910270MIN",2020,1,"MIN","MIN-2020",7,FALSE
"40",40,"CHO",101,"LAL",120,"201910270LAL",2020,1,"LAL","LAL-2020",19,FALSE
"41",41,"CHI",98,"NYK",105,"201910280NYK",2020,1,"NYK","NYK-2020",7,FALSE
"42",42,"IND",94,"DET",96,"201910280DET",2020,1,"DET","DET-2020",2,FALSE
"43",43,"ORL",95,"TOR",104,"201910280TOR",2020,1,"TOR","TOR-2020",9,FALSE
"44",44,"PHI",105,"ATL",103,"201910280ATL",2020,0,"ATL","ATL-2020",-2,FALSE
"45",45,"OKC",112,"HOU",116,"201910280HOU",2020,1,"HOU","HOU-2020",4,FALSE
"46",46,"CLE",112,"MIL",129,"201910280MIL",2020,1,"MIL","MIL-2020",17,FALSE
"47",47,"GSW",134,"NOP",123,"201910280NOP",2020,0,"NOP","NOP-2020",-11,FALSE
"48",48,"POR",110,"SAS",113,"201910280SAS",2020,1,"SAS","SAS-2020",3,FALSE
"49",49,"UTA",96,"PHO",95,"201910280PHO",2020,0,"PHO","PHO-2020",-1,FALSE
"50",50,"DEN",101,"SAC",94,"201910280SAC",2020,0,"SAC","SAC-2020",-7,FALSE
"51",51,"CHO",96,"LAC",111,"201910280LAC",2020,1,"LAC","LAC-2020",15,FALSE
"52",52,"ATL",97,"MIA",112,"201910290MIA",2020,1,"MIA","MIA-2020",15,FALSE
"53",53,"DAL",109,"DEN",106,"201910290DEN",2020,0,"DEN","DEN-2020",-3,FALSE
"54",54,"MEM",91,"LAL",120,"201910290LAL",2020,1,"LAL","LAL-2020",29,FALSE
"55",55,"CHI",111,"CLE",117,"201910300CLE",2020,1,"CLE","CLE-2020",6,FALSE
"56",56,"NYK",83,"ORL",95,"201910300ORL",2020,1,"ORL","ORL-2020",12,FALSE
"57",57,"MIN",95,"PHI",117,"201910300PHI",2020,1,"PHI","PHI-2020",22,FALSE
"58",58,"MIL",105,"BOS",116,"201910300BOS",2020,1,"BOS","BOS-2020",11,FALSE
"59",59,"IND",118,"BRK",108,"201910300BRK",2020,0,"BRK","BRK-2020",-10,FALSE
"60",60,"DET",113,"TOR",125,"201910300TOR",2020,1,"TOR","TOR-2020",12,FALSE
"61",61,"POR",102,"OKC",99,"201910300OKC",2020,0,"OKC","OKC-2020",-3,FALSE
"62",62,"HOU",159,"WAS",158,"201910300WAS",2020,0,"WAS","WAS-2020",-1,FALSE
"63",63,"CHO",118,"SAC",111,"201910300SAC",2020,0,"SAC","SAC-2020",-7,FALSE
"64",64,"LAC",96,"UTA",110,"201910300UTA",2020,1,"UTA","UTA-2020",14,FALSE
"65",65,"PHO",121,"GSW",110,"201910300GSW",2020,0,"GSW","GSW-2020",-11,FALSE
"66",66,"MIA",106,"ATL",97,"201910310ATL",2020,0,"ATL","ATL-2020",-9,FALSE
"67",67,"DEN",107,"NOP",122,"201910310NOP",2020,1,"NOP","NOP-2020",15,FALSE
"68",68,"SAS",97,"LAC",103,"201910310LAC",2020,1,"LAC","LAC-2020",6,FALSE
"69",69,"HOU",116,"BRK",123,"201911010BRK",2020,1,"BRK","BRK-2020",7,FALSE
"70",70,"CLE",95,"IND",102,"201911010IND",2020,1,"IND","IND-2020",7,FALSE
"71",71,"MIL",123,"ORL",91,"201911010ORL",2020,0,"ORL","ORL-2020",-32,FALSE
"72",72,"NYK",102,"BOS",104,"201911010BOS",2020,1,"BOS","BOS-2020",2,FALSE
"73",73,"DET",106,"CHI",112,"201911010CHI",2020,1,"CHI","CHI-2020",6,FALSE
"74",74,"LAL",119,"DAL",110,"201911010DAL",2020,0,"DAL","DAL-2020",-9,FALSE
"75",75,"UTA",101,"SAC",102,"201911010SAC",2020,1,"SAC","SAC-2020",1,FALSE
"76",76,"SAS",127,"GSW",110,"201911010GSW",2020,0,"GSW","GSW-2020",-17,FALSE
"77",77,"NOP",104,"OKC",115,"201911020OKC",2020,1,"OKC","OKC-2020",11,FALSE
"78",78,"BRK",109,"DET",113,"201911020DET",2020,1,"DET","DET-2020",4,FALSE
"79",79,"DEN",91,"ORL",87,"201911020ORL",2020,0,"ORL","ORL-2020",-4,FALSE
"80",80,"PHO",114,"MEM",105,"201911020MEM",2020,0,"MEM","MEM-2020",-9,FALSE
"81",81,"TOR",105,"MIL",115,"201911020MIL",2020,1,"MIL","MIL-2020",10,FALSE
"82",82,"MIN",131,"WAS",109,"201911020WAS",2020,0,"WAS","WAS-2020",-22,FALSE
"83",83,"CHO",93,"GSW",87,"201911020GSW",2020,0,"GSW","GSW-2020",-6,FALSE
"84",84,"PHI",129,"POR",128,"201911020POR",2020,0,"POR","POR-2020",-1,FALSE
"85",85,"CHI",95,"IND",108,"201911030IND",2020,1,"IND","IND-2020",13,FALSE
"86",86,"HOU",100,"MIA",129,"201911030MIA",2020,1,"MIA","MIA-2020",29,FALSE
"87",87,"SAC",113,"NYK",92,"201911030NYK",2020,0,"NYK","NYK-2020",-21,FALSE
"88",88,"LAL",103,"SAS",96,"201911030SAS",2020,0,"SAS","SAS-2020",-7,FALSE
"89",89,"DAL",131,"CLE",111,"201911030CLE",2020,0,"CLE","CLE-2020",-20,FALSE
"90",90,"UTA",94,"LAC",105,"201911030LAC",2020,1,"LAC","LAC-2020",11,FALSE
"91",91,"DET",99,"WAS",115,"201911040WAS",2020,1,"WAS","WAS-2020",16,FALSE
"92",92,"NOP",125,"BRK",135,"201911040BRK",2020,1,"BRK","BRK-2020",10,FALSE
"93",93,"HOU",107,"MEM",100,"201911040MEM",2020,0,"MEM","MEM-2020",-7,FALSE
"94",94,"MIL",134,"MIN",106,"201911040MIN",2020,0,"MIN","MIN-2020",-28,FALSE
"95",95,"PHI",109,"PHO",114,"201911040PHO",2020,1,"PHO","PHO-2020",5,FALSE
"96",96,"POR",118,"GSW",127,"201911040GSW",2020,1,"GSW","GSW-2020",9,FALSE
"97",97,"IND",120,"CHO",122,"201911050CHO",2020,0,"IND","IND-2020",-2,FALSE
"98",98,"BOS",119,"CLE",113,"201911050CLE",2020,0,"CLE","CLE-2020",-6,FALSE
"99",99,"SAS",100,"ATL",108,"201911050ATL",2020,1,"ATL","ATL-2020",8,FALSE
"100",100,"LAL",118,"CHI",112,"201911050CHI",2020,0,"CHI","CHI-2020",-6,FALSE
"101",101,"ORL",94,"OKC",102,"201911050OKC",2020,1,"OKC","OKC-2020",8,FALSE
"102",102,"MIA",89,"DEN",109,"201911050DEN",2020,1,"DEN","DEN-2020",20,FALSE
"103",103,"NYK",102,"DET",122,"201911060DET",2020,1,"DET","DET-2020",20,FALSE
"104",104,"WAS",106,"IND",121,"201911060IND",2020,1,"IND","IND-2020",15,FALSE
"105",105,"CHI",113,"ATL",93,"201911060ATL",2020,0,"ATL","ATL-2020",-20,FALSE
"106",106,"GSW",112,"HOU",129,"201911060HOU",2020,1,"HOU","HOU-2020",17,FALSE
"107",107,"SAC",120,"TOR",124,"201911060TOR",2020,1,"TOR","TOR-2020",4,FALSE
"108",108,"MIN",121,"MEM",137,"201911060MEM",2020,1,"MEM","MEM-2020",16,FALSE
"109",109,"ORL",106,"DAL",107,"201911060DAL",2020,1,"DAL","DAL-2020",1,FALSE
"110",110,"PHI",104,"UTA",106,"201911060UTA",2020,1,"UTA","UTA-2020",2,FALSE
"111",111,"MIL",129,"LAC",124,"201911060LAC",2020,0,"LAC","LAC-2020",-5,FALSE
"112",112,"BOS",108,"CHO",87,"201911070CHO",2020,1,"BOS","BOS-2020",21,FALSE
"113",113,"OKC",112,"SAS",121,"201911070SAS",2020,1,"SAS","SAS-2020",9,FALSE
"114",114,"MIA",124,"PHO",108,"201911070PHO",2020,0,"PHO","PHO-2020",-16,FALSE
"115",115,"POR",101,"LAC",107,"201911070LAC",2020,1,"LAC","LAC-2020",6,FALSE
"116",116,"DET",106,"IND",112,"201911080IND",2020,1,"IND","IND-2020",6,FALSE
"117",117,"MEM",86,"ORL",118,"201911080ORL",2020,1,"ORL","ORL-2020",32,FALSE
"118",118,"CLE",113,"WAS",100,"201911080WAS",2020,0,"WAS","WAS-2020",-13,FALSE
"119",119,"SAC",121,"ATL",109,"201911080ATL",2020,0,"ATL","ATL-2020",-12,FALSE
"120",120,"GSW",119,"MIN",125,"201911080MIN",2020,1,"MIN","MIN-2020",6,FALSE
"121",121,"TOR",122,"NOP",104,"201911080NOP",2020,0,"NOP","NOP-2020",-18,FALSE
"122",122,"NYK",106,"DAL",102,"201911080DAL",2020,0,"DAL","DAL-2020",-4,FALSE
"123",123,"PHI",97,"DEN",100,"201911080DEN",2020,1,"DEN","DEN-2020",3,FALSE
"124",124,"MIL",100,"UTA",103,"201911080UTA",2020,1,"UTA","UTA-2020",3,FALSE
"125",125,"BRK",119,"POR",115,"201911080POR",2020,0,"POR","POR-2020",-4,FALSE
"126",126,"MIA",80,"LAL",95,"201911080LAL",2020,1,"LAL","LAL-2020",15,FALSE
"127",127,"BOS",135,"SAS",115,"201911090SAS",2020,0,"SAS","SAS-2020",-20,FALSE
"128",128,"NOP",115,"CHO",110,"201911090CHO",2020,1,"NOP","NOP-2020",5,FALSE
"129",129,"HOU",117,"CHI",94,"201911090CHI",2020,0,"CHI","CHI-2020",-23,FALSE
"130",130,"DAL",138,"MEM",122,"201911090MEM",2020,0,"MEM","MEM-2020",-16,FALSE
"131",131,"GSW",108,"OKC",114,"201911090OKC",2020,1,"OKC","OKC-2020",6,FALSE
"132",132,"DEN",100,"MIN",98,"201911100MIN",2020,0,"MIN","MIN-2020",-2,FALSE
"133",133,"IND",109,"ORL",102,"201911100ORL",2020,0,"ORL","ORL-2020",-7,FALSE
"134",134,"CHO",106,"PHI",114,"201911100PHI",2020,1,"PHI","PHI-2020",8,FALSE
"135",135,"MIL",121,"OKC",119,"201911100OKC",2020,0,"OKC","OKC-2020",-2,FALSE
"136",136,"CLE",108,"NYK",87,"201911100NYK",2020,0,"NYK","NYK-2020",-21,FALSE
"137",137,"BRK",112,"PHO",138,"201911100PHO",2020,1,"PHO","PHO-2020",26,FALSE
"138",138,"ATL",113,"POR",124,"201911100POR",2020,1,"POR","POR-2020",11,FALSE
"139",139,"TOR",113,"LAL",104,"201911100LAL",2020,0,"LAL","LAL-2020",-9,FALSE
"140",140,"MIN",120,"DET",114,"201911110DET",2020,0,"DET","DET-2020",-6,FALSE
"141",141,"DAL",106,"BOS",116,"201911110BOS",2020,1,"BOS","BOS-2020",10,FALSE
"142",142,"MEM",113,"SAS",109,"201911110SAS",2020,0,"SAS","SAS-2020",-4,FALSE
"143",143,"HOU",122,"NOP",116,"201911110NOP",2020,0,"NOP","NOP-2020",-6,FALSE
"144",144,"UTA",122,"GSW",108,"201911110GSW",2020,0,"GSW","GSW-2020",-14,FALSE
"145",145,"TOR",88,"LAC",98,"201911110LAC",2020,1,"LAC","LAC-2020",10,FALSE
"146",146,"OKC",85,"IND",111,"201911120IND",2020,1,"IND","IND-2020",26,FALSE
"147",147,"CLE",97,"PHI",98,"201911120PHI",2020,1,"PHI","PHI-2020",1,FALSE
"148",148,"DET",108,"MIA",117,"201911120MIA",2020,1,"MIA","MIA-2020",9,FALSE
"149",149,"NYK",102,"CHI",120,"201911120CHI",2020,1,"CHI","CHI-2020",18,FALSE
"150",150,"ATL",125,"DEN",121,"201911120DEN",2020,0,"DEN","DEN-2020",-4,FALSE
"151",151,"LAL",123,"PHO",115,"201911120PHO",2020,0,"PHO","PHO-2020",-8,FALSE
"152",152,"BRK",114,"UTA",119,"201911120UTA",2020,1,"UTA","UTA-2020",5,FALSE
"153",153,"POR",99,"SAC",107,"201911120SAC",2020,1,"SAC","SAC-2020",8,FALSE
"154",154,"MEM",119,"CHO",117,"201911130CHO",2020,1,"MEM","MEM-2020",2,FALSE
"155",155,"PHI",97,"ORL",112,"201911130ORL",2020,1,"ORL","ORL-2020",15,FALSE
"156",156,"WAS",133,"BOS",140,"201911130BOS",2020,1,"BOS","BOS-2020",7,FALSE
"157",157,"LAC",93,"HOU",102,"201911130HOU",2020,1,"HOU","HOU-2020",9,FALSE
"158",158,"SAS",114,"MIN",129,"201911130MIN",2020,1,"MIN","MIN-2020",15,FALSE
"159",159,"GSW",94,"LAL",120,"201911130LAL",2020,1,"LAL","LAL-2020",26,FALSE
"160",160,"TOR",114,"POR",106,"201911130POR",2020,0,"POR","POR-2020",-8,FALSE
"161",161,"MIA",108,"CLE",97,"201911140CLE",2020,0,"CLE","CLE-2020",-11,FALSE
"162",162,"CHI",115,"MIL",124,"201911140MIL",2020,1,"MIL","MIL-2020",9,FALSE
"163",163,"LAC",127,"NOP",132,"201911140NOP",2020,1,"NOP","NOP-2020",5,FALSE
"164",164,"DAL",103,"NYK",106,"201911140NYK",2020,1,"NYK","NYK-2020",3,FALSE
"165",165,"ATL",112,"PHO",128,"201911140PHO",2020,1,"PHO","PHO-2020",16,FALSE
"166",166,"BRK",93,"DEN",101,"201911140DEN",2020,1,"DEN","DEN-2020",8,FALSE
"167",167,"DET",106,"CHO",109,"201911150CHO",2020,0,"DET","DET-2020",-3,FALSE
"168",168,"SAS",109,"ORL",111,"201911150ORL",2020,1,"ORL","ORL-2020",2,FALSE
"169",169,"IND",102,"HOU",111,"201911150HOU",2020,1,"HOU","HOU-2020",9,FALSE
"170",170,"UTA",106,"MEM",107,"201911150MEM",2020,1,"MEM","MEM-2020",1,FALSE
"171",171,"WAS",137,"MIN",116,"201911150MIN",2020,0,"MIN","MIN-2020",-21,FALSE
"172",172,"PHI",119,"OKC",127,"201911150OKC",2020,1,"OKC","OKC-2020",8,FALSE
"173",173,"BOS",105,"GSW",100,"201911150GSW",2020,0,"GSW","GSW-2020",-5,FALSE
"174",174,"SAC",97,"LAL",99,"201911150LAL",2020,1,"LAL","LAL-2020",2,FALSE
"175",175,"BRK",117,"CHI",111,"201911160CHI",2020,0,"CHI","CHI-2020",-6,FALSE
"176",176,"MIL",102,"IND",83,"201911160IND",2020,0,"IND","IND-2020",-19,FALSE
"177",177,"CHO",103,"NYK",102,"201911160NYK",2020,0,"NYK","NYK-2020",-1,FALSE
"178",178,"NOP",94,"MIA",109,"201911160MIA",2020,1,"MIA","MIA-2020",15,FALSE
"179",179,"HOU",125,"MIN",105,"201911160MIN",2020,0,"MIN","MIN-2020",-20,FALSE
"180",180,"TOR",102,"DAL",110,"201911160DAL",2020,1,"DAL","DAL-2020",8,FALSE
"181",181,"POR",121,"SAS",116,"201911160SAS",2020,0,"SAS","SAS-2020",-5,FALSE
"182",182,"ATL",101,"LAC",150,"201911160LAC",2020,1,"LAC","LAC-2020",49,FALSE
"183",183,"PHI",114,"CLE",95,"201911170CLE",2020,0,"CLE","CLE-2020",-19,FALSE
"184",184,"BOS",99,"SAC",100,"201911170SAC",2020,1,"SAC","SAC-2020",1,FALSE
"185",185,"DEN",131,"MEM",114,"201911170MEM",2020,0,"MEM","MEM-2020",-17,FALSE
"186",186,"WAS",121,"ORL",125,"201911170ORL",2020,1,"ORL","ORL-2020",4,FALSE
"187",187,"GSW",100,"NOP",108,"201911170NOP",2020,1,"NOP","NOP-2020",8,FALSE
"188",188,"ATL",101,"LAL",122,"201911170LAL",2020,1,"LAL","LAL-2020",21,FALSE
"189",189,"CLE",105,"NYK",123,"201911180NYK",2020,1,"NYK","NYK-2020",18,FALSE
"190",190,"IND",115,"BRK",86,"201911180BRK",2020,0,"BRK","BRK-2020",-29,FALSE
"191",191,"CHO",96,"TOR",132,"201911180TOR",2020,1,"TOR","TOR-2020",36,FALSE
"192",192,"MIL",115,"CHI",101,"201911180CHI",2020,0,"CHI","CHI-2020",-14,FALSE
"193",193,"POR",108,"HOU",132,"201911180HOU",2020,1,"HOU","HOU-2020",24,FALSE
"194",194,"SAS",110,"DAL",117,"201911180DAL",2020,1,"DAL","DAL-2020",7,FALSE
"195",195,"BOS",99,"PHO",85,"201911180PHO",2020,0,"PHO","PHO-2020",-14,FALSE
"196",196,"MIN",112,"UTA",102,"201911180UTA",2020,0,"UTA","UTA-2020",-10,FALSE
"197",197,"OKC",88,"LAC",90,"201911180LAC",2020,1,"LAC","LAC-2020",2,FALSE
"198",198,"GSW",114,"MEM",95,"201911190MEM",2020,0,"MEM","MEM-2020",-19,FALSE
"199",199,"POR",104,"NOP",115,"201911190NOP",2020,1,"NOP","NOP-2020",11,FALSE
"200",200,"PHO",116,"SAC",120,"201911190SAC",2020,1,"SAC","SAC-2020",4,FALSE
"201",201,"OKC",107,"LAL",112,"201911190LAL",2020,1,"LAL","LAL-2020",5,FALSE
"202",202,"NYK",104,"PHI",109,"201911200PHI",2020,1,"PHI","PHI-2020",5,FALSE
"203",203,"SAS",132,"WAS",138,"201911200WAS",2020,1,"WAS","WAS-2020",6,FALSE
"204",204,"MIL",135,"ATL",127,"201911200ATL",2020,0,"ATL","ATL-2020",-8,FALSE
"205",205,"CHO",91,"BRK",101,"201911200BRK",2020,1,"BRK","BRK-2020",10,FALSE
"206",206,"GSW",94,"DAL",142,"201911200DAL",2020,1,"DAL","DAL-2020",48,FALSE
"207",207,"CLE",100,"MIA",124,"201911200MIA",2020,1,"MIA","MIA-2020",24,FALSE
"208",208,"ORL",97,"TOR",113,"201911200TOR",2020,1,"TOR","TOR-2020",16,FALSE
"209",209,"DET",89,"CHI",109,"201911200CHI",2020,1,"CHI","CHI-2020",20,FALSE
"210",210,"UTA",103,"MIN",95,"201911200MIN",2020,0,"MIN","MIN-2020",-8,FALSE
"211",211,"HOU",95,"DEN",105,"201911200DEN",2020,1,"DEN","DEN-2020",10,FALSE
"212",212,"BOS",104,"LAC",107,"201911200LAC",2020,1,"LAC","LAC-2020",3,FALSE
"213",213,"POR",129,"MIL",137,"201911210MIL",2020,1,"MIL","MIL-2020",8,FALSE
"214",214,"NOP",124,"PHO",121,"201911210PHO",2020,0,"PHO","PHO-2020",-3,FALSE
"215",215,"ATL",103,"DET",128,"201911220DET",2020,1,"DET","DET-2020",25,FALSE
"216",216,"CHO",118,"WAS",125,"201911220WAS",2020,1,"WAS","WAS-2020",7,FALSE
"217",217,"SAC",97,"BRK",116,"201911220BRK",2020,1,"BRK","BRK-2020",19,FALSE
"218",218,"MIA",116,"CHI",108,"201911220CHI",2020,0,"CHI","CHI-2020",-8,FALSE
"219",219,"LAL",130,"OKC",127,"201911220OKC",2020,0,"OKC","OKC-2020",-3,FALSE
"220",220,"SAS",104,"PHI",115,"201911220PHI",2020,1,"PHI","PHI-2020",11,FALSE
"221",221,"CLE",101,"DAL",143,"201911220DAL",2020,1,"DAL","DAL-2020",42,FALSE
"222",222,"BOS",92,"DEN",96,"201911220DEN",2020,1,"DEN","DEN-2020",4,FALSE
"223",223,"GSW",109,"UTA",113,"201911220UTA",2020,1,"UTA","UTA-2020",4,FALSE
"224",224,"HOU",119,"LAC",122,"201911220LAC",2020,1,"LAC","LAC-2020",3,FALSE
"225",225,"PHO",100,"MIN",98,"201911230MIN",2020,0,"MIN","MIN-2020",-2,FALSE
"226",226,"CHI",116,"CHO",115,"201911230CHO",2020,1,"CHI","CHI-2020",1,FALSE
"227",227,"ORL",106,"IND",111,"201911230IND",2020,1,"IND","IND-2020",5,FALSE
"228",228,"TOR",119,"ATL",116,"201911230ATL",2020,0,"ATL","ATL-2020",-3,FALSE
"229",229,"SAS",111,"NYK",104,"201911230NYK",2020,0,"NYK","NYK-2020",-7,FALSE
"230",230,"MIA",86,"PHI",113,"201911230PHI",2020,1,"PHI","PHI-2020",27,FALSE
"231",231,"POR",104,"CLE",110,"201911230CLE",2020,1,"CLE","CLE-2020",6,FALSE
"232",232,"LAL",109,"MEM",108,"201911230MEM",2020,0,"MEM","MEM-2020",-1,FALSE
"233",233,"DET",90,"MIL",104,"201911230MIL",2020,1,"MIL","MIL-2020",14,FALSE
"234",234,"NOP",120,"UTA",128,"201911230UTA",2020,1,"UTA","UTA-2020",8,FALSE
"235",235,"DAL",137,"HOU",123,"201911240HOU",2020,0,"HOU","HOU-2020",-14,FALSE
"236",236,"BRK",103,"NYK",101,"201911240NYK",2020,0,"NYK","NYK-2020",-2,FALSE
"237",237,"SAC",113,"WAS",106,"201911240WAS",2020,0,"WAS","WAS-2020",-7,FALSE
"238",238,"PHO",104,"DEN",116,"201911240DEN",2020,1,"DEN","DEN-2020",12,FALSE
"239",239,"NOP",109,"LAC",134,"201911240LAC",2020,1,"LAC","LAC-2020",25,FALSE
"240",240,"BRK",108,"CLE",106,"201911250CLE",2020,0,"CLE","CLE-2020",-2,FALSE
"241",241,"ORL",88,"DET",103,"201911250DET",2020,1,"DET","DET-2020",15,FALSE
"242",242,"MEM",114,"IND",126,"201911250IND",2020,1,"IND","IND-2020",12,FALSE
"243",243,"MIN",125,"ATL",113,"201911250ATL",2020,0,"ATL","ATL-2020",-12,FALSE
"244",244,"SAC",102,"BOS",103,"201911250BOS",2020,1,"BOS","BOS-2020",1,FALSE
"245",245,"CHO",100,"MIA",117,"201911250MIA",2020,1,"MIA","MIA-2020",17,FALSE
"246",246,"PHI",96,"TOR",101,"201911250TOR",2020,1,"TOR","TOR-2020",5,FALSE
"247",247,"POR",117,"CHI",94,"201911250CHI",2020,0,"CHI","CHI-2020",-23,FALSE
"248",248,"UTA",118,"MIL",122,"201911250MIL",2020,1,"MIL","MIL-2020",4,FALSE
"249",249,"LAL",114,"SAS",104,"201911250SAS",2020,0,"SAS","SAS-2020",-10,FALSE
"250",250,"OKC",100,"GSW",97,"201911250GSW",2020,0,"GSW","GSW-2020",-3,FALSE
"251",251,"LAC",114,"DAL",99,"201911260DAL",2020,0,"DAL","DAL-2020",-15,FALSE
"252",252,"WAS",104,"DEN",117,"201911260DEN",2020,1,"DEN","DEN-2020",13,FALSE
"253",253,"BRK",110,"BOS",121,"201911270BOS",2020,1,"BOS","BOS-2020",11,FALSE
"254",254,"DET",101,"CHO",102,"201911270CHO",2020,0,"DET","DET-2020",-1,FALSE
"255",255,"ORL",116,"CLE",104,"201911270CLE",2020,0,"CLE","CLE-2020",-12,FALSE
"256",256,"UTA",102,"IND",121,"201911270IND",2020,1,"IND","IND-2020",19,FALSE
"257",257,"SAC",91,"PHI",97,"201911270PHI",2020,1,"PHI","PHI-2020",6,FALSE
"258",258,"NYK",98,"TOR",126,"201911270TOR",2020,1,"TOR","TOR-2020",28,FALSE
"259",259,"MIA",108,"HOU",117,"201911270HOU",2020,1,"HOU","HOU-2020",9,FALSE
"260",260,"LAC",121,"MEM",119,"201911270MEM",2020,0,"MEM","MEM-2020",-2,FALSE
"261",261,"ATL",102,"MIL",111,"201911270MIL",2020,1,"MIL","MIL-2020",9,FALSE
"262",262,"MIN",113,"SAS",101,"201911270SAS",2020,0,"SAS","SAS-2020",-12,FALSE
"263",263,"WAS",140,"PHO",132,"201911270PHO",2020,0,"PHO","PHO-2020",-8,FALSE
"264",264,"LAL",114,"NOP",110,"201911270NOP",2020,0,"NOP","NOP-2020",-4,FALSE
"265",265,"OKC",119,"POR",136,"201911270POR",2020,1,"POR","POR-2020",17,FALSE
"266",266,"CHI",90,"GSW",104,"201911270GSW",2020,1,"GSW","GSW-2020",14,FALSE
"267",267,"BOS",107,"BRK",112,"201911290BRK",2020,1,"BRK","BRK-2020",5,FALSE
"268",268,"CHO",110,"DET",107,"201911290DET",2020,0,"DET","DET-2020",-3,FALSE
"269",269,"TOR",90,"ORL",83,"201911290ORL",2020,0,"ORL","ORL-2020",-7,FALSE
"270",270,"MIL",119,"CLE",110,"201911290CLE",2020,0,"CLE","CLE-2020",-9,FALSE
"271",271,"PHI",101,"NYK",95,"201911290NYK",2020,0,"NYK","NYK-2020",-6,FALSE
"272",272,"ATL",104,"IND",105,"201911290IND",2020,1,"IND","IND-2020",1,FALSE
"273",273,"UTA",103,"MEM",94,"201911290MEM",2020,0,"MEM","MEM-2020",-9,FALSE
"274",274,"GSW",105,"MIA",122,"201911290MIA",2020,1,"MIA","MIA-2020",17,FALSE
