player,VORP
lowryky01,3.4466666666666668
vanvlfr01,2.7071428571428573
siakapa01,3.7379310344827585
anunoog01,1.9055555555555557
gasolma01,3.7523809523809524
powelno01,1.882608695652174
ibakase01,0.48333333333333334
daviste02,1.6216216216216217
harremo01,3.987096774193548
willilo02,2.0323529411764705
leonaka01,6.386666666666667
beverpa01,2.7466666666666666
harklma01,0.01999999999999999
shamela01,-0.22499999999999998
greenja01,0.21212121212121215
pattepa01,0.4
zubaciv01,1.25
markkla01,0.6857142857142857
lavinza01,2.7333333333333334
cartewe01,0.5720000000000001
porteot01,2.9857142857142858
whiteco01,-0.7444444444444445
youngth01,1.0257142857142858
satorto01,-0.3305555555555556
dunnkr01,0.5821428571428572
arcidry01,-0.31290322580645163
kornelu01,-0.25294117647058817
turnemy01,2.3433333333333333
brogdma01,2.11
sabondo01,4.21875
warretj01,3.294285714285714
lambje01,1.573076923076923
sumneed01,-0.8615384615384616
holidju01,1.2052631578947368
mccontj01,1.445945945945946
mcderdo01,-0.5864864864864865
holidaa01,0.8
leaftj01,-0.23124999999999998
vucevni01,5.646875
aminual01,-0.94
gordoaa01,2.0606060606060606
fournev01,2.3742857142857146
augusdj01,-0.9607142857142857
isaacjo01,1.5250000000000001
fultzma01,0.45555555555555555
rosste01,1.1558823529411764
cartemi01,0.16818181818181818
bambamo01,0.6580645161290323
princta02,-0.4411764705882353
harrijo01,1.6405405405405404
irvinky01,8.854545454545455
leverca01,0.6111111111111112
allenja01,2.405263157894737
dinwisp01,2.0617647058823527
templga01,1.64375
jordade01,1.7580645161290323
nwabada01,-0.43
kurucro01,0.21481481481481482
winslju01,0.8333333333333333
herroty01,1.0678571428571428
nunnke01,0.935483870967742
dragigo01,2.589655172413793
adebaba01,3.675
robindu01,1.8444444444444443
olynyke01,1.8294117647058823
leoname01,0.06800000000000002
jonesde02,1.3275862068965516
silvach01,-0.08000000000000003
maconda01,-0.725
okpalkz01,-0.39999999999999997
harrito02,3.0088235294117647
simmobe01,4.4
richajo01,-0.15384615384615385
horfoal01,3.896875
embiijo01,5.475
thybuma01,1.9515151515151514
korkmfu01,0.9058823529411765
ennisja01,-1.0696969696969698
scottmi01,-0.27187500000000003
oquinky01,1.0153846153846153
miltosh01,-0.7444444444444445
netora01,-0.03478260869565217
doncilu01,6.420588235294118
finnedo01,1.5833333333333333
porzikr01,2.2551724137931033
brunsja01,0.25000000000000006
klebima01,1.3051282051282052
wrighde01,1.1289473684210527
hardati02,1.2055555555555555
curryse01,1.596875
jacksju01,-0.26571428571428574
leeco01,1.0466666666666666
aldrila01,2.992
forbebr01,-1.0032258064516129
derozde01,1.9742857142857142
lylestr01,0.30645161290322576
murrade01,1.8242424242424242
whitede01,1.822857142857143
gayru01,0.6787878787878788
belinma01,0.3241379310344828
millspa02,1.221875
poeltja01,1.996875
goberru01,4.1382352941176475
mitchdo01,2.762857142857143
inglejo01,0.586111111111111
onealro01,2.511111111111111
conlemi01,2.0375
bogdabo02,1.6875
mudiaem01,0.26
greenje02,1.448
davised01,-0.1285714285714286
niangge01,1.0484848484848486
aytonde01,1.4000000000000001
bookede01,2.5789473684210527
oubreke01,1.5866666666666667
rubiori01,1.9833333333333334
bridgmi01,1.125
saricda01,0.7594594594594595
kaminfr01,0.8227272727272726
carteje01,1.206896551724138
johnsty01,-0.2217391304347826
baynear01,0.8423076923076923
diallch01,0.026086956521739115
harpeja01,-1
okoboel01,0.64
lillada01,7.821212121212121
mccolcj01,1.8823529411764706
hoodro01,2.6875
colliza01,-1
whiteha01,3.45
bazemke01,-0.5419354838709677
hezonma01,-0.6869565217391305
tollian01,-0.3166666666666667
simonan01,-1.3323529411764705
labissk01,-0.006249999999999997
drumman01,2.6062499999999997
snellto01,0.03999999999999995
kennalu01,0.8117647058823529
gallola01,0.7085714285714286
morrima02,-0.4142857142857143
rosede01,1.9307692307692308
makerth01,0.415625
brownbr01,1.1741935483870967
jacksre01,1.1166666666666667
fraziti01,0.35
tuckepj01,-0.02162162162162163
hardeja01,9.156756756756756
westbru01,4.33
capelca01,3.1941176470588233
gordoer01,-2.216666666666667
houseda01,0.896875
mclembe01,0.16388888888888886
riverau01,-0.7176470588235294
chandty01,0.14615384615384616
sefolth01,0.3363636363636363
russeda01,2.088
pascher01,-0.024999999999999956
robingl02,0.0033333333333333457
curryst01,0.16666666666666655
greendr01,0.5708333333333333
evansja02,-2.164285714285714
poolejo01,-2.1166666666666667
chrisma01,1.3161290322580645
spellom01,0.9454545454545455
looneke01,-1.8153846153846154
leeda03,0.4344827586206897
bowmaky01,-1.1923076923076923
brownja02,2.2928571428571427
haywago01,3.937037037037037
walkeke02,3.9966666666666666
tatumja01,3.9714285714285715
smartma01,3.23
willigr01,-0.19722222222222224
theisda01,2.33125
williro04,2.1142857142857143
wanambr01,-0.2105263157894737
ojelese01,-0.07777777777777778
greenja02,0.1206896551724138
wiggian01,1.6933333333333334
townska01,6.2105263157894735
okogijo01,-0.15161290322580642
laymaja01,-1.3083333333333333
grahatr01,-1.4066666666666667
teaguje01,0.784375
napiesh01,1.18
covinro01,1.6222222222222222
vonleno01,0.19047619047619047
culveja01,-1.63125
dienggo01,0.453125
belljo01,0.4416666666666667
martike03,-1.5266666666666666
jacksja02,1.5166666666666668
crowdja01,1.0771428571428572
brookdi01,-0.3605263157894737
moranja01,2.66
clarkbr01,2.232258064516129
anderky01,1.075
jonesty01,0.18823529411764706
valanjo01,3.172222222222222
allengr01,-0.3842105263157895
gudurma01,-1.065217391304348
balllo01,1.8903225806451613
holidjr01,2.990625
ingrabr01,2.28125
hartjo01,1.0058823529411764
favorde01,1.7214285714285715
redicjj01,1.85625
willike04,0.8588235294117648
alexani01,-0.7833333333333333
jacksfr01,-0.678125
mellini01,0.03437500000000003
okafoja01,0.74
gilgesh01,3.386842105263158
paulch01,4.205405405405405
gallida01,3.888235294117647
adamsst01,2.8156250000000003
schrode01,0.7114285714285714
fergute01,-1.3484848484848484
diallha01,-0.364
bazleda01,0.5303030303030303
naderab01,0.1035714285714286
muscami01,0.09629629629629631
noelne01,1.9303030303030302
burtode02,-0.59
murraja01,1.7424242424242424
jokicni01,6.8578947368421055
harriga01,0.29333333333333333
grantje01,1.0394736842105263
beaslma01,-0.10400000000000005
craigto01,0.5448275862068965
millspa01,2.28
bartowi01,1.565625
morrimo01,0.7921052631578948
plumlma01,1.503030303030303
foxde01,3.533333333333333
barneha02,0.7694444444444444
hieldbu01,1.761111111111111
bogdabo01,2
bjeline01,2.4388888888888887
arizatr01,0.5516129032258065
dedmode01,-2.389473684210526
holmeri01,2.1
josepco01,0.08888888888888892
ferreyo01,0.06363636363636364
gabriwe01,-0.475
jamesju01,-0.08823529411764704
swanica01,-0.8214285714285714
davisan02,7.903225806451613
jamesle01,8.041176470588235
greenda02,1.5514285714285714
bradlav01,-0.308
danietr01,0.3136363636363637
cookqu01,-0.7913043478260869
caldwke01,0.009090909090909087
carusal01,0.821875
howardw01,0.8727272727272728
mcgeeja01,1.3685714285714285
dudleja01,0.16818181818181818
norveza01,-0.4750000000000001
antetko01,-0.05
middlkh01,3.8096774193548386
antetgi01,9.865625
lopezbr01,1.1911764705882353
bledser01,2.1870967741935483
matthwe02,0.7028571428571428
hillge01,2.526666666666667
ilyaser01,1.593939393939394
korveky01,0.875
connapa01,1.6911764705882353
lopezro01,-0.05151515151515151
brownst02,-0.4148148148148148
woodch01,2.053125
youngtr01,5.024242424242424
collijo01,3.1954545454545453
bembrde01,0.1380952380952381
reddica01,-1.2033333333333334
huntede01,-0.934375
huertke01,0.9838709677419355
lenal01,0.5555555555555556
parkeja01,1.3944444444444446
cartevi01,-0.4294117647058824
turneev01,-0.74
jonesda03,0.12413793103448276
fernabr01,0.04666666666666666
barrerj01,-0.45
paytoel01,1.86
randlju01,0.9088235294117647
morrima03,0.6799999999999999
portibo01,0.2257142857142857
knoxke01,-0.7529411764705882
trieral01,0.12999999999999998
robinmi01,2.7848484848484847
smithde03,-1.39
gibsota01,0.6060606060606061
dotsoda01,0.2740740740740741
ntilila01,-1.103125
harrish01,1.616
valende01,1.6888888888888889
gaffoda01,0.5038461538461539
thomptr01,-0.39032258064516134
loveke01,3.8483870967741933
sextoco01,0.16944444444444445
garlada01,-3.1225806451612903
osmande01,-0.5527777777777778
porteke02,-0.26428571428571423
nancela02,2.4709677419354836
dellama01,-1.3096774193548388
clarkjo01,1.4666666666666668
hensojo01,1.0047619047619047
cookty01,0.5833333333333334
mckinal01,-1.540909090909091
walkelo01,0.12000000000000001
kiddst01,-2.05
bradlto01,0.7903225806451613
willini01,-0.028571428571428605
johnsca02,1.2676470588235293
pattoju01,-1.05
hillso01,0.10312499999999998
ellinwa01,-0.10999999999999995
mccawpa01,0.17499999999999996
bouchch01,0.8647058823529411
divindo01,1.0323529411764707
wilsodj01,-0.2529411764705882
hayesja02,1.1333333333333333
mannte01,0.11176470588235285
robinje01,0.6580645161290323
waltode01,-0.9
kabenmf01,0.47500000000000003
butleji01,5.010344827586207
boldejo01,-0.55
edwarca01,-0.74
langfro01,0.04
musadz01,-0.5782608695652174
pinsoth01,-0.5894736842105263
thomama02,1.415
bealbr01,2.6666666666666665
hachiru01,-0.6920000000000001
bryanth01,1.7619047619047619
bertada01,2.8692307692307693
bongais01,-0.393939393939394
thomais02,-1.3857142857142857
smithis01,0.6705882352941177
browntr01,-0.027027027027027105
wagnemo01,-0.1666666666666667
burksal01,1.20625
caulewi01,1.621212121212121
wallaty01,-1.6166666666666667
mcgruro01,-0.39333333333333337
bitadgo01,0.07037037037037037
sampsja02,0.11111111111111112
birchkh01,0.12083333333333333
iwundwe01,0.17931034482758623
frazime01,-0.48333333333333334
jeffeam01,-0.5333333333333333
magetjo01,-0.7999999999999999
poirivi01,-0.09333333333333332
poweldw01,1.518181818181818
marjabo01,1.1
mykhasv01,-0.5689655172413793
cabocbr01,0.17777777777777778
schofad01,-0.28421052631578947
robinju01,-0.42
trentga02,0.5620689655172414
johnsja01,1.1266666666666667
brazdig01,0.6499999999999999
carrode01,-0.5071428571428571
knighbr03,-0.6636363636363636
milescj01,-1.8800000000000001
hutchch01,0.6384615384615385
portemi01,0.596551724137931
hernaju01,-1.0136363636363637
vandeja01,-0.5800000000000001
thomakh01,-1.2
bonejo01,-1.1714285714285715
johnsal02,0.12499999999999997
brownch02,0.30000000000000004
clemoch01,-0.09374999999999999
bareajo01,0.23750000000000002
metuch01,0.4444444444444445
mcraejo01,1.4263157894736842
mclaujo01,0.29375
mooreet01,-0.4689655172413793
littlna01,-0.10399999999999997
kuzmaky01,-0.5225806451612903
meltode01,0.8222222222222222
konchjo01,0.7
watanyu01,0.17142857142857146
burketr01,1.6
brownmo01,-0.8500000000000001
hoardja01,-0.2571428571428571
griffbl01,-0.6923076923076923
kanteen01,1.770967741935484
bowenbr02,-1.3877787807814457e-17
mitrona01,-0.6333333333333333
hasleud01,-1.5
gilesha01,-0.7086956521739131
harteis01,0.7357142857142857
clarkga01,-0.013636363636363634
bateske01,0.9090909090909092
rondora01,-0.24545454545454531
georgpa01,5.495454545454545
zizican01,-0.74
grayjo01,-2.7
cheatzy01,-1.5
shumpim01,-1.2874999999999999
claxtni01,1.7249999999999996
luwawti01,0.20000000000000004
holliro01,0.17999999999999994
hernade01,-1.34
millema01,0.6125
brissos01,-0.5499999999999999
exumda01,-0.21052631578947362
crabbal01,-0.5736842105263158
broekry01,1.3857142857142857
ellenhe01,-1.2
strusma01,1
nowelja01,-0.15714285714285717
antetth01,-0.475
bendedr01,-0.8076923076923077
watertr01,-0.7999999999999999
pondssh01,0.85
anthoca01,0.08999999999999997
eubandr01,0.3181818181818181
masonfr01,-1.4
doumbse01,-1.5529411764705883
jeromty01,-0.11999999999999997
goodwbr01,-0.3263157894736842
johnsbj01,-1.2
brantja01,-2.366666666666667
mahinia01,0.9454545454545454
chiozch01,0.4785714285714286
dortlu01,-0.4235294117647059
hallde01,-1.0333333333333332
pelleno01,-0.09
onimi01,-2.6
morgaju01,-0.28571428571428575
hortota01,-1.15
baglema01,-1.4285714285714286
chandwi01,-0.6888888888888889
motlejo01,0.825
pasecan01,-2.0692307692307694
mathega01,0.5900000000000001
fallta01,1.1833333333333333
johnsst04,0.9272727272727272
cancavl01,-0.15
kinglo02,-0.5166666666666667
herveke01,-0.42
parsoch01,-3.3
smailal01,0.037500000000000006
mokokad01,-0.875
paytoga02,-0.24
willijo04,0.2000000000000001
reidna01,0.20000000000000004
tuckera01,-0.64
bullore01,-0.6375
reavejo02,-0.55
coffeam01,-0.042857142857142864
wadede01,-0.11666666666666665
watsopa01,0.9333333333333333
allenka01,0.8666666666666667
anderju01,-1.08
clevean01,-0.41666666666666663
guyky01,-1
frazimi01,-2.357142857142857
feliccr01,-0.3272727272727273
doziepj01,-1.01875
moonema01,0.8666666666666667
willizi01,2.8642857142857143
waitedi01,1.1428571428571428
smithzh01,-0.8666666666666667
lawvi01,-1.6199999999999999
vincega01,-1.55
oladivi01,-0.09090909090909088
martije02,-0.06666666666666667
boldema01,0.4
johnske04,2.5285714285714285
mikaer01,-0.5
jacksjo02,-0.011111111111111063
shayoma01,-1.95
toscaju01,-0.48
pargoje01,-1.15
jeffrda01,-0.625
newmama01,-1.8
howarwi01,0
macurjp01,-0.1
wrighju02,-1.4333333333333333
iguodan01,0.40909090909090906
willima02,1.3714285714285714
robyis01,0
kiddgmi01,-1.78
muldemy01,-3.04
uthofja01,0.7999999999999999
randlch01,-0.5
smithjr01,-2.7
thomala01,-1.4
halldo01,-1.05
nurkiju01,4.325
grantje02,-0.10000000000000009
weathqu01,-1.4
bolbo01,-0.15000000000000002
roberan03,0.5666666666666667
noahjo01,0.04999999999999999
payneca01,3
breweco01,0
lecquja01,-1.4
samanlu01,-2.4
cacokde01,0.4
mbahalu01,-3.2
