"","Visitor/Neutral","Visitor Points","Home/Neutral","Home Points","id","year","win","team","season_id","margin"
"4232","CLE","103","LAC","128","202001140LAC",2020,0,"CLE","CLE-2020",-25
"4233","DET","116","BOS","103","202001150BOS",2020,1,"DET","DET-2020",13
"4234","BRK","106","PHI","117","202001150PHI",2020,0,"BRK","BRK-2020",-11
"4235","SAS","100","MIA","106","202001150MIA",2020,0,"SAS","SAS-2020",-6
"4236","WAS","106","CHI","115","202001150CHI",2020,0,"WAS","WAS-2020",-9
"4237","IND","104","MIN","99","202001150MIN",2020,1,"IND","IND-2020",5
"4238","TOR","130","OKC","121","202001150OKC",2020,1,"TOR","TOR-2020",9
"4239","CHO","86","DEN","100","202001150DEN",2020,0,"CHO","CHH-2020",-14
"4240","POR","117","HOU","107","202001150HOU",2020,1,"POR","POR-2020",10
"4241","DAL","127","SAC","123","202001150SAC",2020,1,"DAL","DAL-2020",4
"4242","ORL","119","LAL","118","202001150LAL",2020,1,"ORL","ORL-2020",1
"4243","PHO","121","NYK","98","202001160NYK",2020,1,"PHO","PHO-2020",23
"4244","BOS","123","MIL","128","202001160MIL",2020,0,"BOS","BOS-2020",-5
"4245","UTA","132","NOP","138","202001160NOP",2020,0,"UTA","UTA-2020",-6
"4246","DEN","134","GSW","131","202001160GSW",2020,1,"DEN","DEN-2020",3
"4247","ORL","95","LAC","122","202001160LAC",2020,0,"ORL","ORL-2020",-27
"4248","MIN","114","IND","116","202001170IND",2020,0,"MIN","MIN-2020",-2
"4249","CHI","89","PHI","100","202001170PHI",2020,0,"CHI","CHI-2020",-11
"4250","WAS","111","TOR","140","202001170TOR",2020,0,"WAS","WAS-2020",-29
"4251","CLE","109","MEM","113","202001170MEM",2020,0,"CLE","CLE-2020",-4
"4252","MIA","115","OKC","108","202001170OKC",2020,1,"MIA","MIA-2020",7
"4253","ATL","121","SAS","120","202001170SAS",2020,1,"ATL","ATL-2020",1
"4254","POR","112","DAL","120","202001170DAL",2020,0,"POR","POR-2020",-8
"4255","LAC","133","NOP","130","202001180NOP",2020,1,"LAC","LAC-2020",3
"4256","MIL","117","BRK","97","202001180BRK",2020,1,"MIL","MIL-2020",20
"4257","PHO","123","BOS","119","202001180BOS",2020,1,"PHO","PHO-2020",4
"4258","DET","136","ATL","103","202001180ATL",2020,1,"DET","DET-2020",33
"4259","PHI","90","NYK","87","202001180NYK",2020,1,"PHI","PHI-2020",3
"4260","CLE","116","CHI","118","202001180CHI",2020,0,"CLE","CLE-2020",-2
"4261","TOR","122","MIN","112","202001180MIN",2020,1,"TOR","TOR-2020",10
"4262","ORL","95","GSW","109","202001180GSW",2020,0,"ORL","ORL-2020",-14
"4263","LAL","124","HOU","115","202001180HOU",2020,1,"LAL","LAL-2020",9
"4264","POR","106","OKC","119","202001180OKC",2020,0,"POR","POR-2020",-13
"4265","SAC","101","UTA","123","202001180UTA",2020,0,"SAC","SAC-2020",-22
"4266","MIA","102","SAS","107","202001190SAS",2020,0,"MIA","MIA-2020",-5
"4267","IND","115","DEN","107","202001190DEN",2020,1,"IND","IND-2020",8
"4268","DET","100","WAS","106","202001200WAS",2020,0,"DET","DET-2020",-6
"4269","TOR","122","ATL","117","202001200ATL",2020,1,"TOR","TOR-2020",5
"4270","PHI","117","BRK","111","202001200BRK",2020,1,"PHI","PHI-2020",6
"4271","ORL","106","CHO","83","202001200CHO",2020,0,"CHO","CHH-2020",-23
"4272","NYK","106","CLE","86","202001200CLE",2020,1,"NYK","NYK-2020",20
"4273","OKC","112","HOU","107","202001200HOU",2020,1,"OKC","OKC-2020",5
"4274","NOP","126","MEM","116","202001200MEM",2020,1,"NOP","NOP-2020",10
"4275","SAC","113","MIA","118","202001200MIA",2020,0,"SAC","SAC-2020",-5
"4276","CHI","98","MIL","111","202001200MIL",2020,0,"CHI","CHI-2020",-13
"4277","LAL","107","BOS","139","202001200BOS",2020,0,"LAL","LAL-2020",-32
"4278","DEN","107","MIN","100","202001200MIN",2020,1,"DEN","DEN-2020",7
"4279","SAS","120","PHO","118","202001200PHO",2020,1,"SAS","SAS-2020",2
"4280","IND","88","UTA","118","202001200UTA",2020,0,"IND","IND-2020",-30
"4281","GSW","124","POR","129","202001200POR",2020,0,"GSW","GSW-2020",-5
"4282","LAC","110","DAL","107","202001210DAL",2020,1,"LAC","LAC-2020",3
"4283","SAC","106","DET","127","202001220DET",2020,0,"SAC","SAC-2020",-21
"4284","OKC","120","ORL","114","202001220ORL",2020,1,"OKC","OKC-2020",6
"4285","PHI","95","TOR","107","202001220TOR",2020,0,"PHI","PHI-2020",-12
"4286","LAC","95","ATL","102","202001220ATL",2020,0,"LAC","LAC-2020",-7
"4287","MEM","95","BOS","119","202001220BOS",2020,0,"MEM","MEM-2020",-24
"4288","WAS","129","MIA","134","202001220MIA",2020,0,"WAS","WAS-2020",-5
"4289","LAL","100","NYK","92","202001220NYK",2020,1,"LAL","LAL-2020",8
"4290","MIN","110","CHI","117","202001220CHI",2020,0,"MIN","MIN-2020",-7
"4291","DEN","105","HOU","121","202001220HOU",2020,0,"DEN","DEN-2020",-16
"4292","IND","112","PHO","87","202001220PHO",2020,1,"IND","IND-2020",25
"4293","SAS","121","NOP","117","202001220NOP",2020,1,"SAS","SAS-2020",4
"4294","UTA","129","GSW","96","202001220GSW",2020,1,"UTA","UTA-2020",33
"4295","WAS","124","CLE","112","202001230CLE",2020,1,"WAS","WAS-2020",12
"4296","LAL","128","BRK","113","202001230BRK",2020,1,"LAL","LAL-2020",15
"4297","DAL","133","POR","125","202001230POR",2020,1,"DAL","DAL-2020",8
"4298","MIL","116","CHO","103","202001240CHO",2020,0,"CHO","CHH-2020",-13
"4299","MEM","125","DET","112","202001240DET",2020,1,"MEM","MEM-2020",13
"4300","BOS","109","ORL","98","202001240ORL",2020,1,"BOS","BOS-2020",11
"4301","TOR","118","NYK","112","202001240NYK",2020,1,"TOR","TOR-2020",6
"4302","SAC","98","CHI","81","202001240CHI",2020,1,"SAC","SAC-2020",17
"4303","LAC","122","MIA","117","202001240MIA",2020,1,"LAC","LAC-2020",5
"4304","HOU","131","MIN","124","202001240MIN",2020,1,"HOU","HOU-2020",7
"4305","DEN","113","NOP","106","202001240NOP",2020,1,"DEN","DEN-2020",7
"4306","ATL","111","OKC","140","202001240OKC",2020,0,"ATL","ATL-2020",-29
"4307","PHO","103","SAS","99","202001240SAS",2020,1,"PHO","PHO-2020",4
"4308","IND","129","GSW","118","202001240GSW",2020,1,"IND","IND-2020",11
"4309","DAL","107","UTA","112","202001250UTA",2020,0,"DAL","DAL-2020",-5
"4310","BRK","121","DET","111","202001250DET",2020,1,"BRK","BRK-2020",10
"4311","CHI","118","CLE","106","202001250CLE",2020,1,"CHI","CHI-2020",12
"4312","OKC","113","MIN","104","202001250MIN",2020,1,"OKC","OKC-2020",9
"4313","LAL","91","PHI","108","202001250PHI",2020,0,"LAL","LAL-2020",-17
"4314","HOU","110","DEN","117","202001260DEN",2020,0,"HOU","HOU-2020",-7
"4315","TOR","110","SAS","106","202001260SAS",2020,1,"TOR","TOR-2020",4
"4316","WAS","133","ATL","152","202001260ATL",2020,0,"WAS","WAS-2020",-19
"4317","PHO","109","MEM","114","202001260MEM",2020,0,"PHO","PHO-2020",-5
"4318","BOS","108","NOP","123","202001260NOP",2020,0,"BOS","BOS-2020",-15
"4319","BRK","97","NYK","110","202001260NYK",2020,0,"BRK","BRK-2020",-13
"4320","LAC","112","ORL","97","202001260ORL",2020,1,"LAC","LAC-2020",15
"4321","IND","129","POR","139","202001260POR",2020,0,"IND","IND-2020",-10
"4322","CLE","115","DET","100","202001270DET",2020,1,"CLE","CLE-2020",15
"4323","ORL","92","MIA","113","202001270MIA",2020,0,"ORL","ORL-2020",-21
"4324","SAS","109","CHI","110","202001270CHI",2020,0,"SAS","SAS-2020",-1
"4325","SAC","133","MIN","129","202001270MIN",2020,1,"SAC","SAC-2020",4
"4326","DAL","107","OKC","97","202001270OKC",2020,1,"DAL","DAL-2020",10
"4327","HOU","126","UTA","117","202001270UTA",2020,1,"HOU","HOU-2020",9
"4328","NYK","92","CHO","97","202001280CHO",2020,1,"CHO","CHH-2020",5
"4329","GSW","104","PHI","115","202001280PHI",2020,0,"GSW","GSW-2020",-11
"4330","NOP","125","CLE","111","202001280CLE",2020,1,"NOP","NOP-2020",14
"4331","ATL","114","TOR","130","202001280TOR",2020,0,"ATL","ATL-2020",-16
"4332","DEN","96","MEM","104","202001280MEM",2020,0,"DEN","DEN-2020",-8
"4333","BOS","109","MIA","101","202001280MIA",2020,1,"BOS","BOS-2020",8
"4334","WAS","131","MIL","151","202001280MIL",2020,0,"WAS","WAS-2020",-20
"4335","PHO","133","DAL","104","202001280DAL",2020,1,"PHO","PHO-2020",29
"4336","CHI","106","IND","115","202001290IND",2020,0,"CHI","CHI-2020",-9
"4337","DET","115","BRK","125","202001290BRK",2020,0,"DET","DET-2020",-10
"4338","MEM","127","NYK","106","202001290NYK",2020,1,"MEM","MEM-2020",21
"4339","UTA","120","SAS","127","202001290SAS",2020,0,"UTA","UTA-2020",-7
"4340","HOU","112","POR","125","202001290POR",2020,0,"HOU","HOU-2020",-13
"4341","OKC","120","SAC","100","202001290SAC",2020,1,"OKC","OKC-2020",20
"4342","TOR","115","CLE","109","202001300CLE",2020,1,"TOR","TOR-2020",6
"4343","CHO","107","WAS","121","202001300WAS",2020,0,"CHO","CHH-2020",-14
"4344","PHI","117","ATL","127","202001300ATL",2020,0,"PHI","PHI-2020",-10
"4345","GSW","104","BOS","119","202001300BOS",2020,0,"GSW","GSW-2020",-15
"4346","UTA","100","DEN","106","202001300DEN",2020,0,"UTA","UTA-2020",-6
"4347","SAC","124","LAC","103","202001300LAC",2020,1,"SAC","SAC-2020",21
"4348","TOR","105","DET","92","202001310DET",2020,1,"TOR","TOR-2020",13
"4349","CHI","118","BRK","133","202001310BRK",2020,0,"CHI","CHI-2020",-15
"4350","DAL","121","HOU","128","202001310HOU",2020,0,"DAL","DAL-2020",-7
"4351","MEM","111","NOP","139","202001310NOP",2020,0,"MEM","MEM-2020",-28
"4352","DEN","127","MIL","115","202001310MIL",2020,1,"DEN","DEN-2020",12
"4353","OKC","111","PHO","107","202001310PHO",2020,1,"OKC","OKC-2020",4
"4354","POR","127","LAL","119","202001310LAL",2020,1,"POR","POR-2020",8
"4355","MIN","106","LAC","118","202002010LAC",2020,0,"MIN","MIN-2020",-12
"4356","NYK","92","IND","85","202002010IND",2020,1,"NYK","NYK-2020",7
"4357","MIA","102","ORL","89","202002010ORL",2020,1,"MIA","MIA-2020",13
"4358","GSW","131","CLE","112","202002010CLE",2020,1,"GSW","GSW-2020",19
"4359","BRK","107","WAS","113","202002010WAS",2020,0,"BRK","BRK-2020",-6
"4360","PHI","95","BOS","116","202002010BOS",2020,0,"PHI","PHI-2020",-21
"4361","ATL","100","DAL","123","202002010DAL",2020,0,"ATL","ATL-2020",-23
"4362","CHO","90","SAS","114","202002010SAS",2020,0,"CHO","CHH-2020",-24
"4363","LAL","129","SAC","113","202002010SAC",2020,1,"LAL","LAL-2020",16
"4364","UTA","107","POR","124","202002010POR",2020,0,"UTA","UTA-2020",-17
"4365","DEN","123","DET","128","202002020DET",2020,0,"DEN","DEN-2020",-5
"4366","NOP","109","HOU","117","202002020HOU",2020,0,"NOP","NOP-2020",-8
"4367","PHO","108","MIL","129","202002020MIL",2020,0,"PHO","PHO-2020",-21
"4368","CHI","102","TOR","129","202002020TOR",2020,0,"CHI","CHI-2020",-27
"4369","ORL","112","CHO","100","202002030CHO",2020,0,"CHO","CHH-2020",-12
"4370","NYK","139","CLE","134","202002030CLE",2020,1,"NYK","NYK-2020",5
"4371","DAL","112","IND","103","202002030IND",2020,1,"DAL","DAL-2020",9
"4372","GSW","125","WAS","117","202002030WAS",2020,1,"GSW","GSW-2020",8
"4373","BOS","123","ATL","115","202002030ATL",2020,1,"BOS","BOS-2020",8
"4374","PHO","97","BRK","119","202002030BRK",2020,0,"PHO","PHO-2020",-22
"4375","PHI","106","MIA","137","202002030MIA",2020,0,"PHI","PHI-2020",-31
"4376","DET","82","MEM","96","202002030MEM",2020,0,"DET","DET-2020",-14
"4377","MIN","109","SAC","113","202002030SAC",2020,0,"MIN","MIN-2020",-4
"4378","SAS","105","LAC","108","202002030LAC",2020,0,"SAS","SAS-2020",-3
"4379","MIL","120","NOP","108","202002040NOP",2020,1,"MIL","MIL-2020",12
"4380","CHO","110","HOU","125","202002040HOU",2020,0,"CHO","CHH-2020",-15
"4381","POR","99","DEN","127","202002040DEN",2020,0,"POR","POR-2020",-28
"4382","SAS","102","LAL","129","202002040LAL",2020,0,"SAS","SAS-2020",-27
"4383","PHO","108","DET","116","202002050DET",2020,0,"PHO","PHO-2020",-8
"4384","ORL","100","BOS","116","202002050BOS",2020,0,"ORL","ORL-2020",-16
"4385","GSW","88","BRK","129","202002050BRK",2020,0,"GSW","GSW-2020",-41
"4386","IND","118","TOR","119","202002050TOR",2020,0,"IND","IND-2020",-1
"4387","ATL","127","MIN","120","202002050MIN",2020,1,"ATL","ATL-2020",7
"4388","CLE","103","OKC","109","202002050OKC",2020,0,"CLE","CLE-2020",-6
"4389","MEM","121","DAL","107","202002050DAL",2020,1,"MEM","MEM-2020",14
"4390","DEN","98","UTA","95","202002050UTA",2020,1,"DEN","DEN-2020",3
"4391","MIA","111","LAC","128","202002050LAC",2020,0,"MIA","MIA-2020",-17
"4392","ORL","103","NYK","105","202002060NYK",2020,0,"ORL","ORL-2020",-2
"4393","NOP","125","CHI","119","202002060CHI",2020,1,"NOP","NOP-2020",6
"4394","PHI","101","MIL","112","202002060MIL",2020,0,"PHI","PHI-2020",-11
"4395","SAS","117","POR","125","202002060POR",2020,0,"SAS","SAS-2020",-8
"4396","HOU","121","LAL","111","202002060LAL",2020,1,"HOU","HOU-2020",10
"4397","MEM","107","PHI","119","202002070PHI",2020,0,"MEM","MEM-2020",-12
"4398","DAL","118","WAS","119","202002070WAS",2020,0,"DAL","DAL-2020",-1
"4399","ATL","107","BOS","112","202002070BOS",2020,0,"ATL","ATL-2020",-5
"4400","TOR","115","IND","106","202002070IND",2020,1,"TOR","TOR-2020",9
"4401","DET","101","OKC","108","202002070OKC",2020,0,"DET","DET-2020",-7
"4402","HOU","91","PHO","127","202002070PHO",2020,0,"HOU","HOU-2020",-36
"4403","MIA","97","SAC","105","202002070SAC",2020,0,"MIA","MIA-2020",-8
"4404","POR","114","UTA","117","202002070UTA",2020,0,"POR","POR-2020",-3
"4405","MIL","111","ORL","95","202002080ORL",2020,1,"MIL","MIL-2020",16
"4406","DAL","116","CHO","100","202002080CHO",2020,0,"CHO","CHH-2020",-16
"4407","NYK","95","DET","92","202002080DET",2020,1,"NYK","NYK-2020",3
"4408","NOP","124","IND","117","202002080IND",2020,1,"NOP","NOP-2020",7
"4409","BRK","118","TOR","119","202002080TOR",2020,0,"BRK","BRK-2020",-1
"4410","LAC","115","MIN","142","202002080MIN",2020,0,"LAC","LAC-2020",-27
"4411","LAL","125","GSW","120","202002080GSW",2020,1,"LAL","LAL-2020",5
"4412","DEN","117","PHO","108","202002080PHO",2020,1,"DEN","DEN-2020",9
"4413","SAS","102","SAC","122","202002080SAC",2020,0,"SAS","SAS-2020",-20
"4414","BOS","112","OKC","111","202002090OKC",2020,1,"BOS","BOS-2020",1
"4415","NYK","135","ATL","140","202002090ATL",2020,0,"NYK","NYK-2020",-5
"4416","CHI","111","PHI","118","202002090PHI",2020,0,"CHI","CHI-2020",-7
"4417","MEM","106","WAS","99","202002090WAS",2020,1,"MEM","MEM-2020",7
"4418","UTA","114","HOU","113","202002090HOU",2020,1,"UTA","UTA-2020",1
"4419","LAC","133","CLE","92","202002090CLE",2020,1,"LAC","LAC-2020",41
"4420","MIA","109","POR","115","202002090POR",2020,0,"MIA","MIA-2020",-6
"4421","CHO","87","DET","76","202002100DET",2020,1,"CHO","CHH-2020",11
"4422","BRK","106","IND","105","202002100IND",2020,1,"BRK","BRK-2020",1
"4423","ATL","126","ORL","135","202002100ORL",2020,0,"ATL","ATL-2020",-9
"4424","MIN","126","TOR","137","202002100TOR",2020,0,"MIN","MIN-2020",-11
"4425","SAC","111","MIL","123","202002100MIL",2020,0,"SAC","SAC-2020",-12
"4426","UTA","123","DAL","119","202002100DAL",2020,1,"UTA","UTA-2020",4
"4427","SAS","120","DEN","127","202002100DEN",2020,0,"SAS","SAS-2020",-7
"4428","MIA","113","GSW","101","202002100GSW",2020,1,"MIA","MIA-2020",12
"4429","PHO","100","LAL","125","202002100LAL",2020,0,"PHO","PHO-2020",-25
"4430","LAC","103","PHI","110","202002110PHI",2020,0,"LAC","LAC-2020",-7
"4431","CHI","114","WAS","126","202002110WAS",2020,0,"CHI","CHI-2020",-12
"4432","POR","117","NOP","138","202002110NOP",2020,0,"POR","POR-2020",-21
"4433","SAS","114","OKC","106","202002110OKC",2020,1,"SAS","SAS-2020",8
"4434","BOS","105","HOU","116","202002110HOU",2020,0,"BOS","BOS-2020",-11
"4435","ATL","105","CLE","127","202002120CLE",2020,0,"ATL","ATL-2020",-22
"4436","DET","112","ORL","116","202002120ORL",2020,0,"DET","DET-2020",-4
"4437","TOR","91","BRK","101","202002120BRK",2020,0,"TOR","TOR-2020",-10
"4438","MIL","111","IND","118","202002120IND",2020,0,"MIL","MIL-2020",-7
"4439","WAS","114","NYK","96","202002120NYK",2020,1,"WAS","WAS-2020",18
"4440","POR","104","MEM","111","202002120MEM",2020,0,"POR","POR-2020",-7
"4441","CHO","115","MIN","108","202002120MIN",2020,1,"CHO","CHH-2020",7
"4442","SAC","111","DAL","130","202002120DAL",2020,0,"SAC","SAC-2020",-19
"4443","GSW","106","PHO","112","202002120PHO",2020,0,"GSW","GSW-2020",-6
"4444","MIA","101","UTA","116","202002120UTA",2020,0,"MIA","MIA-2020",-15
"4445","LAL","120","DEN","116","202002120DEN",2020,1,"LAL","LAL-2020",4
"4446","LAC","133","BOS","141","202002130BOS",2020,0,"LAC","LAC-2020",-8
"4447","OKC","123","NOP","118","202002130NOP",2020,1,"OKC","OKC-2020",5
"4448","MIL","126","DET","106","202002200DET",2020,1,"MIL","MIL-2020",20
"4449","MIA","124","ATL","129","202002200ATL",2020,0,"MIA","MIA-2020",-5
"4450","CHO","103","CHI","93","202002200CHI",2020,1,"CHO","CHH-2020",10
"4451","BRK","104","PHI","112","202002200PHI",2020,0,"BRK","BRK-2020",-8
"4452","MEM","125","SAC","129","202002200SAC",2020,0,"MEM","MEM-2020",-4
"4453","HOU","135","GSW","105","202002200GSW",2020,1,"HOU","HOU-2020",30
"4454","DAL","122","ORL","106","202002210ORL",2020,1,"DAL","DAL-2020",16
"4455","CLE","113","WAS","108","202002210WAS",2020,1,"CLE","CLE-2020",5
"4456","IND","106","NYK","98","202002210NYK",2020,1,"IND","IND-2020",8
"4457","PHO","101","TOR","118","202002210TOR",2020,0,"PHO","PHO-2020",-17
"4458","BOS","127","MIN","117","202002210MIN",2020,1,"BOS","BOS-2020",10
"4459","DEN","101","OKC","113","202002210OKC",2020,0,"DEN","DEN-2020",-12
"4460","SAS","113","UTA","104","202002210UTA",2020,1,"SAS","SAS-2020",9
"4461","MEM","105","LAL","117","202002210LAL",2020,0,"MEM","MEM-2020",-12
"4462","NOP","128","POR","115","202002210POR",2020,1,"NOP","NOP-2020",13
"4463","SAC","112","LAC","103","202002220LAC",2020,1,"SAC","SAC-2020",9
"4464","BRK","115","CHO","86","202002220CHO",2020,0,"CHO","CHH-2020",-29
"4465","DAL","107","ATL","111","202002220ATL",2020,0,"DAL","DAL-2020",-4
"4466","PHO","112","CHI","104","202002220CHI",2020,1,"PHO","PHO-2020",8
"4467","CLE","105","MIA","124","202002220MIA",2020,0,"CLE","CLE-2020",-19
"4468","PHI","98","MIL","119","202002220MIL",2020,0,"PHI","PHI-2020",-21
"4469","HOU","120","UTA","110","202002220UTA",2020,1,"HOU","HOU-2020",10
"4470","BOS","112","LAL","114","202002230LAL",2020,0,"BOS","BOS-2020",-2
"4471","MIN","116","DEN","128","202002230DEN",2020,0,"MIN","MIN-2020",-12
"4472","IND","81","TOR","127","202002230TOR",2020,0,"IND","IND-2020",-46
"4473","WAS","117","CHI","126","202002230CHI",2020,0,"WAS","WAS-2020",-9
"4474","SAS","103","OKC","131","202002230OKC",2020,0,"SAS","SAS-2020",-28
"4475","NOP","115","GSW","101","202002230GSW",2020,1,"NOP","NOP-2020",14
"4476","DET","104","POR","107","202002230POR",2020,0,"DET","DET-2020",-3
"4477","MIA","119","CLE","125","202002240CLE",2020,0,"MIA","MIA-2020",-6
"4478","ATL","112","PHI","129","202002240PHI",2020,0,"ATL","ATL-2020",-17
"4479","MIL","137","WAS","134","202002240WAS",2020,1,"MIL","MIL-2020",3
"4480","ORL","115","BRK","113","202002240BRK",2020,1,"ORL","ORL-2020",2
"4481","NYK","112","HOU","123","202002240HOU",2020,0,"NYK","NYK-2020",-11
"4482","MIN","123","DAL","139","202002240DAL",2020,0,"MIN","MIN-2020",-16
"4483","PHO","131","UTA","111","202002240UTA",2020,1,"PHO","PHO-2020",20
"4484","MEM","97","LAC","124","202002240LAC",2020,0,"MEM","MEM-2020",-27
"4485","CHO","80","IND","119","202002250IND",2020,0,"CHO","CHH-2020",-39
"4486","MIL","108","TOR","97","202002250TOR",2020,1,"MIL","MIL-2020",11
"4487","OKC","124","CHI","122","202002250CHI",2020,1,"OKC","OKC-2020",2
"4488","DET","98","DEN","115","202002250DEN",2020,0,"DET","DET-2020",-17
"4489","NOP","109","LAL","118","202002250LAL",2020,0,"NOP","NOP-2020",-9
"4490","BOS","118","POR","106","202002250POR",2020,1,"BOS","BOS-2020",12
"4491","SAC","112","GSW","94","202002250GSW",2020,1,"SAC","SAC-2020",18
"4492","NYK","101","CHO","107","202002260CHO",2020,1,"CHO","CHH-2020",6
"4493","PHI","94","CLE","108","202002260CLE",2020,0,"PHI","PHI-2020",-14
"4494","BRK","106","WAS","110","202002260WAS",2020,0,"BRK","BRK-2020",-4
"4495","ORL","130","ATL","120","202002260ATL",2020,1,"ORL","ORL-2020",10
"4496","MIN","129","MIA","126","202002260MIA",2020,1,"MIN","MIN-2020",3
"4497","MEM","112","HOU","140","202002260HOU",2020,0,"MEM","MEM-2020",-28
"4498","DAL","109","SAS","103","202002260SAS",2020,1,"DAL","DAL-2020",6
"4499","LAC","102","PHO","92","202002260PHO",2020,1,"LAC","LAC-2020",10
"4500","BOS","114","UTA","103","202002260UTA",2020,1,"BOS","BOS-2020",11
"4501","NYK","106","PHI","115","202002270PHI",2020,0,"NYK","NYK-2020",-9
"4502","POR","100","IND","106","202002270IND",2020,0,"POR","POR-2020",-6
"4503","SAC","108","OKC","112","202002270OKC",2020,0,"SAC","SAC-2020",-4
"4504","LAL","116","GSW","86","202002270GSW",2020,1,"LAL","LAL-2020",30
"4505","MIN","125","ORL","136","202002280ORL",2020,0,"MIN","MIN-2020",-11
"4506","BRK","118","ATL","141","202002280ATL",2020,0,"BRK","BRK-2020",-23
"4507","CHO","99","TOR","96","202002280TOR",2020,1,"CHO","CHH-2020",3
"4508","SAC","104","MEM","101","202002280MEM",2020,1,"SAC","SAC-2020",3
"4509","DAL","118","MIA","126","202002280MIA",2020,0,"DAL","DAL-2020",-8
"4510","OKC","86","MIL","133","202002280MIL",2020,0,"OKC","OKC-2020",-47
"4511","CLE","104","NOP","116","202002280NOP",2020,0,"CLE","CLE-2020",-12
"4512","DET","113","PHO","111","202002280PHO",2020,1,"DET","DET-2020",2
"4513","WAS","119","UTA","129","202002280UTA",2020,0,"WAS","WAS-2020",-10
"4514","DEN","103","LAC","132","202002280LAC",2020,0,"DEN","DEN-2020",-29
"4515","CHI","115","NYK","125","202002290NYK",2020,0,"CHI","CHI-2020",-10
"4516","POR","117","ATL","129","202002290ATL",2020,0,"POR","POR-2020",-12
"4517","BRK","113","MIA","116","202002290MIA",2020,0,"BRK","BRK-2020",-3
"4518","IND","113","CLE","104","202002290CLE",2020,1,"IND","IND-2020",9
"4519","LAL","88","MEM","105","202002290MEM",2020,0,"LAL","LAL-2020",-17
"4520","HOU","111","BOS","110","202002290BOS",2020,1,"HOU","HOU-2020",1
"4521","ORL","113","SAS","114","202002290SAS",2020,0,"ORL","ORL-2020",-1
"4522","GSW","115","PHO","99","202002290PHO",2020,1,"GSW","GSW-2020",16
"4523","MIL","93","CHO","85","202003010CHO",2020,0,"CHO","CHH-2020",-8
"4524","PHI","130","LAC","136","202003010LAC",2020,0,"PHI","PHI-2020",-6
"4525","DAL","111","MIN","91","202003010MIN",2020,1,"DAL","DAL-2020",20
"4526","TOR","118","DEN","133","202003010DEN",2020,0,"TOR","TOR-2020",-15
"4527","DET","100","SAC","106","202003010SAC",2020,0,"DET","DET-2020",-6
"4528","LAL","122","NOP","114","202003010NOP",2020,1,"LAL","LAL-2020",8
"4529","WAS","124","GSW","110","202003010GSW",2020,1,"WAS","WAS-2020",14
"4530","UTA","126","CLE","113","202003020CLE",2020,1,"UTA","UTA-2020",13
"4531","HOU","123","NYK","125","202003020NYK",2020,0,"HOU","HOU-2020",-2
"4532","POR","130","ORL","107","202003020ORL",2020,1,"POR","POR-2020",23
"4533","MEM","127","ATL","88","202003020ATL",2020,1,"MEM","MEM-2020",39
"4534","MIL","89","MIA","105","202003020MIA",2020,0,"MIL","MIL-2020",-16
"4535","DAL","107","CHI","109","202003020CHI",2020,0,"DAL","DAL-2020",-2
"4536","IND","116","SAS","111","202003020SAS",2020,1,"IND","IND-2020",5
"4537","SAS","104","CHO","103","202003030CHO",2020,0,"CHO","CHH-2020",-1
"4538","BRK","129","BOS","120","202003030BOS",2020,1,"BRK","BRK-2020",9
"4539","MIN","139","NOP","134","202003030NOP",2020,1,"MIN","MIN-2020",5
"4540","LAC","109","OKC","94","202003030OKC",2020,1,"LAC","LAC-2020",15
"4541","GSW","116","DEN","100","202003030DEN",2020,1,"GSW","GSW-2020",16
"4542","TOR","123","PHO","114","202003030PHO",2020,1,"TOR","TOR-2020",9
"4543","PHI","107","LAL","120","202003030LAL",2020,0,"PHI","PHI-2020",-13
"4544","WAS","126","SAC","133","202003030SAC",2020,0,"WAS","WAS-2020",-7
"4545","BOS","112","CLE","106","202003040CLE",2020,1,"BOS","BOS-2020",6
"4546","OKC","114","DET","107","202003040DET",2020,1,"OKC","OKC-2020",7
"4547","IND","100","MIL","119","202003040MIL",2020,0,"IND","IND-2020",-19
"4548","MEM","118","BRK","79","202003040BRK",2020,1,"MEM","MEM-2020",39
"4549","UTA","112","NYK","104","202003040NYK",2020,1,"UTA","UTA-2020",8
"4550","ORL","113","MIA","116","202003040MIA",2020,0,"ORL","ORL-2020",-3
"4551","CHI","108","MIN","115","202003040MIN",2020,0,"CHI","CHI-2020",-7
"4552","NOP","123","DAL","127","202003040DAL",2020,0,"NOP","NOP-2020",-4
"4553","WAS","104","POR","125","202003040POR",2020,0,"WAS","WAS-2020",-21
"4554","DEN","114","CHO","112","202003050CHO",2020,0,"CHO","CHH-2020",-2
"4555","LAC","120","HOU","105","202003050HOU",2020,1,"LAC","LAC-2020",15
"4556","PHI","125","SAC","108","202003050SAC",2020,1,"PHI","PHI-2020",17
"4557","TOR","121","GSW","113","202003050GSW",2020,1,"TOR","TOR-2020",8
"4558","ATL","112","WAS","118","202003060WAS",2020,0,"ATL","ATL-2020",-6
"4559","SAS","120","BRK","139","202003060BRK",2020,0,"SAS","SAS-2020",-19
"4560","OKC","126","NYK","103","202003060NYK",2020,1,"OKC","OKC-2020",23
"4561","IND","108","CHI","102","202003060CHI",2020,1,"IND","IND-2020",6
"4562","ORL","132","MIN","118","202003060MIN",2020,1,"ORL","ORL-2020",14
