"","...1","Visitor/Neutral","Visitor Points","Home/Neutral","Home Points","id","year","win","team","season_id","margin","playoff"
"448",7212,"PHO",115,"NOP",109,"202204280NOP",2022,1,"PHO","PHO-2022",6,TRUE
"449",7213,"DAL",98,"UTA",96,"202204280UTA",2022,1,"DAL","DAL-2022",2,TRUE
"450",7214,"MEM",114,"MIN",106,"202204290MIN",2022,1,"MEM","MEM-2022",8,TRUE
"451",7215,"MIL",101,"BOS",89,"202205010BOS",2022,1,"MIL","MIL-2022",12,TRUE
"452",7216,"GSW",117,"MEM",116,"202205010MEM",2022,1,"GSW","GSW-2022",1,TRUE
"453",7217,"PHI",92,"MIA",106,"202205020MIA",2022,0,"PHI","PHI-2022",-14,TRUE
"454",7218,"DAL",114,"PHO",121,"202205020PHO",2022,0,"DAL","DAL-2022",-7,TRUE
"455",7219,"MIL",86,"BOS",109,"202205030BOS",2022,0,"MIL","MIL-2022",-23,TRUE
"456",7220,"GSW",101,"MEM",106,"202205030MEM",2022,0,"GSW","GSW-2022",-5,TRUE
"457",7221,"PHI",103,"MIA",119,"202205040MIA",2022,0,"PHI","PHI-2022",-16,TRUE
"458",7222,"DAL",109,"PHO",129,"202205040PHO",2022,0,"DAL","DAL-2022",-20,TRUE
"459",7223,"MIA",79,"PHI",99,"202205060PHI",2022,0,"MIA","MIA-2022",-20,TRUE
"460",7224,"PHO",94,"DAL",103,"202205060DAL",2022,0,"PHO","PHO-2022",-9,TRUE
"461",7225,"BOS",101,"MIL",103,"202205070MIL",2022,0,"BOS","BOS-2022",-2,TRUE
"462",7226,"MEM",112,"GSW",142,"202205070GSW",2022,0,"MEM","MEM-2022",-30,TRUE
"463",7227,"PHO",101,"DAL",111,"202205080DAL",2022,0,"PHO","PHO-2022",-10,TRUE
"464",7228,"MIA",108,"PHI",116,"202205080PHI",2022,0,"MIA","MIA-2022",-8,TRUE
"465",7229,"BOS",116,"MIL",108,"202205090MIL",2022,1,"BOS","BOS-2022",8,TRUE
"466",7230,"MEM",98,"GSW",101,"202205090GSW",2022,0,"MEM","MEM-2022",-3,TRUE
"467",7231,"PHI",85,"MIA",120,"202205100MIA",2022,0,"PHI","PHI-2022",-35,TRUE
"468",7232,"DAL",80,"PHO",110,"202205100PHO",2022,0,"DAL","DAL-2022",-30,TRUE
"469",7233,"MIL",110,"BOS",107,"202205110BOS",2022,1,"MIL","MIL-2022",3,TRUE
"470",7234,"GSW",95,"MEM",134,"202205110MEM",2022,0,"GSW","GSW-2022",-39,TRUE
"471",7235,"MIA",99,"PHI",90,"202205120PHI",2022,1,"MIA","MIA-2022",9,TRUE
"472",7236,"PHO",86,"DAL",113,"202205120DAL",2022,0,"PHO","PHO-2022",-27,TRUE
"473",7237,"BOS",108,"MIL",95,"202205130MIL",2022,1,"BOS","BOS-2022",13,TRUE
"474",7238,"MEM",96,"GSW",110,"202205130GSW",2022,0,"MEM","MEM-2022",-14,TRUE
"475",7239,"MIL",81,"BOS",109,"202205150BOS",2022,0,"MIL","MIL-2022",-28,TRUE
"476",7240,"DAL",123,"PHO",90,"202205150PHO",2022,1,"DAL","DAL-2022",33,TRUE
"477",7241,"BOS",107,"MIA",118,"202205170MIA",2022,0,"BOS","BOS-2022",-11,TRUE
"478",7242,"DAL",87,"GSW",112,"202205180GSW",2022,0,"DAL","DAL-2022",-25,TRUE
"479",7243,"BOS",127,"MIA",102,"202205190MIA",2022,1,"BOS","BOS-2022",25,TRUE
"480",7244,"DAL",117,"GSW",126,"202205200GSW",2022,0,"DAL","DAL-2022",-9,TRUE
"481",7245,"MIA",109,"BOS",103,"202205210BOS",2022,1,"MIA","MIA-2022",6,TRUE
"482",7246,"GSW",109,"DAL",100,"202205220DAL",2022,1,"GSW","GSW-2022",9,TRUE
"483",7247,"MIA",82,"BOS",102,"202205230BOS",2022,0,"MIA","MIA-2022",-20,TRUE
"484",7248,"GSW",109,"DAL",119,"202205240DAL",2022,0,"GSW","GSW-2022",-10,TRUE
"485",7249,"BOS",93,"MIA",80,"202205250MIA",2022,1,"BOS","BOS-2022",13,TRUE
"486",7250,"DAL",110,"GSW",120,"202205260GSW",2022,0,"DAL","DAL-2022",-10,TRUE
"487",7251,"MIA",111,"BOS",103,"202205270BOS",2022,1,"MIA","MIA-2022",8,TRUE
"488",7252,"BOS",100,"MIA",96,"202205290MIA",2022,1,"BOS","BOS-2022",4,TRUE
"489",7253,"BOS",120,"GSW",108,"202206020GSW",2022,1,"BOS","BOS-2022",12,TRUE
"490",7254,"BOS",88,"GSW",107,"202206050GSW",2022,0,"BOS","BOS-2022",-19,TRUE
"491",7255,"GSW",100,"BOS",116,"202206080BOS",2022,0,"GSW","GSW-2022",-16,TRUE
"492",7256,"GSW",107,"BOS",97,"202206100BOS",2022,1,"GSW","GSW-2022",10,TRUE
"493",7257,"BOS",94,"GSW",104,"202206130GSW",2022,0,"BOS","BOS-2022",-10,TRUE
"494",7258,"GSW",103,"BOS",90,"202206160BOS",2022,1,"GSW","GSW-2022",13,TRUE
